事業所規模,和暦年,西暦年,年平均・月・前年比・前年同月比,調査産業計,建設業,製造業,電気・ガス・熱供給・水道業,情報通信業,運輸業，郵便業,卸売業，小売業,金融業，保険業,不動産業，物品賃貸業,学術研究，専門・技術サービス業,宿泊業，飲食サービス業,生活関連サービス業，娯楽業,教育，学習支援業,医療，福祉,複合サービス事業,サービス業（他に分類されないもの）
５人以上,平成28,2016,年平均,95.1,93.6,94.6,110.1,97,95.2,95.2,95.7,96.2,101.6,99.4,71.7,105,98.8,95.6,88.7
５人以上,平成29,2017,年平均,94.7,111,94.1,88.4,87.8,94.4,96,93.8,100.8,106.9,101,79.9,119.4,90.8,89.2,83.2
５人以上,平成30,2018,年平均,90.6,112.4,106,95.3,74.4,90.4,98.4,84.2,95.3,93.7,102.3,90,172.1,97.3,165.6,78.2
５人以上,平成31・令和元,2019,年平均,94.8,110.2,100.1,109.4,85.8,102.7,103,90.2,98.1,95,95.3,87.3,165.2,94.8,152.9,85.3
５人以上,令和２,2020,年平均,85.7,97.3,83.1,109.6,83.9,92.1,91.7,95.2,86.5,85.4,61.2,60.7,127.7,88.8,116.9,78
５人以上,令和３,2021,年平均,93.1,101.3,91.1,97.4,85.5,91.8,107.5,89,102.9,104.5,48.4,74.8,139.4,97.3,117.2,92.5
５人以上,令和３,2021,1月,85.8,83.4,82.1,92.5,80.5,84.3,98.8,86.5,92.2,99.3,37.7,77,120,96.4,136.7,91.1
５人以上,令和３,2021,2月,88.3,98.9,85.4,91.2,84.2,84.3,102.4,82.7,95.7,100.7,36.2,74.7,132.5,94.6,96.2,86.3
５人以上,令和３,2021,3月,98.3,110.7,91.9,111.3,95.8,88.4,110.6,93.5,112.1,119.9,46.4,74.7,162.5,101.8,124.1,92.7
５人以上,令和３,2021,4月,99.2,110.2,94.3,98.7,90,96.5,116.5,97.3,117.7,119.9,47.8,70.1,142.5,103.6,113.9,94.4
５人以上,令和３,2021,5月,90,96.3,86.2,88.7,81.6,82.8,104.7,88.1,102.8,105.3,37.7,65.5,157.5,96.4,102.5,91.1
５人以上,令和３,2021,6月,91.7,94.1,91.1,98.1,87.4,86.9,104.7,89.2,97.9,113.2,36.2,75.9,142.5,91.1,112.7,91.1
５人以上,令和３,2021,7月,94.2,98.9,95.1,92.5,85.8,92.4,110.6,90.3,96.5,100,42,73.6,150,103.6,106.3,96
５人以上,令和３,2021,8月,86.7,96.8,83.7,90.6,80.5,88.4,102.4,80.5,94.3,86.8,40.6,73.6,92.5,94.6,83.5,91.9
５人以上,令和３,2021,9月,90.8,100,91.1,96.9,82.1,98,102.4,86.5,97.9,92.1,37.7,73.6,127.5,98.2,124.1,92.7
５人以上,令和３,2021,10月,96.7,111.8,96.7,110.7,86.3,92.9,111.8,90.3,109.9,105.3,59.4,80.5,155,103.6,112.7,91.9
５人以上,令和３,2021,11月,98.3,109.1,97.6,104.4,87.9,99,112.9,92.4,110.6,105.3,76.8,75.9,157.5,96.4,110.1,94.4
５人以上,令和３,2021,12月,97.5,105.9,98.4,93.1,83.7,108.1,111.8,90.3,107.1,106,82.6,82.8,132.5,87.5,183.5,96.8
５人以上,平成29,2017,年平均（前年比（％））,-0.4,18.6,-0.5,-19.7,-9.5,-0.8,0.8,-2,4.8,5.2,1.6,11.4,13.7,-8.1,-6.7,-6.2
５人以上,平成30,2018,年平均（前年比（％））,-4.3,1.3,12.6,7.8,-15.3,-4.2,2.5,-10.2,-5.5,-12.3,1.3,12.6,44.1,7.2,85.7,-6
