規模,産業,前月末労働者数／計(人),前月末労働者数／男(人),前月末労働者数／女(人),本月中の増加労働者数／計(人),本月中の増加労働者数／男(人),本月中の増加労働者数／女(人),本月中の減少労働者数／計(人),本月中の減少労働者数／男(人),本月中の減少労働者数／女(人),本月末労働者数／計(人),本月末労働者数／男(人),本月末労働者数／女(人),パートタイム労働者比率／計(％),パートタイム労働者比率／男(％),パートタイム労働者比率／女(％)
５人以上,調査産業計,8080681,4595837,3484844,129461,62322,67139,159864,74589,85275,8050278,4583570,3466708,23.8,13.5,37.5
５人以上,"鉱業,採石業,砂利採取業",1465,1108,357,15,15,0,10,9,1,1470,1114,356,0.6,0.6,0.6
５人以上,建設業,401572,330261,71311,4121,2724,1397,3979,3339,640,401714,329646,72068,2.7,1.4,9.1
５人以上,製造業,575303,392119,183184,5621,2895,2726,6249,3939,2310,574675,391075,183600,11.3,4.1,26.6
５人以上,電気・ガス・熱供給・水道業,26912,22474,4438,109,88,21,308,291,17,26713,22271,4442,1.9,1.8,2.6
５人以上,情報通信業,885178,630106,255072,8750,5180,3570,10059,6218,3841,883869,629068,254801,3.4,1.1,9.1
５人以上,"運輸業,郵便業",469953,344831,125122,4037,2971,1066,7969,4699,3270,466021,343103,122918,14.2,12.4,19.3
５人以上,"卸売業,小売業",1674917,942851,732066,26516,13422,13094,36270,19572,16698,1665163,936701,728462,26.1,13.8,42
５人以上,"金融業,保険業",403387,199953,203434,3535,1845,1690,5316,2994,2322,401606,198804,202802,7.6,1.4,13.7
５人以上,"不動産業,物品賃貸業",223820,142560,81260,4101,1494,2607,4948,2940,2008,222973,141114,81859,15.3,12.1,20.9
５人以上,"学術研究,専門・技術サービス業",397453,257664,139789,3346,2204,1142,4860,2605,2255,395939,257263,138676,6.9,3.3,13.5
５人以上,"宿泊業,飲食サービス業",582540,255193,327347,24463,11184,13279,22364,8441,13923,584639,257936,326703,75,58.9,87.6
５人以上,"生活関連サービス業,娯楽業",236548,99576,136972,4704,1319,3385,6482,3055,3427,234770,97840,136930,35.5,23.5,44
５人以上,"教育,学習支援業",417265,213181,204084,10742,5090,5652,10081,3992,6089,417926,214279,203647,44,38.2,50
５人以上,"医療,福祉",791432,215694,575738,10458,3212,7246,10819,2504,8315,791071,216402,574669,32,24.2,35
５人以上,複合サービス事業,37186,22298,14888,136,36,100,259,191,68,37063,22143,14920,15.5,6.1,29.5
５人以上,サービス業（他に分類されないもの）,955750,525968,429782,18807,8643,10164,29891,9800,20091,944666,524811,419855,26.8,15.1,41.5
30人以上,調査産業計,5703152,3398226,2304926,76973,39921,37052,103328,48854,54474,5676797,3389293,2287504,18.2,10.2,30.1
30人以上,"鉱業,採石業,砂利採取業",1465,1108,357,15,15,0,10,9,1,1470,1114,356,0.6,0.6,0.6
30人以上,建設業,264608,224591,40017,2929,1726,1203,2921,2406,515,264616,223911,40705,1.4,0.9,3.9
30人以上,製造業,425533,292306,133227,4497,2354,2143,4936,3073,1863,425094,291587,133507,11.3,4,27.3
30人以上,電気・ガス・熱供給・水道業,22853,19056,3797,109,88,21,308,291,17,22654,18853,3801,2.3,2.1,3
30人以上,情報通信業,778594,554171,224423,7183,4176,3007,8810,5336,3474,776967,553011,223956,3.2,1.1,8.4
30人以上,"運輸業,郵便業",397527,293525,104002,3557,2789,768,7149,4033,3116,393935,292281,101654,14.3,12.6,19
30人以上,"卸売業,小売業",1046920,628714,418206,13671,6725,6946,19724,11363,8361,1040867,624076,416791,17.4,7.9,31.6
30人以上,"金融業,保険業",329847,170506,159341,2489,1623,866,4287,2446,1841,328049,169683,158366,7,1.4,13
30人以上,"不動産業,物品賃貸業",151407,95204,56203,2587,1332,1255,2532,1448,1084,151462,95088,56374,14.5,12.7,17.6
30人以上,"学術研究,専門・技術サービス業",283795,187819,95976,2606,1660,946,3047,1959,1088,283354,187520,95834,5.7,3,10.9
30人以上,"宿泊業,飲食サービス業",188149,89609,98540,4200,2514,1686,5315,2115,3200,187034,90008,97026,62.7,47.1,77.1
30人以上,"生活関連サービス業,娯楽業",130798,61190,69608,2209,1030,1179,3001,1088,1913,130006,61132,68874,33.9,19.4,46.8
30人以上,"教育,学習支援業",325529,175027,150502,9137,4388,4749,7789,3149,4640,326877,176266,150611,38.3,33.5,43.9
30人以上,"医療,福祉",525471,165903,359568,5137,2221,2916,6098,1986,4112,524510,166138,358372,26,20.8,28.4
30人以上,複合サービス事業,23887,17414,6473,58,36,22,115,108,7,23830,17342,6488,13,7.1,28.8
30人以上,サービス業（他に分類されないもの）,806769,422083,384686,16589,7244,9345,27286,8044,19242,796072,421283,374789,29.2,16.8,43.1
,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和３年６月分,,,,,,,,,,,,,,,,
第３表  規模、産業、性別常用労働者数及びパートタイム労働者比率,,,,,,,,,,,,,,,,
