規模,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
500人以上,457072,538447,333698,431444,506520,317621,393504,37940,25628,31927,16077
100～499人,386141,451707,289782,359704,419066,272463,334056,25648,26437,32641,17319
100人以上,421958,495778,311753,395930,463499,295055,364075,31855,26028,32279,16698
30～99人,321022,382720,236769,297417,351204,223967,277248,20169,23605,31516,12802
５～29人,277423,354517,198392,251878,318059,184034,239617,12261,25545,36458,14358
30人以上,389743,460590,286958,364488,428549,271549,336363,28125,25255,32041,15409
５人以上,356415,432467,257022,331074,399255,241968,307656,23418,25341,33212,15054
,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和３年１１月分,,,,,,,,,,,
第８表  規模、性別常用労働者の１人平均月間現金給与額,,,,,,,,,,,
調査産業計,,,,,,,,,,,
