産業,５人以上／入職率(％),５人以上／離職率(％),30人以上／入職率(％),30人以上／離職率(％)
調査産業計,1.64,1.6,1.33,1.59
"鉱業,採石業,砂利採取業",1.11,2.57,1.11,2.57
建設業,0.45,0.66,0.39,0.51
製造業,0.86,0.94,0.76,1.03
電気・ガス・熱供給・水道業,0.73,1.24,0.3,0.92
情報通信業,0.92,1.52,0.93,1.48
"運輸業,郵便業",0.82,1.19,0.78,1.19
"卸売業,小売業",1.17,1.3,0.96,1.28
"金融業,保険業",0.77,1.11,0.78,1.16
"不動産業,物品賃貸業",1.64,1.76,1.1,1.13
"学術研究,専門・技術サービス業",1.22,1.14,1.28,1.37
"宿泊業,飲食サービス業",5.18,3.58,2.95,3.67
"生活関連サービス業,娯楽業",3.21,1.9,1.02,1.67
"教育,学習支援業",2.37,3.14,2.65,3.71
"医療,福祉",1.35,1.38,1.36,1.48
複合サービス事業,0.43,0.52,0.14,0.3
サービス業（他に分類されないもの）,2.48,1.85,2.53,2.04
,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和３年１１月分,,,,
第４表  規模、産業別労働異動率,,,,
