規模,産業,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
５人以上,調査産業計,16.2,17,15.2,128.8,140.6,113,118.2,127.1,106.3,10.6,13.5,6.7
５人以上,"鉱業,採石業,砂利採取業",17,17.2,16.6,145.6,149,136.6,123.2,125.4,117.3,22.4,23.6,19.3
５人以上,建設業,18.8,19,17.8,160.8,164.5,142.6,142.3,144.3,132.2,18.5,20.2,10.4
５人以上,製造業,17.9,18.3,17.1,146.8,152.8,133.4,136.3,141.3,125.1,10.5,11.5,8.3
５人以上,電気・ガス・熱供給・水道業,17.4,17.5,16.9,147.5,148.8,140.9,133,134.1,127.8,14.5,14.7,13.1
５人以上,情報通信業,17.3,17.6,16.7,148.5,152.9,137.6,132.5,135.8,124.4,16,17.1,13.2
５人以上,"運輸業,郵便業",16.4,17.5,13.2,138.4,151.6,100.8,121.7,131.4,94,16.7,20.2,6.8
５人以上,"卸売業,小売業",16.8,17.5,15.9,131.6,143.4,116.3,122.9,132.5,110.5,8.7,10.9,5.8
５人以上,"金融業,保険業",16.4,17,15.8,135.5,145.5,124.9,120.2,126.5,113.6,15.3,19,11.3
５人以上,"不動産業,物品賃貸業",17.6,18,16.8,144.1,150.2,133.1,130.6,134.9,122.8,13.5,15.3,10.3
５人以上,"学術研究,専門・技術サービス業",17.4,17.7,17.1,146,150.8,138.7,130.8,133.8,126.2,15.2,17,12.5
５人以上,"宿泊業,飲食サービス業",10.8,11.7,10,67.7,80.8,57.1,65.2,76.6,56,2.5,4.2,1.1
５人以上,"生活関連サービス業,娯楽業",14.1,14.5,13.8,106.8,117.3,99.4,100.3,107.6,95.2,6.5,9.7,4.2
５人以上,"教育,学習支援業",13.4,13.2,13.5,95.5,95.5,95.6,90.2,90,90.4,5.3,5.5,5.2
５人以上,"医療,福祉",15.7,15.7,15.7,117.3,122.2,115.4,112,115.6,110.7,5.3,6.6,4.7
５人以上,複合サービス事業,16.2,16.5,15.7,125.7,134,112.6,118.1,124.1,108.6,7.6,9.9,4
５人以上,サービス業（他に分類されないもの）,16.7,17.4,15.8,130.8,142.4,116.8,120.1,128.1,110.5,10.7,14.3,6.3
30人以上,調査産業計,16.5,17.1,15.6,133.4,143.3,118.7,121.1,128.3,110.4,12.3,15,8.3
30人以上,"鉱業,採石業,砂利採取業",17,17.2,16.6,145.6,149,136.6,123.2,125.4,117.3,22.4,23.6,19.3
30人以上,建設業,18.5,18.6,17.4,162.4,165,146.1,139.6,140.7,132.8,22.8,24.3,13.3
30人以上,製造業,17.7,18,17,147.7,153.1,135.3,135.3,139.8,125,12.4,13.3,10.3
30人以上,電気・ガス・熱供給・水道業,17.4,17.5,16.8,147.1,148.7,139.2,132.1,133.2,126.4,15,15.5,12.8
30人以上,情報通信業,17.3,17.5,16.6,148,152,138.3,131.6,134.6,124.3,16.4,17.4,14
30人以上,"運輸業,郵便業",16,17.2,12.7,135.8,149.5,96.1,118.4,128.4,89.5,17.4,21.1,6.6
30人以上,"卸売業,小売業",17.2,17.7,16.4,137.5,146.7,123.5,127,134.3,115.8,10.5,12.4,7.7
30人以上,"金融業,保険業",16.3,16.9,15.7,137.2,146.7,126.4,119.9,125.8,113.2,17.3,20.9,13.2
30人以上,"不動産業,物品賃貸業",17.4,17.8,16.7,141.8,146.3,133.9,127.9,131,122.4,13.9,15.3,11.5
30人以上,"学術研究,専門・技術サービス業",17.4,17.7,16.9,147.3,152.5,139.6,130.6,133.8,125.8,16.7,18.7,13.8
30人以上,"宿泊業,飲食サービス業",10.8,11.7,9.9,73,85.9,61.2,70.3,81.8,59.8,2.7,4.1,1.4
30人以上,"生活関連サービス業,娯楽業",13.9,14.9,13.2,106.6,123.1,92.6,98.3,110.9,87.6,8.3,12.2,5
30人以上,"教育,学習支援業",13.5,13.3,13.7,98.6,97.8,99.8,92.8,92.2,93.7,5.8,5.6,6.1
30人以上,"医療,福祉",16,15.9,16,121.2,125.2,119.2,114.7,117.6,113.3,6.5,7.6,5.9
30人以上,複合サービス事業,16.2,16.3,15.9,126.8,133.4,107.9,116.3,121.5,101.5,10.5,11.9,6.4
30人以上,サービス業（他に分類されないもの）,16.6,17.4,15.8,129.3,141.7,116.3,119.1,127.8,110,10.2,13.9,6.3
,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和３年２月分,,,,,,,,,,,,,
第２表  規模、産業、性別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,,,,,
