規模,産業,一般労働者／出勤日数(日),一般労働者／総実労働時間(時間),一般労働者／所定内労働時間(時間),一般労働者／所定外労働時間(時間),パートタイム労働者／出勤日数(日),パートタイム労働者／総実労働時間(時間),パートタイム労働者／所定内労働時間(時間),パートタイム労働者／所定外労働時間(時間)
５人以上,調査産業計,18.6,155.3,141.7,13.6,12.4,73.3,71.1,2.2
５人以上,"鉱業,採石業,砂利採取業",18.2,156.6,132.9,23.7,15.6,102.9,102.5,0.4
５人以上,建設業,19.1,165.2,146,19.2,15.3,94.6,92.5,2.1
５人以上,製造業,18.8,157.3,145.4,11.9,15.4,105.9,99.7,6.2
５人以上,電気・ガス・熱供給・水道業,19.1,160.3,144.5,15.8,13.4,93.4,92.7,0.7
５人以上,情報通信業,18.5,158.8,142.7,16.1,12.7,84,80.7,3.3
５人以上,"運輸業,郵便業",18.4,160.6,139.3,21.3,14.1,92,86.2,5.8
５人以上,"卸売業,小売業",18.6,153.4,142.6,10.8,13.6,81.7,79,2.7
５人以上,"金融業,保険業",18.2,150.5,133.4,17.1,15.4,98.6,96.6,2
５人以上,"不動産業,物品賃貸業",18.9,159.2,144.1,15.1,14,86.5,82.7,3.8
５人以上,"学術研究,専門・技術サービス業",18.4,154.1,139.4,14.7,13.2,89.6,86.8,2.8
５人以上,"宿泊業,飲食サービス業",17.2,142,134,8,10.2,54.4,53.5,0.9
５人以上,"生活関連サービス業,娯楽業",19,154.1,145.4,8.7,9.6,57.2,55.1,2.1
５人以上,"教育,学習支援業",17.5,139.3,131,8.3,8.7,45.9,45.4,0.5
５人以上,"医療,福祉",19,153.5,146,7.5,12,70.2,68.8,1.4
５人以上,複合サービス事業,18.2,148.3,137.4,10.9,16.7,98.4,94.9,3.5
５人以上,サービス業（他に分類されないもの）,18.5,156.3,141.5,14.8,15.3,94.9,91.9,3
30人以上,調査産業計,18.4,155.1,140.2,14.9,13.2,80.5,77.8,2.7
30人以上,"鉱業,採石業,砂利採取業",18.2,156.6,132.9,23.7,15.6,102.9,102.5,0.4
30人以上,建設業,18.6,163.9,142.1,21.8,15.5,111.1,105,6.1
30人以上,製造業,18.6,158.1,144.3,13.8,16,114.7,105.7,9
30人以上,電気・ガス・熱供給・水道業,18.7,157.6,142.2,15.4,14.5,105.3,104.5,0.8
30人以上,情報通信業,18.4,158.7,142,16.7,13.2,88.1,85.3,2.8
30人以上,"運輸業,郵便業",18.2,159.4,137.8,21.6,14.6,97.1,89.5,7.6
30人以上,"卸売業,小売業",18.2,151.6,139.4,12.2,14.7,89.4,86.9,2.5
30人以上,"金融業,保険業",18.3,153.2,134,19.2,15.5,98.8,96.3,2.5
30人以上,"不動産業,物品賃貸業",18.5,157.3,141,16.3,14.5,83.6,80.5,3.1
30人以上,"学術研究,専門・技術サービス業",18.4,156.3,140.4,15.9,13.2,92,89,3
30人以上,"宿泊業,飲食サービス業",16.9,137.7,130.6,7.1,10.3,56.5,55.4,1.1
30人以上,"生活関連サービス業,娯楽業",18.2,150.9,138.9,12,10.3,55.5,54.5,1
30人以上,"教育,学習支援業",17.5,139.1,130.7,8.4,8.8,47.7,47.3,0.4
30人以上,"医療,福祉",19,153.7,145.2,8.5,12,71.6,70.1,1.5
30人以上,複合サービス事業,18.5,152.4,137.8,14.6,18.5,96.2,90.3,5.9
30人以上,サービス業（他に分類されないもの）,18.4,155.4,140.9,14.5,15.5,97.1,93.9,3.2
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和３年９月分,,,,,,,,,
第６表  規模、産業、就業形態別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,
