規模,産業,一般労働者／前月末労働者数(人),一般労働者／本月中の増加労働者数(人),一般労働者／本月中の減少労働者数(人),一般労働者／本月末労働者数(人),パートタイム労働者／前月末労働者数(人),パートタイム労働者／本月中の増加労働者数(人),パートタイム労働者／本月中の減少労働者数(人),パートタイム労働者／本月末労働者数(人)
５人以上,調査産業計,6163938,80020,110683,6134394,1883425,63483,59002,1886787
５人以上,"鉱業,採石業,砂利採取業",1462,17,22,1456,8,0,0,9
５人以上,建設業,390430,5959,5868,390523,11284,536,59,11759
５人以上,製造業,497553,4468,5372,496587,74207,1536,2062,73743
５人以上,電気・ガス・熱供給・水道業,26127,486,426,26187,586,2,7,581
５人以上,情報通信業,851096,13842,20993,844087,32773,1800,884,33547
５人以上,"運輸業,郵便業",401740,5096,6294,400542,64281,1433,1283,64431
５人以上,"卸売業,小売業",1242953,15383,21775,1236570,422210,10002,8376,423827
５人以上,"金融業,保険業",373250,6566,8642,371037,28356,193,1323,27363
５人以上,"不動産業,物品賃貸業",191464,2540,2868,191128,31509,1333,830,32020
５人以上,"学術研究,専門・技術サービス業",370787,4441,9130,366097,25152,971,250,25874
５人以上,"宿泊業,飲食サービス業",143445,2976,3654,142931,441194,22700,18843,444887
５人以上,"生活関連サービス業,娯楽業",153231,1633,2541,152322,81539,2101,1772,81869
５人以上,"教育,学習支援業",238719,2295,2347,238666,179207,7001,12595,173614
５人以上,"医療,福祉",536449,4031,8123,532404,254622,4197,4275,254497
５人以上,複合サービス事業,30818,76,231,30687,6245,134,28,6327
５人以上,サービス業（他に分類されないもの）,714414,10211,12397,713170,230252,9544,6415,232439
30人以上,調査産業計,4682851,63662,89126,4658346,991031,30457,30672,989857
30人以上,"鉱業,採石業,砂利採取業",1462,17,22,1456,8,0,0,9
30人以上,建設業,261041,5025,3820,262248,3575,52,59,3566
30人以上,製造業,372164,3650,4624,371133,50015,1216,1531,49757
30人以上,電気・ガス・熱供給・水道業,22165,222,329,22058,489,2,7,484
30人以上,情報通信業,750725,11674,20127,742414,26242,1622,706,27016
30人以上,"運輸業,郵便業",340417,4527,6082,338861,53518,1211,571,54159
30人以上,"卸売業,小売業",868086,11106,14955,864247,172781,3926,2858,173839
30人以上,"金融業,保険業",305922,5703,7041,304570,22127,70,1200,21011
30人以上,"不動産業,物品賃貸業",127769,1676,1322,128115,23693,710,745,23666
30人以上,"学術研究,専門・技術サービス業",268269,3922,8247,263943,15085,589,250,15425
30人以上,"宿泊業,飲食サービス業",70408,524,1151,69657,116626,6199,2820,120129
30人以上,"生活関連サービス業,娯楽業",87038,1468,1998,86507,42968,1083,530,43522
30人以上,"教育,学習支援業",201216,1964,2023,201156,125661,5346,11834,119174
30人以上,"医療,福祉",388643,2772,5540,385921,135867,2115,2107,135829
30人以上,複合サービス事業,20348,76,155,20294,3482,28,28,3457
30人以上,サービス業（他に分類されないもの）,597178,9336,11690,595766,198894,6288,5426,198814
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和３年７月分,,,,,,,,,
第７表  規模、産業、就業形態別常用労働者数,,,,,,,,,
