規模,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
500人以上,1208609,468560,427902,40658,740049,163575,142187,135209,6978,21388
100～499人,914040,411120,380087,31033,502920,160017,145470,139563,5907,14547
100人以上,1068572,441253,405171,36082,627319,161445,144151,137814,6337,17294
30～99人,798292,364987,337931,27056,433305,127161,106294,103435,2859,20867
５～29人,671634,353030,333623,19407,318604,105077,96584,93587,2997,8493
30人以上,990475,419216,385742,33474,571259,146099,127206,122426,4780,18893
５人以上,913604,403259,373176,30083,510345,126755,112766,108827,3939,13989
,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和３年１２月分,,,,,,,,,,
第10表  規模、就業形態別常用労働者の１人平均月間現金給与額,,,,,,,,,,
調査産業計,,,,,,,,,,
