規模,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
500人以上,514077,476438,433872,42566,37639,149320,147109,140146,6963,2211
100～499人,450712,412031,381635,30396,38681,147091,144316,138669,5647,2775
100人以上,483720,445582,408847,36735,38138,147967,145414,139250,6164,2553
30～99人,389791,368921,343081,25840,20870,111298,109362,106787,2575,1936
５～29人,376579,356203,338360,17843,20376,96474,94787,92897,1890,1687
30人以上,456273,423181,389629,33552,33092,131872,129590,125001,4589,2282
５人以上,436838,406847,377126,29721,29991,115373,113369,110038,3331,2004
,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和３年４月分,,,,,,,,,,
第10表  規模、就業形態別常用労働者の１人平均月間現金給与額,,,,,,,,,,
調査産業計,,,,,,,,,,
