規模,産業,一般労働者／前月末労働者数(人),一般労働者／本月中の増加労働者数(人),一般労働者／本月中の減少労働者数(人),一般労働者／本月末労働者数(人),パートタイム労働者／前月末労働者数(人),パートタイム労働者／本月中の増加労働者数(人),パートタイム労働者／本月中の減少労働者数(人),パートタイム労働者／本月末労働者数(人)
５人以上,調査産業計,6057386,115338,104028,6069174,1917694,76767,54246,1939737
５人以上,"鉱業,採石業,砂利採取業",1428,22,26,1423,21,0,7,15
５人以上,建設業,389125,4689,4450,389248,11534,293,79,11864
５人以上,製造業,506674,4724,5935,505378,61875,2395,1165,63190
５人以上,電気・ガス・熱供給・水道業,26481,235,319,26397,584,2,7,579
５人以上,情報通信業,838181,16669,13093,841746,33444,1462,705,34212
５人以上,"運輸業,郵便業",393828,7515,5756,395538,68101,1745,1282,68613
５人以上,"卸売業,小売業",1233136,17703,21488,1230633,426868,12785,10092,428279
５人以上,"金融業,保険業",368828,9334,7712,370420,27288,1042,538,27822
５人以上,"不動産業,物品賃貸業",192137,4187,3794,192517,27728,582,660,27663
５人以上,"学術研究,専門・技術サービス業",363222,6078,6053,363243,26538,622,693,26471
５人以上,"宿泊業,飲食サービス業",132843,4717,7849,129128,444631,24646,12979,456881
５人以上,"生活関連サービス業,娯楽業",151293,3583,3429,151446,83764,2817,3420,83162
５人以上,"教育,学習支援業",226431,5590,2195,229828,181670,12540,11427,182781
５人以上,"医療,福祉",540065,6255,7168,539384,241995,8989,5350,245402
５人以上,複合サービス事業,29163,74,144,29094,7632,0,50,7581
５人以上,サービス業（他に分類されないもの）,664551,23963,14617,673751,274021,6847,5792,275222
30人以上,調査産業計,4599581,89829,76319,4613213,1022187,39392,33298,1028159
30人以上,"鉱業,採石業,砂利採取業",1428,22,26,1423,21,0,7,15
30人以上,建設業,262107,2208,3232,261083,3715,57,79,3693
30人以上,製造業,379132,4099,4820,378496,39794,1930,1024,40615
30人以上,電気・ガス・熱供給・水道業,21960,106,190,21876,489,2,7,484
30人以上,情報通信業,737618,16000,11781,741825,26908,1462,705,27677
30人以上,"運輸業,郵便業",333009,5881,4220,334622,56973,1629,877,57773
30人以上,"卸売業,小売業",871152,13429,13997,870539,165346,3579,3306,165664
30人以上,"金融業,保険業",303091,7535,6334,304262,20497,925,538,20914
30人以上,"不動産業,物品賃貸業",130115,2207,1852,130457,20998,582,569,21024
30人以上,"学術研究,専門・技術サービス業",262297,4950,4923,262320,14420,375,496,14303
30人以上,"宿泊業,飲食サービス業",66548,1990,5277,63251,122169,6283,5342,123120
30人以上,"生活関連サービス業,娯楽業",84131,1601,1191,84540,45779,696,1101,45375
30人以上,"教育,学習支援業",191030,3190,1361,192861,127357,12079,10651,128783
30人以上,"医療,福祉",393281,4747,5447,392928,127224,3018,2797,127098
30人以上,複合サービス事業,18892,38,41,18889,4680,0,7,4673
30人以上,サービス業（他に分類されないもの）,543790,21826,11627,553841,245817,6775,5792,246948
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和３年１０月分,,,,,,,,,
第７表  規模、産業、就業形態別常用労働者数,,,,,,,,,
