事業所規模,産業,和暦年,西暦年,年平均・月,一般労働者／出勤日数(日),一般労働者／総実労働時間(時間),一般労働者／所定内労働時間(時間),一般労働者／所定外労働時間(時間),パートタイム労働者／出勤日数(日),パートタイム労働者／総実労働時間(時間),パートタイム労働者／所定内労働時間(時間),パートタイム労働者／所定外労働時間(時間)
30人以上,TL 調査産業計,平成28,2016,年平均,19.3,161.3,146.2,15.1,14.2,85.6,82.7,2.9
30人以上,TL 調査産業計,平成29,2017,年平均,19.3,161.7,146.9,14.8,14.1,84.7,82.1,2.6
30人以上,TL 調査産業計,平成30,2018,年平均,19.3,161.2,146.7,14.5,14.1,87.4,84.2,3.2
30人以上,TL 調査産業計,平成31・令和元,2019,年平均,18.9,158.4,143,15.4,13.2,82.4,78.9,3.5
30人以上,TL 調査産業計,令和２,2020,年平均,18.6,154.6,140.7,13.9,12.6,77.4,74.1,3.3
30人以上,TL 調査産業計,令和３,2021,年平均,18.7,157.5,142.3,15.2,13,79.8,77,2.8
30人以上,TL 調査産業計,令和３,2021,1月,17.7,148.6,134.4,14.2,12,73.4,71,2.4
30人以上,TL 調査産業計,令和３,2021,2月,17.4,146.9,132.3,14.6,12.2,74.8,72.3,2.5
30人以上,TL 調査産業計,令和３,2021,3月,19.2,161.8,145.7,16.1,12.8,78.3,75.5,2.8
30人以上,TL 調査産業計,令和３,2021,4月,19.9,167.8,151.6,16.2,13.5,83.7,80.7,3
30人以上,TL 調査産業計,令和３,2021,5月,17.9,150.6,135.8,14.8,12.6,78.9,76.1,2.8
30人以上,TL 調査産業計,令和３,2021,6月,19.5,163.4,148.3,15.1,13.4,82.7,79.9,2.8
30人以上,TL 調査産業計,令和３,2021,7月,19.4,163.4,147.9,15.5,13.3,80.5,77.8,2.7
30人以上,TL 調査産業計,令和３,2021,8月,18,151.3,137.1,14.2,12.7,78.7,76,2.7
30人以上,TL 調査産業計,令和３,2021,9月,18.4,155.1,140.2,14.9,13.2,80.5,77.8,2.7
30人以上,TL 調査産業計,令和３,2021,10月,19.2,162,146.3,15.7,13.4,80.6,77.7,2.9
30人以上,TL 調査産業計,令和３,2021,11月,19.1,161.3,145.3,16,13.4,82.2,79.3,2.9
30人以上,TL 調査産業計,令和３,2021,12月,18.8,159.1,143.3,15.8,13.3,82.2,79.3,2.9
30人以上,"C 鉱業,採石業,砂利採取業",平成28,2016,年平均,－,－,－,－,－,－,－,－
30人以上,"C 鉱業,採石業,砂利採取業",平成29,2017,年平均,－,－,－,－,－,－,－,－
30人以上,"C 鉱業,採石業,砂利採取業",平成30,2018,年平均,18.8,154.8,135.1,19.7,12.1,82.9,82.5,0.4
30人以上,"C 鉱業,採石業,砂利採取業",平成31・令和元,2019,年平均,18.6,154.8,136,18.8,17.8,129.2,129,0.2
30人以上,"C 鉱業,採石業,砂利採取業",令和２,2020,年平均,18.9,157.1,137.1,20,15.7,116.8,116.5,0.3
30人以上,"C 鉱業,採石業,砂利採取業",令和３,2021,年平均,18.7,159.2,136,23.2,13.8,93.4,92,1.4
30人以上,"C 鉱業,採石業,砂利採取業",令和３,2021,1月,16.8,146.5,126.5,20,14.5,105.6,104.7,0.9
30人以上,"C 鉱業,採石業,砂利採取業",令和３,2021,2月,17.1,146.6,123.9,22.7,11.4,75.9,74.2,1.7
30人以上,"C 鉱業,採石業,砂利採取業",令和３,2021,3月,21.1,180.5,152.8,27.7,13.7,91.7,90.7,1
30人以上,"C 鉱業,採石業,砂利採取業",令和３,2021,4月,19.6,165.6,141.7,23.9,16.2,109.9,106.6,3.3
30人以上,"C 鉱業,採石業,砂利採取業",令和３,2021,5月,17.1,146.4,123.6,22.8,13.7,91.9,89.3,2.6
30人以上,"C 鉱業,採石業,砂利採取業",令和３,2021,6月,20.9,177.6,153.2,24.4,16.5,102.4,101.5,0.9
30人以上,"C 鉱業,採石業,砂利採取業",令和３,2021,7月,19.1,164.2,138.9,25.3,12.1,82,82,－
30人以上,"C 鉱業,採石業,砂利採取業",令和３,2021,8月,18.7,158.6,136.4,22.2,13.7,90.1,90.1,－
30人以上,"C 鉱業,採石業,砂利採取業",令和３,2021,9月,18.2,156.6,132.9,23.7,15.6,102.9,102.5,0.4
30人以上,"C 鉱業,採石業,砂利採取業",令和３,2021,10月,19,158.8,137.1,21.7,10.9,75.9,75.1,0.8
30人以上,"C 鉱業,採石業,砂利採取業",令和３,2021,11月,18.5,155.9,133.5,22.4,14.8,96.7,96.7,－
30人以上,"C 鉱業,採石業,砂利採取業",令和３,2021,12月,18.2,152.2,131.3,20.9,13.8,93.5,92.1,1.4
30人以上,D 建設業,平成28,2016,年平均,20.4,178.7,158,20.7,14.8,101.7,97.4,4.3
30人以上,D 建設業,平成29,2017,年平均,20.3,180.4,156.6,23.8,15.1,99.8,96.5,3.3
30人以上,D 建設業,平成30,2018,年平均,20.6,182.8,156.7,26.1,10.3,63.6,62.2,1.4
30人以上,D 建設業,平成31・令和元,2019,年平均,19.8,173.3,147.4,25.9,12.3,83.2,79.4,3.8
30人以上,D 建設業,令和２,2020,年平均,19.3,168.3,146.7,21.6,14.5,105.4,97.5,7.9
30人以上,D 建設業,令和３,2021,年平均,19.3,169.2,146.8,22.4,15.5,111.3,104.1,7.2
30人以上,D 建設業,令和３,2021,1月,18.1,156.3,136.9,19.4,14,94.2,92.1,2.1
30人以上,D 建設業,令和３,2021,2月,18.5,163,140.1,22.9,15.1,113.8,103.4,10.4
30人以上,D 建設業,令和３,2021,3月,19.9,175.9,151.4,24.5,15.7,116.2,105.6,10.6
30人以上,D 建設業,令和３,2021,4月,20.8,183.9,159.5,24.4,16,117.6,107.7,9.9
30人以上,D 建設業,令和３,2021,5月,18.4,161.8,140.1,21.7,14.9,107.1,99.7,7.4
30人以上,D 建設業,令和３,2021,6月,19.9,173.9,152.4,21.5,16.8,119.9,113.3,6.6
30人以上,D 建設業,令和３,2021,7月,20.6,178.6,156.2,22.4,16.4,117.2,110.7,6.5
30人以上,D 建設業,令和３,2021,8月,18,158,136.8,21.2,15.1,108.5,102.3,6.2
30人以上,D 建設業,令和３,2021,9月,18.6,163.9,142.1,21.8,15.5,111.1,105,6.1
30人以上,D 建設業,令和３,2021,10月,19.5,171.8,148.5,23.3,14.9,105.8,99.4,6.4
30人以上,D 建設業,令和３,2021,11月,19.8,174.5,151.5,23,15.7,111.5,105,6.5
30人以上,D 建設業,令和３,2021,12月,19.2,168.4,145.7,22.7,15.3,109.6,102.5,7.1
30人以上,E 製造業,平成28,2016,年平均,18.9,159.6,146.4,13.2,15.7,107.6,103,4.6
30人以上,E 製造業,平成29,2017,年平均,19.1,160.8,147.4,13.4,15.4,105.2,101.5,3.7
30人以上,E 製造業,平成30,2018,年平均,19,162.5,147.3,15.2,16,113,107.9,5.1
30人以上,E 製造業,平成31・令和元,2019,年平均,18.6,157.9,143.5,14.4,17,124.3,117,7.3
30人以上,E 製造業,令和２,2020,年平均,18.6,156,143.9,12.1,16.6,121.4,109.7,11.7
30人以上,E 製造業,令和３,2021,年平均,18.7,158.7,145.1,13.6,15.7,111.9,102.2,9.7
30人以上,E 製造業,令和３,2021,1月,17.1,145.6,133,12.6,14.8,105.9,97.5,8.4
30人以上,E 製造業,令和３,2021,2月,17.9,152.4,139.5,12.9,15.9,111.2,103,8.2
30人以上,E 製造業,令和３,2021,3月,19.1,162.8,148.7,14.1,15,108.8,99.8,9
30人以上,E 製造業,令和３,2021,4月,20.1,171,157.2,13.8,16.2,119.4,107.3,12.1
30人以上,E 製造業,令和３,2021,5月,17.3,147.2,134.5,12.7,15.4,113.1,101.4,11.7
30人以上,E 製造業,令和３,2021,6月,19.7,164.9,151.7,13.2,17.1,123.4,111.7,11.7
30人以上,E 製造業,令和３,2021,7月,19.7,166.8,152.6,14.2,16.5,116.2,106.6,9.6
30人以上,E 製造業,令和３,2021,8月,16.9,144.9,132.5,12.4,14.8,108.3,97.3,11
30人以上,E 製造業,令和３,2021,9月,18.6,158.1,144.3,13.8,16,114.7,105.7,9
30人以上,E 製造業,令和３,2021,10月,19.1,161,146.7,14.3,15.7,112.2,100.8,11.4
30人以上,E 製造業,令和３,2021,11月,19.5,166.5,151.7,14.8,15.7,108.3,100.8,7.5
30人以上,E 製造業,令和３,2021,12月,19,162.6,148.1,14.5,14.8,102.3,94.9,7.4
30人以上,F 電気・ガス・熱供給・水道業,平成28,2016,年平均,18.6,165.2,146.7,18.5,14.9,127.4,126.6,0.8
30人以上,F 電気・ガス・熱供給・水道業,平成29,2017,年平均,18.7,163.2,148.8,14.4,15.9,138.4,136.2,2.2
30人以上,F 電気・ガス・熱供給・水道業,平成30,2018,年平均,18.5,159.4,143.2,16.2,15.9,104.2,103.3,0.9
30人以上,F 電気・ガス・熱供給・水道業,平成31・令和元,2019,年平均,18.1,155.1,136.2,18.9,14.9,96.6,95.9,0.7
30人以上,F 電気・ガス・熱供給・水道業,令和２,2020,年平均,18.6,157.6,139.8,17.8,14.5,102.2,100.3,1.9
30人以上,F 電気・ガス・熱供給・水道業,令和３,2021,年平均,18.9,159.7,143.3,16.4,14.7,105.8,105,0.8
30人以上,F 電気・ガス・熱供給・水道業,令和３,2021,1月,17.4,147.1,131.5,15.6,13.2,95.2,94.1,1.1
30人以上,F 電気・ガス・熱供給・水道業,令和３,2021,2月,17.5,148.7,133.3,15.4,12.7,89.7,89.2,0.5
30人以上,F 電気・ガス・熱供給・水道業,令和３,2021,3月,19.5,166.4,148,18.4,14.8,107.1,105.5,1.6
30人以上,F 電気・ガス・熱供給・水道業,令和３,2021,4月,20.3,171.9,154.6,17.3,15.8,115,114.4,0.6
30人以上,F 電気・ガス・熱供給・水道業,令和３,2021,5月,17.6,148.8,133.4,15.4,14.3,103.3,102.2,1.1
30人以上,F 電気・ガス・熱供給・水道業,令和３,2021,6月,20.5,172.8,156.2,16.6,16.6,119.9,119.2,0.7
30人以上,F 電気・ガス・熱供給・水道業,令和３,2021,7月,19.3,162.2,146,16.2,14.9,108.4,107.6,0.8
30人以上,F 電気・ガス・熱供給・水道業,令和３,2021,8月,19.2,160.6,145.3,15.3,15.3,110.6,109.5,1.1
30人以上,F 電気・ガス・熱供給・水道業,令和３,2021,9月,18.7,157.6,142.2,15.4,14.5,105.3,104.5,0.8
30人以上,F 電気・ガス・熱供給・水道業,令和３,2021,10月,19.4,165.2,147.2,18,15.2,108.4,108.1,0.3
30人以上,F 電気・ガス・熱供給・水道業,令和３,2021,11月,18.9,160.4,142.8,17.6,14.7,107.7,106.9,0.8
30人以上,F 電気・ガス・熱供給・水道業,令和３,2021,12月,18.7,156.6,140.8,15.8,15.1,109.2,108.4,0.8
30人以上,G 情報通信業,平成28,2016,年平均,18.9,164.3,144.4,19.9,12.8,83.2,80.6,2.6
30人以上,G 情報通信業,平成29,2017,年平均,19,163.5,145.6,17.9,13.2,85,82.9,2.1
30人以上,G 情報通信業,平成30,2018,年平均,18.9,159.9,144.6,15.3,12.6,83.5,80.9,2.6
30人以上,G 情報通信業,平成31・令和元,2019,年平均,18.7,160.2,142.8,17.4,12.6,82.6,80.2,2.4
30人以上,G 情報通信業,令和２,2020,年平均,18.8,160.8,143.9,16.9,12.7,83.8,81.6,2.2
30人以上,G 情報通信業,令和３,2021,年平均,18.9,162.4,145.1,17.3,13.1,87.7,84.9,2.8
30人以上,G 情報通信業,令和３,2021,1月,17.9,153.5,137.3,16.2,12.1,80.5,78.1,2.4
30人以上,G 情報通信業,令和３,2021,2月,17.5,150.7,133.7,17,12.2,81.7,79.1,2.6
30人以上,G 情報通信業,令和３,2021,3月,19.8,169.9,150.7,19.2,13.3,89.2,86.7,2.5
30人以上,G 情報通信業,令和３,2021,4月,20.3,174,155.8,18.2,13.7,90.4,87.5,2.9
30人以上,G 情報通信業,令和３,2021,5月,17.8,153.5,137.1,16.4,12.3,83.2,80.4,2.8
30人以上,G 情報通信業,令和３,2021,6月,19.8,170.3,152.7,17.6,13.8,93,89.6,3.4
30人以上,G 情報通信業,令和３,2021,7月,19.4,166.5,149,17.5,13.9,92.9,89.7,3.2
30人以上,G 情報通信業,令和３,2021,8月,18.4,158.2,141.9,16.3,12.3,83.3,80.4,2.9
30人以上,G 情報通信業,令和３,2021,9月,18.4,158.7,142,16.7,13.2,88.1,85.3,2.8
30人以上,G 情報通信業,令和３,2021,10月,19.4,167.1,149.4,17.7,14,93.8,90.8,3
30人以上,G 情報通信業,令和３,2021,11月,19,164.1,146.3,17.8,13.8,90.9,88.4,2.5
30人以上,G 情報通信業,令和３,2021,12月,18.9,162.5,145.5,17,12.9,86,83.4,2.6
30人以上,"H 運輸業,郵便業",平成28,2016,年平均,19.3,171.4,152,19.4,15.5,114.4,102.4,12
30人以上,"H 運輸業,郵便業",平成29,2017,年平均,19.6,169.5,151,18.5,16.3,122.5,109,13.5
30人以上,"H 運輸業,郵便業",平成30,2018,年平均,19.6,166.8,147.2,19.6,14.8,104.2,94.5,9.7
30人以上,"H 運輸業,郵便業",平成31・令和元,2019,年平均,19.2,168,145.1,22.9,13.9,102,93,9
30人以上,"H 運輸業,郵便業",令和２,2020,年平均,18.3,158.9,137.6,21.3,13.9,101.2,91.5,9.7
30人以上,"H 運輸業,郵便業",令和３,2021,年平均,18.2,159.1,138.5,20.6,14,97.1,89.4,7.7
30人以上,"H 運輸業,郵便業",令和３,2021,1月,16.9,147.4,128.4,19,13.1,91.4,84.3,7.1
30人以上,"H 運輸業,郵便業",令和３,2021,2月,16.5,143.8,124.7,19.1,12.7,87.4,80.1,7.3
30人以上,"H 運輸業,郵便業",令和３,2021,3月,17.5,153.6,133.6,20,13.5,93.4,85.6,7.8
30人以上,"H 運輸業,郵便業",令和３,2021,4月,18.4,165.3,143.7,21.6,14.4,102.4,94,8.4
30人以上,"H 運輸業,郵便業",令和３,2021,5月,17.6,151.4,132.3,19.1,12.8,89.6,82.2,7.4
30人以上,"H 運輸業,郵便業",令和３,2021,6月,18.9,163.1,142.9,20.2,14.5,99.1,91.3,7.8
30人以上,"H 運輸業,郵便業",令和３,2021,7月,19,164.6,144.2,20.4,15,103.3,95.6,7.7
30人以上,"H 運輸業,郵便業",令和３,2021,8月,18.1,157.4,137.8,19.6,12.7,89.2,82.6,6.6
30人以上,"H 運輸業,郵便業",令和３,2021,9月,18.2,159.4,137.8,21.6,14.6,97.1,89.5,7.6
30人以上,"H 運輸業,郵便業",令和３,2021,10月,18.9,165.5,144.9,20.6,14.6,100.7,93,7.7
30人以上,"H 運輸業,郵便業",令和３,2021,11月,19.3,169.8,147.3,22.5,15.2,106.6,98.5,8.1
30人以上,"H 運輸業,郵便業",令和３,2021,12月,19,168.3,144.6,23.7,15.2,107.4,97.8,9.6
30人以上,"I 卸売業,小売業",平成28,2016,年平均,19.4,158.1,146.9,11.2,16.1,98.9,95.6,3.3
30人以上,"I 卸売業,小売業",平成29,2017,年平均,19.4,160.5,149.8,10.7,15.8,98.1,95,3.1
30人以上,"I 卸売業,小売業",平成30,2018,年平均,19.3,158.9,148.3,10.6,16,97.6,94.6,3
30人以上,"I 卸売業,小売業",平成31・令和元,2019,年平均,18.7,154.7,143.5,11.2,15.5,97.8,93,4.8
30人以上,"I 卸売業,小売業",令和２,2020,年平均,18.6,152.9,142.5,10.4,14.9,94.1,89.6,4.5
30人以上,"I 卸売業,小売業",令和３,2021,年平均,18.8,155.9,143,12.9,14.7,89.5,86.9,2.6
30人以上,"I 卸売業,小売業",令和３,2021,1月,17.9,148.6,137,11.6,14.1,86.7,84.1,2.6
30人以上,"I 卸売業,小売業",令和３,2021,2月,17.9,148.1,135.9,12.2,13.8,84.6,82.4,2.2
30人以上,"I 卸売業,小売業",令和３,2021,3月,18.7,155.7,142.5,13.2,14.1,85.9,83.6,2.3
30人以上,"I 卸売業,小売業",令和３,2021,4月,20,165.5,151.6,13.9,15,92,89.3,2.7
30人以上,"I 卸売業,小売業",令和３,2021,5月,18.2,152,139.2,12.8,14.5,90.2,87.6,2.6
30人以上,"I 卸売業,小売業",令和３,2021,6月,19.1,157.9,145.3,12.6,15.1,92,89.3,2.7
30人以上,"I 卸売業,小売業",令和３,2021,7月,19.7,164.3,150.9,13.4,14.8,89.9,87.3,2.6
30人以上,"I 卸売業,小売業",令和３,2021,8月,18.1,150.3,137.8,12.5,14.5,87.8,85.4,2.4
30人以上,"I 卸売業,小売業",令和３,2021,9月,18.2,151.6,139.4,12.2,14.7,89.4,86.9,2.5
30人以上,"I 卸売業,小売業",令和３,2021,10月,19,158.1,144.8,13.3,14.9,90.9,88.1,2.8
30人以上,"I 卸売業,小売業",令和３,2021,11月,19.3,160.2,146.7,13.5,15.2,92.5,89.8,2.7
30人以上,"I 卸売業,小売業",令和３,2021,12月,19,157.9,144.7,13.2,15,92,89.2,2.8
30人以上,"J 金融業,保険業",平成28,2016,年平均,18.6,158.7,137.8,20.9,14.5,90.9,89.8,1.1
30人以上,"J 金融業,保険業",平成29,2017,年平均,18.8,158.6,138.5,20.1,14.9,94.8,93.9,0.9
30人以上,"J 金融業,保険業",平成30,2018,年平均,19,156.9,138.9,18,15.3,100,98.2,1.8
30人以上,"J 金融業,保険業",平成31・令和元,2019,年平均,18.4,151.4,132.8,18.6,15.6,97.9,95.2,2.7
30人以上,"J 金融業,保険業",令和２,2020,年平均,18.4,154,133.7,20.3,15.4,102.4,99.6,2.8
30人以上,"J 金融業,保険業",令和３,2021,年平均,18.6,156.5,136.7,19.8,15.6,100.1,97.6,2.5
30人以上,"J 金融業,保険業",令和３,2021,1月,17.6,150,130.5,19.5,14.3,95.8,93.9,1.9
30人以上,"J 金融業,保険業",令和３,2021,2月,16.5,140.3,121.9,18.4,13.7,91,89.1,1.9
30人以上,"J 金融業,保険業",令和３,2021,3月,19.8,166.7,145.6,21.1,16.1,103.6,101.4,2.2
30人以上,"J 金融業,保険業",令和３,2021,4月,20,169,147.3,21.7,16.5,104.8,101.9,2.9
30人以上,"J 金融業,保険業",令和３,2021,5月,17.3,147.1,127.6,19.5,15,96.3,93.7,2.6
30人以上,"J 金融業,保険業",令和３,2021,6月,19.5,163.4,143.5,19.9,16.5,105.5,102.8,2.7
30人以上,"J 金融業,保険業",令和３,2021,7月,19,159.1,139,20.1,15.7,100.5,98,2.5
30人以上,"J 金融業,保険業",令和３,2021,8月,18.2,152.2,134.3,17.9,15.6,101,98.7,2.3
30人以上,"J 金融業,保険業",令和３,2021,9月,18.3,153.2,134,19.2,15.5,98.8,96.3,2.5
30人以上,"J 金融業,保険業",令和３,2021,10月,19.2,161.2,141.2,20,16,102,99.1,2.9
30人以上,"J 金融業,保険業",令和３,2021,11月,18.6,156.6,136.1,20.5,15.7,99,96.1,2.9
30人以上,"J 金融業,保険業",令和３,2021,12月,19.1,160,140.1,19.9,16.1,102.8,99.8,3
30人以上,"K 不動産業,物品賃貸業",平成28,2016,年平均,19.5,163.5,147.6,15.9,15,84.7,80.9,3.8
30人以上,"K 不動産業,物品賃貸業",平成29,2017,年平均,19.5,163.5,148.6,14.9,15.4,85.1,83.1,2
30人以上,"K 不動産業,物品賃貸業",平成30,2018,年平均,19.2,162.7,146.2,16.5,15.1,79.1,78,1.1
30人以上,"K 不動産業,物品賃貸業",平成31・令和元,2019,年平均,18.9,159.9,143.1,16.8,15,79.3,77.2,2.1
30人以上,"K 不動産業,物品賃貸業",令和２,2020,年平均,18.8,157.3,142.5,14.8,14.6,75.6,73.2,2.4
30人以上,"K 不動産業,物品賃貸業",令和３,2021,年平均,19,161.4,144.1,17.3,14.6,82.5,79.7,2.8
30人以上,"K 不動産業,物品賃貸業",令和３,2021,1月,17.9,152.6,137.2,15.4,13.8,80.2,77.4,2.8
30人以上,"K 不動産業,物品賃貸業",令和３,2021,2月,17.9,152.1,136.2,15.9,14.4,81.3,79.2,2.1
30人以上,"K 不動産業,物品賃貸業",令和３,2021,3月,19.6,166.1,147.9,18.2,14.2,79.7,77.5,2.2
30人以上,"K 不動産業,物品賃貸業",令和３,2021,4月,20.5,174.5,154.9,19.6,14.8,85.2,82.3,2.9
30人以上,"K 不動産業,物品賃貸業",令和３,2021,5月,18.5,157.4,139.7,17.7,14,79.7,76.9,2.8
30人以上,"K 不動産業,物品賃貸業",令和３,2021,6月,19.6,164.9,148.2,16.7,15.1,84.8,81.9,2.9
30人以上,"K 不動産業,物品賃貸業",令和３,2021,7月,19.6,165.7,148.8,16.9,15,83.7,81.2,2.5
30人以上,"K 不動産業,物品賃貸業",令和３,2021,8月,18.4,155.6,139.7,15.9,14.4,81.4,78.4,3
30人以上,"K 不動産業,物品賃貸業",令和３,2021,9月,18.5,157.3,141,16.3,14.5,83.6,80.5,3.1
30人以上,"K 不動産業,物品賃貸業",令和３,2021,10月,19.4,164.8,146.1,18.7,14.8,82.4,79.3,3.1
