規模,産業,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
５人以上,調査産業計,16.2,17,15.2,129,140.7,113.3,118.7,127.6,106.7,10.3,13.1,6.6
５人以上,"鉱業,採石業,砂利採取業",16.8,16.7,17.1,145.9,147,141.9,126.2,127,123.2,19.7,20,18.7
５人以上,建設業,17.9,18.1,16.9,150.7,153.6,138.2,135.1,136.8,128,15.6,16.8,10.2
５人以上,製造業,16.7,17.1,15.9,137.4,143.1,125.2,127.3,132.2,116.8,10.1,10.9,8.4
５人以上,電気・ガス・熱供給・水道業,17.4,17.6,16.3,146.6,149.2,135.1,131.9,133.8,123.3,14.7,15.4,11.8
５人以上,情報通信業,17.6,17.9,17,150,154.1,140,134.7,137.8,127.2,15.3,16.3,12.8
５人以上,"運輸業,郵便業",16.6,17.7,13.5,140.6,153.3,104.2,123.9,133.3,97,16.7,20,7.2
５人以上,"卸売業,小売業",16.7,17.4,15.8,131.3,142.9,116.2,122.9,132.3,110.6,8.4,10.6,5.6
５人以上,"金融業,保険業",17.4,17.9,16.8,143.8,155,132.8,127.8,134.9,120.8,16,20.1,12
５人以上,"不動産業,物品賃貸業",17.4,17.9,16.5,143.7,149.9,132.6,130.7,135.2,122.7,13,14.7,9.9
５人以上,"学術研究,専門・技術サービス業",17,17.3,16.5,143.6,147.8,136.2,128.6,131.8,123.1,15,16,13.1
５人以上,"宿泊業,飲食サービス業",11.1,12.5,9.9,70.8,87.9,57,68.2,83.4,55.9,2.6,4.5,1.1
５人以上,"生活関連サービス業,娯楽業",14.7,15.2,14.4,111.6,122.1,104,104.9,113.2,98.9,6.7,8.9,5.1
５人以上,"教育,学習支援業",13.3,13.1,13.5,94.2,93.7,94.7,89.4,88.4,90.4,4.8,5.3,4.3
５人以上,"医療,福祉",15.9,16.2,15.7,120.6,128.6,117.6,115.2,121.7,112.7,5.4,6.9,4.9
５人以上,複合サービス事業,17.5,18.1,16.4,138.3,150.1,119.4,127.5,135.6,114.5,10.8,14.5,4.9
５人以上,サービス業（他に分類されないもの）,16.9,17.6,15.9,133.7,145.8,117,122.4,131,110.6,11.3,14.8,6.4
30人以上,調査産業計,16.7,17.2,15.8,135.1,144.4,121,123,129.9,112.6,12.1,14.5,8.4
30人以上,"鉱業,採石業,砂利採取業",16.8,16.7,17.1,145.9,147,141.9,126.2,127,123.2,19.7,20,18.7
30人以上,建設業,18,18.2,17,155.5,157.7,145.1,136.3,137.1,132.5,19.2,20.6,12.6
30人以上,製造業,16.8,17.1,16,140.5,146,128.4,128.4,133.1,118.2,12.1,12.9,10.2
30人以上,電気・ガス・熱供給・水道業,17.3,17.5,16.5,145.8,148,134.6,130.5,132.1,122.7,15.3,15.9,11.9
30人以上,情報通信業,17.7,18,17,150.8,154.7,141,135.1,138.1,127.6,15.7,16.6,13.4
30人以上,"運輸業,郵便業",16.3,17.5,13,139,152.3,100.2,121.8,131.6,93.2,17.2,20.7,7
30人以上,"卸売業,小売業",17.3,17.8,16.5,138,146.9,124.5,128,135.1,117.2,10,11.8,7.3
30人以上,"金融業,保険業",17.4,17.9,16.8,146.8,156.5,136,128.3,134.6,121.3,18.5,21.9,14.7
30人以上,"不動産業,物品賃貸業",17.3,17.7,16.6,143,148,134.2,129.3,132.8,123,13.7,15.2,11.2
30人以上,"学術研究,専門・技術サービス業",17.2,17.5,16.6,147.2,151.1,140,130.2,133.1,124.7,17,18,15.3
30人以上,"宿泊業,飲食サービス業",11.4,12.6,10.3,77.4,91.3,64.5,74.7,87.3,63,2.7,4,1.5
30人以上,"生活関連サービス業,娯楽業",14.7,15.7,13.9,110.9,127.9,96.1,103.1,116.9,91.1,7.8,11,5
30人以上,"教育,学習支援業",13.2,13,13.6,95.4,94.1,97.1,90.3,88.9,92,5.1,5.2,5.1
30人以上,"医療,福祉",16.6,16.7,16.6,129.2,133.5,127,122.2,125.5,120.6,7,8,6.4
30人以上,複合サービス事業,18,18.4,16.9,143.4,153.8,115.3,128.3,135.9,107.6,15.1,17.9,7.7
30人以上,サービス業（他に分類されないもの）,17,17.7,16,132.8,145.6,116.9,122,131.3,110.4,10.8,14.3,6.5
,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和３年１月分,,,,,,,,,,,,,
第２表  規模、産業、性別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,,,,,
