"年月[西暦]","調査項目","設問","政策目標","調査回答者の属性種別","調査回答者の属性","調査数[人]","強くそう思う[人]","どちらかといえばそう思う[人]","あまりそう思わない[人]","全くそう思わない[人]","無回答[人]"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(12)地域における交流の機会が充実している","全体",,"658","38","215","314","72","19"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(12)地域における交流の機会が充実している","性・年代別","男性（計）","248","15","81","123","25","4"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(12)地域における交流の機会が充実している","性・年代別","男性 18～29歳","23","1","8","10","4","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(12)地域における交流の機会が充実している","性・年代別","男性 30～39歳","35","5","14","14","2","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(12)地域における交流の機会が充実している","性・年代別","男性 40～49歳","41","5","11","20","5","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(12)地域における交流の機会が充実している","性・年代別","男性 50～59歳","49","1","19","24","5","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(12)地域における交流の機会が充実している","性・年代別","男性 60～69歳","39","0","11","21","7","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(12)地域における交流の機会が充実している","性・年代別","男性 70歳以上","60","3","18","33","2","4"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(12)地域における交流の機会が充実している","性・年代別","男性 無回答","1","0","0","1","0","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(12)地域における交流の機会が充実している","性・年代別","女性（計）","400","23","132","185","46","14"
