"年月[西暦]","調査項目","設問","取組内容","選択肢","回答数[人]","構成比[%]"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","地球温暖化対策","十分","5","1.2"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","地球温暖化対策","まあ十分","51","11.9"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","地球温暖化対策","やや不十分","118","27.4"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","地球温暖化対策","不十分","105","24.4"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","地球温暖化対策","わからない","142","33.0"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","地球温暖化対策","無回答","9","2.1"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","ごみ・リサイクル","十分","32","7.4"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","ごみ・リサイクル","まあ十分","198","46.0"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","ごみ・リサイクル","やや不十分","102","23.7"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","ごみ・リサイクル","不十分","47","10.9"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","ごみ・リサイクル","わからない","43","10.0"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","ごみ・リサイクル","無回答","8","1.9"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","環境保全・公害対策","十分","9","2.1"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","環境保全・公害対策","まあ十分","104","24.2"
