全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,名称_英字,名称_通称,POIコード,外部識別子,外部識別子の値,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能時間特記事項,説明,車椅子可,車椅子貸出,ツエ貸出,バリアフリートイレ,スロープ、エレベータ、エスカレータ,点字ブロック等の移動支援,点字や読上による支援,盲導犬・介助犬、聴導犬同伴,字幕,筆談対応,優先駐車場,オストメイト対応トイレ,授乳室,おむつ替えコーナー,飲食可否,ベビーカー貸出,ベビーカー利用,URL,画像,画像_ライセンス,備考,絵本,雑誌,点字本,視聴覚資料,外国語の本,新聞(全国紙),新聞(地方紙),新聞(その他),地元出身の作家の本コーナー,インターネットを使える端末,インターネットでの蔵書検索,プリンター,フリーWi-Fi,飲食物を購入できる場所,おはなし会,映画会,講座等,閲覧できる場所,映像が見れる場所,自習室,ソファー,キッズスペース,飲み物,食べ物,私語,自習,パソコン作業
131202,1,東京都練馬区,光が丘図書館,,,,,,,,,東京都練馬区光が丘4-1-5,,,,,,,,,,(03)5383-6500,,,,,1790072,,,,,,,,,,,,,,,,,,,,,,,,,https://www.lib.nerima.tokyo.jp/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131202,2,東京都練馬区,稲荷山図書館,,,,,,,,,東京都練馬区大泉町1-3-18,,,,,,,,,,(03)3921-4641,,,,,1780062,,,,,,,,,,,,,,,,,,,,,,,,,https://www.lib.nerima.tokyo.jp/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131202,3,東京都練馬区,大泉図書館,,,,,,,,,東京都練馬区大泉学園町2-21-17,,,,,,,,,,(03)3921-0991,,,,,1780061,,,,,,,,,,,,,,,,,,,,,,,,,https://www.lib.nerima.tokyo.jp/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131202,4,東京都練馬区,小竹図書館,,,,,,,,,東京都練馬区小竹町2-43-1,,,,,,,,,,(03)5995-1121,,,,,1760004,,,,,,,,,,,,,,,,,,,,,,,,,https://www.lib.nerima.tokyo.jp/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131202,5,東京都練馬区,春日町図書館,,,,,,,,,東京都練馬区春日町5-31-2-201,,,,,,,,,,(03)5241-1311,,,,,1790074,,,,,,,,,,,,,,,,,,,,,,,,,https://www.lib.nerima.tokyo.jp/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131202,6,東京都練馬区,石神井図書館,,,,,,,,,東京都練馬区石神井台1-16-31,,,,,,,,,,(03)3995-2230,,,,,1770045,,,,,,,,,,,,,,,,,,,,,,,,,https://www.lib.nerima.tokyo.jp/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131202,7,東京都練馬区,関町図書館,,,,,,,,,東京都練馬区関町南3-11-2,,,,,,,,,,(03)3929-5391,,,,,1770053,,,,,,,,,,,,,,,,,,,,,,,,,https://www.lib.nerima.tokyo.jp/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131202,8,東京都練馬区,貫井図書館,,,,,,,,,東京都練馬区貫井1-36-16,,,,,,,,,,(03)3577-1831,,,,,1760021,,,,,,,,,,,,,,,,,,,,,,,,,https://www.lib.nerima.tokyo.jp/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131202,9,東京都練馬区,練馬図書館,,,,,,,,,東京都練馬区豊玉北6-8-1,,,,,,,,,,(03)3992-1580,,,,,1760012,,,,,,,,,,,,,,,,,,,,,,,,,https://www.lib.nerima.tokyo.jp/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131202,10,東京都練馬区,平和台図書館,,,,,,,,,東京都練馬区平和台1-36-17,,,,,,,,,,(03)3931-9581,,,,,1790083,,,,,,,,,,,,,,,,,,,,,,,,,https://www.lib.nerima.tokyo.jp/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131202,11,東京都練馬区,南大泉図書館,,,,,,,,,東京都練馬区南大泉1-44-7,,,,,,,,,,(03)5387-3600,,,,,1780064,,,,,,,,,,,,,,,,,,,,,,,,,https://www.lib.nerima.tokyo.jp/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131202,12,東京都練馬区,南大泉図書館分室,,,,,,,,,東京都練馬区南大泉3-17-20,,,,,,,,,,(03)3925-4151,,,,,1780064,,,,,,,,,,,,,,,,,,,,,,,,,https://www.lib.nerima.tokyo.jp/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131202,13,東京都練馬区,南田中図書館,,,,,,,,,東京都練馬区南田中5-15-22,,,,,,,,,,(03)5393-2411,,,,,1770035,,,,,,,,,,,,,,,,,,,,,,,,,https://www.lib.nerima.tokyo.jp/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
