全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,名称_英字,名称_通称,POIコード,外部識別子,外部識別子の値,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能時間特記事項,説明,車椅子可,車椅子貸出,ツエ貸出,バリアフリートイレ,スロープ、エレベータ、エスカレータ,点字ブロック等の移動支援,点字や読上による支援,盲導犬・介助犬、聴導犬同伴,字幕,筆談対応,優先駐車場,オストメイト対応トイレ,授乳室,おむつ替えコーナー,飲食可否,ベビーカー貸出,ベビーカー利用,URL,画像,画像_ライセンス,備考,フリーWi-Fi,更衣室,シャワー室,飲食物を購入できる場所,トレーニング室+BC:BCAXE:BI,陸上競技,水泳,サッカー,スキー,テニス,ボート,ホッケー,ボクシング,バレーボール,体操,バスケットボール,スケート,レスリング,セーリング,ウエイトリフティング,ハンドボール,自転車競技,ソフトテニス,卓球,軟式野球,相撲,馬術,フェンシング,柔道,ソフトボール,バドミントン,弓道,ライフル射撃,剣道,近代五種,ラグビーフットボール,山岳・スポーツクライミング,カヌー,アーチェリー,空手道,アイスホッケー,銃剣道,クレー射撃,なぎなた,ボウリング,"ボブスレー・リュージュ・スケル,トン",野球,綱引,少林寺拳法,ゲートボール,武術太極拳,ゴルフ,カーリング,パワーリフティング,オリエンテーリング,グラウンド・ゴルフ,トライアスロン,バウンドテニス,エアロビック,バイアスロン,スポーツチャンバラ,ドッジボール,チアリーディング,ペタンク・ブール,ダンススポーツ,拳法競技
131202,1,東京都練馬区,桜台体育館,,,,,,,,,東京都練馬区桜台3-28-1,,,,,,,,,,(03)3992-9612,,,,,1760002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,有,無,無,無,無,有,無,有,無,無,有,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
131202,2,東京都練馬区,中村南スポーツ交流センター,,,,,,,,,東京都練馬区中村南1-2-32,,,,,,,,,,(03)3970-9651,,,,,1760025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,有,無,無,無,無,無,無,有,有,有,無,無,無,無,無,無,無,有,無,無,無,無,有,無,有,無,無,有,無,無,無,無,無,有,無,有,無,有,無,"無",無,無,有,無,有,無,無,無,無,無,無,無,有,無,有,無,有,無,有,有
131202,3,東京都練馬区,総合体育館,,,,,,,,,東京都練馬区谷原1-7-5,,,,,,,,,,(03)3995-2805,,,,,1770032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,無,無,無,無,無,無,有,無,有,有,無,無,有,無,無,無,有,無,無,無,無,有,無,有,有,有,有,無,無,無,無,有,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無
131202,4,東京都練馬区,上石神井体育館,,,,,,,,,東京都練馬区上石神井1-32-37,,,,,,,,,,(03)5991-6601,,,,,1770044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,無,無,無,無,無,無,有,有,有,無,無,無,無,無,無,無,有,無,無,無,無,有,無,有,無,無,有,無,無,無,無,無,有,無,有,無,有,無,"無",無,無,有,無,有,無,無,無,無,無,無,無,有,無,有,無,有,無,有,有
131202,5,東京都練馬区,大泉学園町体育館,,,,,,,,,東京都練馬区大泉学園町5-14-24,,,,,,,,,,(03)5905-1161,,,,,1780061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,無,無,無,無,無,無,有,有,有,無,無,無,無,無,無,無,有,無,無,無,無,有,無,有,無,無,有,無,無,無,無,無,有,無,有,無,有,無,"無",無,無,有,無,有,無,無,無,無,無,無,無,有,無,有,無,有,無,有,有
131202,6,東京都練馬区,光が丘体育館,,,,,,,,,東京都練馬区光が丘4-1-4,,,,,,,,,,(03)5383-6611,,,,,1790072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,無,無,無,無,無,無,有,無,有,無,無,無,無,無,無,無,有,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
131202,7,東京都練馬区,平和台体育館,,,,,,,,,東京都練馬区平和台2-12-5,,,,,,,,,,(03)5920-3411,,,,,1790083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,無,無,無,無,無,無,有,有,有,無,無,無,無,無,無,無,有,無,無,無,無,有,無,有,無,無,有,無,無,無,無,無,有,無,有,無,有,無,"無",無,無,有,無,有,無,無,無,無,無,無,無,有,無,有,無,有,無,有,有
131202,8,東京都練馬区,中村南スポーツ交流センター　プール,,,,,,,,,東京都練馬区中村南1-2-32,,,,,,,,,,(03)3970-9651,,,,,1760025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
131202,9,東京都練馬区,三原台温水プール,,,,,,,,,東京都練馬区三原台2-11-29,,,,,,,,,,(03)3924-8861,,,,,1770031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
131202,10,東京都練馬区,石神井プール,,,,,,,,,東京都練馬区石神井町5-12-16,,,,,,,,,,(03)3997-6131,,,,,1770041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
131202,11,東京都練馬区,上石神井体育館温水プール,,,,,,,,,東京都練馬区上石神井1-32-37,,,,,,,,,,(03)5991-6601,,,,,1770044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
131202,12,東京都練馬区,大泉学園町体育館温水プール,,,,,,,,,東京都練馬区大泉学園町5-14-24,,,,,,,,,,(03)5905-1161,,,,,1780061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
131202,13,東京都練馬区,光が丘体育館温水プール,,,,,,,,,東京都練馬区光が丘4-1-4,,,,,,,,,,(03)5383-6611,,,,,1790072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
131202,14,東京都練馬区,平和台体育館温水プール,,,,,,,,,東京都練馬区平和台2-12-5,,,,,,,,,,(03)5920-3411,,,,,1790083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
131202,15,東京都練馬区,練馬総合運動場,,,,,,,,,東京都練馬区練馬2-29-10,,,,,,,,,,(03)3994-3086,,,,,1760001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,有,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,"無",無,無,無,有,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無
131202,16,東京都練馬区,豊玉中公園庭球場,,,,,,,,,東京都練馬区豊玉中4-1-17,,,,,,,,,,(03)3991-3461,,,,,1760013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
131202,17,東京都練馬区,学田公園野球場,,,,,,,,,東京都練馬区豊玉南3-32-27,,,,,,,,,,(03)3992-2070,,,,,1760014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無
131202,18,東京都練馬区,東台野球場,,,,,,,,,東京都練馬区石神井町1-11-32,,,,,,,,,,(03)3996-3519,,,,,1770041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無
