"全国地方公共団体コード","ID","地方公共団体名","名称","名称_カナ","名称_通称","名称_英語","文化財分類","種類","場所名称","所在地_全国地方公共団体コード","町字ID","所在地_連結表記","所在地_都道府県","所在地_市区町村","所在地_町字","所在地_番地以下","建物名等(方書)","緯度","経度","高度の種別","高度の値","電話番号","内線番号","連絡先メールアドレス","連絡先FormURL","連絡先備考（その他、SNSなど）","郵便番号","員数（数）","員数（単位）","法人番号","所有者等","文化財指定日","利用可能曜日","開始時間","終了時間","利用可能日時特記事項","画像","画像_ライセンス","概要","概要_英語","説明","説明_英語","URL","備考"
"131032","BB0000000004","東京都港区","明治学院記念館",,,,"有形文化財","建造物",,"131032",,"東京都港区白金台一丁目2番37号","東京都","港区","白金台一丁目","2番37号",,"35.6376977","139.7310961",,,,,,,,,"1","棟",,"学校法人明治学院","1979/10/23",,,,,,,,,,,"https://www.minato-rekishi.com/museum/2009/10/70.html","指定 1979/10/23"
"131032","BB0000000018","東京都港区","五百羅漢図(絹本着色)",,,,"有形文化財","絵画",,"131032",,"東京都港区芝公園四丁目7番35号","東京都","港区","芝公園四丁目","7番35号",,"35.6574569","139.748219",,,,,,,,,"100","幅",,"宗教法人増上寺","1979/10/23",,,,,,,,,,,"https://www.minato-rekishi.com/museum/2009/10/9.html","指定 1979/10/23"
"131032","BB0000000056","東京都港区","毘沙門天像(木造)",,,,"有形文化財","彫刻",,"131032",,"東京都港区南麻布四丁目2番35号","東京都","港区","南麻布四丁目","2番35号",,"35.6480629","139.723577",,,,,,,,,"1","躯",,"宗教法人天現寺","1979/10/23",,,,,,,,,,,"https://www.minato-rekishi.com/museum/2009/10/90.html","指定 1979/10/23"
"131032","BB0000000078","東京都港区","松平不昧・月潭書状",,,,"有形文化財","古文書",,"131032",,"東京都港区南麻布三丁目1番15号","東京都","港区","南麻布三丁目","1番15号",,"35.6517071","139.729132",,,,,,,,,"34","通",,"宗教法人天真寺","1979/10/23",,,,,,,,,,,"https://www.minato-rekishi.com/museum/2009/10/132.html","指定 1979/10/23"
"131032","BB0000000002","東京都港区","増上寺旧方丈門(黒門)",,,,"有形文化財","建造物",,"131032",,"東京都港区芝公園四丁目7番35号","東京都","港区","芝公園四丁目","7番35号",,"35.6574569","139.748219",,,,,,,,,"1","棟",,"宗教法人増上寺","1980/11/15",,,,,,,,,,,"https://www.minato-rekishi.com/museum/2009/10/6.html","指定 1980/11/15"
"131032","BB0000000114","東京都港区","広尾の庚申塔",,,,"有形文化財","歴史資料",,"131032",,"東京都港区南麻布四丁目5番61号","東京都","港区","南麻布四丁目","5番61号",,"35.6504293","139.7236242",,,,,,,,,"3基付水鉢",,,"宗教法人広尾稲荷神社","1980/11/15",,,,,,,,,,,"https://www.minato-rekishi.com/museum/2009/10/92.html","指定 1980/11/15"
"131032","BB0000000172","東京都港区","普光観智国師墓",,,,"史跡",,,"131032",,"東京都港区芝公園三丁目1番13号","東京都","港区","芝公園三丁目","1番13号",,"35.6603705","139.7486355",,,,,,,,,,,,"宗教法人安蓮社 増上寺","1980/11/15",,,,,,,,,,,"https://www.minato-rekishi.com/museum/2009/10/15.html","指定 1980/11/15"
"131032","BB0000000189","東京都港区","増上寺のカヤ",,,,"天然記念物",,,"131032",,"東京都港区芝公園四丁目7番35号","東京都","港区","芝公園四丁目","7番35号",,"35.6574569","139.748219",,,,,,,,,,,,"宗教法人増上寺","1980/11/15",,,,,,,,,,,"https://www.minato-rekishi.com/museum/2009/10/17.html","指定 1980/11/15"
"131032","BB0000000023","東京都港区","長沢芦雪筆人物図",,,,"有形文化財","絵画",,"131032",,"東京都港区芝大門一丁目12番7号","東京都","港区","芝大門一丁目","12番7号",,"35.6575987","139.7529963",,,,,,,,,"二曲一隻",,,"宗教法人芝大神宮","1981/10/24",,,,,,,,,,,"https://www.minato-rekishi.com/museum/2009/10/25.html","指定 1981/10/24"
"131032","BB0000000072","東京都港区","足利直義御教書",,,,"有形文化財","古文書",,"131032",,"東京都港区芝大門一丁目12番7号","東京都","港区","芝大門一丁目","12番7号",,"35.6575987","139.7529963",,,,,,,,,"1","通",,"宗教法人芝大神宮","1981/10/24",,,,,,,,,,,"https://www.minato-rekishi.com/museum/2009/10/27.html","指定 1981/10/24"
