全国地方公共団体コード,ID,地方公共団体名,年,月,戸籍謄抄本等,住民票の写し,印鑑証明,婚姻,離婚,出生,死亡,転入,転出,備考
132276,1,東京都羽村市,2022,04,737,2580,1132,19,3,24,34,278,166,
132276,2,東京都羽村市,2022,05,849,2383,1221,15,7,32,39,293,183,
132276,3,東京都羽村市,2022,06,778,2441,1232,11,7,16,31,162,174,
132276,4,東京都羽村市,2022,07,724,2314,1140,10,4,20,47,202,164,
132276,5,東京都羽村市,2022,08,781,2251,1219,17,8,29,60,162,151,
132276,6,東京都羽村市,2022,09,758,2100,1196,8,6,29,40,154,175,
132276,7,東京都羽村市,2022,10,774,2212,1147,19,9,30,47,197,183,
132276,8,東京都羽村市,2022,11,780,2033,980,24,5,26,46,161,132,
132276,9,東京都羽村市,2022,12,729,2054,1015,19,7,22,55,174,165,
132276,10,東京都羽村市,2023,01,813,2265,1205,11,4,22,67,134,123,
132276,11,東京都羽村市,2023,02,914,2360,1291,15,9,20,54,167,166,
132276,12,東京都羽村市,2023,03,840,2900,1315,13,13,21,40,315,356,
