"年月[西暦]","調査項目","設問","選択肢","件数[人]","(全体)[%]","(除不)[%]"
"202003","行政支援、団体支援について","Q33. 現在、あなたが生活の中で困っていることは何ですか。（あてはまるものすべてに○）","生活費など経済的なこと","308","22.1","23.6"
"202003","行政支援、団体支援について","Q33. 現在、あなたが生活の中で困っていることは何ですか。（あてはまるものすべてに○）","住まいのこと","185","13.3","14.2"
"202003","行政支援、団体支援について","Q33. 現在、あなたが生活の中で困っていることは何ですか。（あてはまるものすべてに○）","仕事のこと","159","11.4","12.2"
"202003","行政支援、団体支援について","Q33. 現在、あなたが生活の中で困っていることは何ですか。（あてはまるものすべてに○）","日中の活動の場のこと","53","3.8","4.1"
"202003","行政支援、団体支援について","Q33. 現在、あなたが生活の中で困っていることは何ですか。（あてはまるものすべてに○）","気軽に相談できる相手がいないこと","115","8.2","8.8"
"202003","行政支援、団体支援について","Q33. 現在、あなたが生活の中で困っていることは何ですか。（あてはまるものすべてに○）","日常生活にアドバイスしてくれる人がいないこと","51","3.7","3.9"
"202003","行政支援、団体支援について","Q33. 現在、あなたが生活の中で困っていることは何ですか。（あてはまるものすべてに○）","家族との人間関係","51","3.7","3.9"
"202003","行政支援、団体支援について","Q33. 現在、あなたが生活の中で困っていることは何ですか。（あてはまるものすべてに○）","家族以外の人との人間関係","53","3.8","4.1"
"202003","行政支援、団体支援について","Q33. 現在、あなたが生活の中で困っていることは何ですか。（あてはまるものすべてに○）","食事、掃除、入浴、洗濯などのこと","125","9.0","9.6"
"202003","行政支援、団体支援について","Q33. 現在、あなたが生活の中で困っていることは何ですか。（あてはまるものすべてに○）","外出や交通機関の利用のこと","173","12.4","13.2"
"202003","行政支援、団体支援について","Q33. 現在、あなたが生活の中で困っていることは何ですか。（あてはまるものすべてに○）","学校のこと","3","0.2","0.2"
"202003","行政支援、団体支援について","Q33. 現在、あなたが生活の中で困っていることは何ですか。（あてはまるものすべてに○）","趣味、生きがいのこと","124","8.9","9.5"
"202003","行政支援、団体支援について","Q33. 現在、あなたが生活の中で困っていることは何ですか。（あてはまるものすべてに○）","健康や体調管理のこと","311","22.3","23.8"
"202003","行政支援、団体支援について","Q33. 現在、あなたが生活の中で困っていることは何ですか。（あてはまるものすべてに○）","医療機関や医療関係者のこと","104","7.5","8.0"
"202003","行政支援、団体支援について","Q33. 現在、あなたが生活の中で困っていることは何ですか。（あてはまるものすべてに○）","その他","52","3.7","4.0"
"202003","行政支援、団体支援について","Q33. 現在、あなたが生活の中で困っていることは何ですか。（あてはまるものすべてに○）","困っていることはない","494","35.4","37.8"
"202003","行政支援、団体支援について","Q33. 現在、あなたが生活の中で困っていることは何ですか。（あてはまるものすべてに○）","無回答","87","6.2",

"港区保健福祉基礎調査（身体障害者）・単純集計表・行政支援団体支援についてQ33","Ver202003",,,,,
