"年月[西暦]","調査項目","設問","政策目標","調査回答者の属性種別","調査回答者の属性","調査数[人]","強くそう思う[人]","どちらかといえばそう思う[人]","あまりそう思わない[人]","全くそう思わない[人]","無回答[人]"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(25)区の政策や事業の検討に参加する機会が充実している","全体",,"658","31","204","325","65","33"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(25)区の政策や事業の検討に参加する機会が充実している","性・年代別","男性（計）","248","14","79","116","27","12"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(25)区の政策や事業の検討に参加する機会が充実している","性・年代別","男性 18～29歳","23","3","9","9","1","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(25)区の政策や事業の検討に参加する機会が充実している","性・年代別","男性 30～39歳","35","3","16","12","2","2"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(25)区の政策や事業の検討に参加する機会が充実している","性・年代別","男性 40～49歳","41","2","16","18","5","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(25)区の政策や事業の検討に参加する機会が充実している","性・年代別","男性 50～59歳","49","3","14","23","6","3"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(25)区の政策や事業の検討に参加する機会が充実している","性・年代別","男性 60～69歳","39","1","7","25","6","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(25)区の政策や事業の検討に参加する機会が充実している","性・年代別","男性 70歳以上","60","2","17","28","7","6"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(25)区の政策や事業の検討に参加する機会が充実している","性・年代別","男性 無回答","1","0","0","1","0","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(25)区の政策や事業の検討に参加する機会が充実している","性・年代別","女性（計）","400","17","122","206","35","20"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(25)区の政策や事業の検討に参加する機会が充実している","性・年代別","女性 18～29歳","28","3","8","13","3","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(25)区の政策や事業の検討に参加する機会が充実している","性・年代別","女性 30～39歳","65","1","22","34","7","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(25)区の政策や事業の検討に参加する機会が充実している","性・年代別","女性 40～49歳","95","6","41","38","8","2"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(25)区の政策や事業の検討に参加する機会が充実している","性・年代別","女性 50～59歳","82","2","22","49","7","2"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(25)区の政策や事業の検討に参加する機会が充実している","性・年代別","女性 60～69歳","55","1","15","32","2","5"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(25)区の政策や事業の検討に参加する機会が充実している","性・年代別","女性 70歳以上","75","4","14","40","8","9"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(25)区の政策や事業の検討に参加する機会が充実している","性・年代別","女性 無回答","0","0","0","0","0","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(25)区の政策や事業の検討に参加する機会が充実している","性・年代別","無回答","10","0","3","3","3","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(25)区の政策や事業の検討に参加する機会が充実している","職業別","自営業主・家族従業","92","3","15","53","14","7"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(25)区の政策や事業の検討に参加する機会が充実している","職業別","会社員・団体職員・公務員","280","14","95","134","27","10"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(25)区の政策や事業の検討に参加する機会が充実している","職業別","アルバイト・パートタイマー","58","2","22","29","3","2"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(25)区の政策や事業の検討に参加する機会が充実している","職業別","家事専業","94","4","28","51","6","5"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(25)区の政策や事業の検討に参加する機会が充実している","職業別","学生","20","3","5","8","3","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(25)区の政策や事業の検討に参加する機会が充実している","職業別","無職","83","3","25","39","10","6"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(25)区の政策や事業の検討に参加する機会が充実している","職業別","その他","26","2","13","10","1","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(25)区の政策や事業の検討に参加する機会が充実している","職業別","無回答","5","0","1","1","1","2"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(25)区の政策や事業の検討に参加する機会が充実している","居住地区別","芝地区","107","5","34","58","6","4"
