"年月[西暦]","調査項目","設問","政策目標","調査回答者の属性種別","調査回答者の属性","調査数[人]","強くそう思う[人]","どちらかといえばそう思う[人]","あまりそう思わない[人]","全くそう思わない[人]","無回答[人]"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(7)治安が良く、安心して暮らすことができる","全体",,"658","173","388","72","11","14"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(7)治安が良く、安心して暮らすことができる","性・年代別","男性（計）","248","79","137","24","6","2"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(7)治安が良く、安心して暮らすことができる","性・年代別","男性 18～29歳","23","12","9","1","1","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(7)治安が良く、安心して暮らすことができる","性・年代別","男性 30～39歳","35","15","15","4","1","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(7)治安が良く、安心して暮らすことができる","性・年代別","男性 40～49歳","41","15","20","4","2","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(7)治安が良く、安心して暮らすことができる","性・年代別","男性 50～59歳","49","18","26","4","1","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(7)治安が良く、安心して暮らすことができる","性・年代別","男性 60～69歳","39","8","26","4","1","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(7)治安が良く、安心して暮らすことができる","性・年代別","男性 70歳以上","60","10","41","7","0","2"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(7)治安が良く、安心して暮らすことができる","性・年代別","男性 無回答","1","1","0","0","0","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(7)治安が良く、安心して暮らすことができる","性・年代別","女性（計）","400","91","245","48","5","11"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(7)治安が良く、安心して暮らすことができる","性・年代別","女性 18～29歳","28","8","16","4","0","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(7)治安が良く、安心して暮らすことができる","性・年代別","女性 30～39歳","65","20","35","8","1","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(7)治安が良く、安心して暮らすことができる","性・年代別","女性 40～49歳","95","32","51","11","0","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(7)治安が良く、安心して暮らすことができる","性・年代別","女性 50～59歳","82","14","61","6","1","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(7)治安が良く、安心して暮らすことができる","性・年代別","女性 60～69歳","55","9","33","9","2","2"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(7)治安が良く、安心して暮らすことができる","性・年代別","女性 70歳以上","75","8","49","10","1","7"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(7)治安が良く、安心して暮らすことができる","性・年代別","女性 無回答","0","0","0","0","0","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(7)治安が良く、安心して暮らすことができる","性・年代別","無回答","10","3","6","0","0","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(7)治安が良く、安心して暮らすことができる","職業別","自営業主・家族従業","92","22","52","13","2","3"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(7)治安が良く、安心して暮らすことができる","職業別","会社員・団体職員・公務員","280","92","156","22","6","4"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(7)治安が良く、安心して暮らすことができる","職業別","アルバイト・パートタイマー","58","8","40","7","2","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(7)治安が良く、安心して暮らすことができる","職業別","家事専業","94","19","59","14","0","2"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(7)治安が良く、安心して暮らすことができる","職業別","学生","20","10","8","2","0","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(7)治安が良く、安心して暮らすことができる","職業別","無職","83","16","53","11","1","2"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(7)治安が良く、安心して暮らすことができる","職業別","その他","26","6","18","2","0","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(7)治安が良く、安心して暮らすことができる","職業別","無回答","5","0","2","1","0","2"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(7)治安が良く、安心して暮らすことができる","居住地区別","芝地区","107","24","63","15","2","3"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(7)治安が良く、安心して暮らすことができる","居住地区別","麻布地区","140","42","73","18","4","3"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(7)治安が良く、安心して暮らすことができる","居住地区別","赤坂地区","88","14","63","8","2","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(7)治安が良く、安心して暮らすことができる","居住地区別","高輪地区","155","44","93","14","1","3"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(7)治安が良く、安心して暮らすことができる","居住地区別","芝浦港南地区","164","48","94","17","2","3"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(7)治安が良く、安心して暮らすことができる","居住地区別","無回答","4","1","2","0","0","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(7)治安が良く、安心して暮らすことができる","住居形態別","持家（一戸建）","95","21","57","9","4","4"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(7)治安が良く、安心して暮らすことができる","住居形態別","持家（マンション）","302","73","194","29","4","2"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(7)治安が良く、安心して暮らすことができる","住居形態別","借家（一戸建）","7","3","3","0","1","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(7)治安が良く、安心して暮らすことができる","住居形態別","民間の賃貸マンション・アパート","171","56","89","22","0","4"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(7)治安が良く、安心して暮らすことができる","住居形態別","都営住宅・区営住宅・区立住宅","28","6","14","5","0","3"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(7)治安が良く、安心して暮らすことができる","住居形態別","ＵＲ（旧公団）・公社の賃貸住宅","18","4","10","2","2","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(7)治安が良く、安心して暮らすことができる","住居形態別","社宅・公務員宿舎","20","6","14","0","0","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(7)治安が良く、安心して暮らすことができる","住居形態別","寮・寄宿舎・住み込み・間借り","6","1","4","1","0","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(7)治安が良く、安心して暮らすことができる","住居形態別","その他","5","1","2","2","0","0"
