一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準類型等,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),昼間等価騒音レベル(Leq)(dB),夜間等価騒音レベル(Leq)(dB)
449,府中市美好町2-4,35.672638,139.466782,JGD2011,国道２０号(甲州街道),c,2009-12-15,2009-12-18,3,4,3.0 ,2,74.9,73.7
450,府中市矢崎町1-5,35.663582,139.479401,JGD2011,神奈川県道・東京都道9号川崎府中線(府中街道),b,2010-02-16,2010-02-19,4,2,4.0 ,1.5,69.1,67.8
451,府中市分梅町3-50,35.665642,139.459076,JGD2011,東京都道18号府中町田線バイパス(鎌倉街道),b,2010-03-08,2010-03-09,4,4,3.0 ,2.2,69.6,68.6
452,府中市若松町3-39,35.675034,139.506744,JGD2011,東京都道110号府中三鷹線(人見街道),a,2010-02-22,2010-02-25,4,2,1.0 ,1.5,62.2,58.7
453,府中市浅間町4-5,35.683331,139.499557,JGD2011,東京都道248号府中小平線(新小金井街道),b,2010-02-09,2010-02-12,4,2,4.0 ,1.5,66.1,65.6
454,府中市緑町1-29,35.674267,139.486389,JGD2011,東京都道15号府中清瀬線(小金井街道）,b,2010-01-18,2010-01-21,4,2,1.8 ,1.5,64.4,62.3
455,府中市北山町4-5,35.690422,139.458466,JGD2011,埼玉県道・東京都道17号所沢府中線バイパス(東八道路・府中街道),a,2009-11-24,2009-11-27,4,4,7.0 ,1.5,62.9,59.5
456,府中市四谷5-44,35.663307,139.440155,JGD2011,市道多摩川通り,c,2010-03-04,2010-03-05,6,2,5.0 ,1.5,71,70.1
457,府中市西府町2-16,35.674229,139.455673,JGD2011,国道２０号(甲州街道),c,2010-03-16,2010-03-19,3,4,2.0 ,2,74.8,74.2
458,府中市押立町1-38,35.659218,139.512726,JGD2011,市道白糸台通り,a,2010-01-05,2010-01-07,6,2,3.0 ,1.5,66.9,65.6
459,府中市白糸台3-14,35.666061,139.516342,JGD2011,一般国道20号,A,2009-11-30,2009-12-01,3,4,3.0 ,1.2,71,69
460,府中市美好町1-31,35.673370,139.468872,JGD2011,一般国道20号,C,2009-11-24,2009-11-25,3,4,3.0 ,1.2,73,71
461,府中市分梅町3-51,35.666077,139.459030,JGD2011,府中町田線,C,2009-11-24,2009-11-25,4,6,3.0 ,1.2,68,65
462,府中市紅葉丘1-10,35.675602,139.508942,JGD2011,府中三鷹線,A,2009-11-30,2009-12-01,4,2,3.0 ,1.2,62,57
463,府中市西原町2-25,35.684776,139.458954,JGD2011,所沢府中線,C,2009-11-24,2009-11-25,4,6,5.4 ,1.2,66,63
464,府中市分梅町5-10,35.662735,139.463196,JGD2011,府中町田線,A,2009-11-24,2009-11-25,4,2,1.8 ,1.2,68,64
