一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準類型等,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),昼間等価騒音レベル(Leq)(dB),夜間等価騒音レベル(Leq)(dB)
465,昭島市緑町5-19,35.714848,139.338181,JGD2011,国道16号,b,2009-10-27,2009-10-29,3,3,10.7 ,1.2,67,68
466,昭島市緑町4-25,35.710514,139.341751,JGD2011,国道16号,b,2009-10-27,2009-10-29,3,5,5.2 ,1.2,74,73
467,昭島市田中町2-28,35.705250,139.350647,JGD2011,国道16号,b,2009-12-08,2009-12-10,3,5,8.5 ,1.2,70,70
468,昭島市田中町2-16,35.702557,139.352737,JGD2011,都道主要地方道29号立川青梅線（奥多摩街道）,a,2009-12-14,2009-12-16,4,2,1.9 ,1.2,66,64
469,昭島市昭和町3-6,35.708076,139.368256,JGD2011,都道162号三ツ木八王子線（諏訪松中通り）,a,2010-01-26,2010-01-28,4,2,3.5 ,1.2,70,67
470,昭島市朝日町4-23,35.708611,139.369812,JGD2011,市道昭島17号（江戸街道）,c,2010-01-19,2010-01-21,6,2,4.5 ,1.2,66,62
471,昭島市福島町3-23,35.696148,139.375916,JGD2011,都道主要地方道59号八王子武蔵村山線,a,2010-02-23,2010-02-25,4,4,2.0 ,1.2,69,67
472,昭島市福島町3-22,35.696331,139.377045,JGD2011,都道主要地方道29号立川青梅線（新奥多摩街道）,b,2010-02-23,2010-02-25,4,4,3.8 ,1.2,68,62
473,昭島市田中町1-29,35.704548,139.353165,JGD2011,都道主要地方道29号立川青梅線（新奥多摩街道）,b,2010-03-16,2010-03-18,4,4,3.5 ,1.2,69,49
474,昭島市中神町1237,35.711037,139.379517,JGD2011,都道主要地方道59号八王子武蔵村山線,c,2009-07-22,2009-07-24,4,2,4.3 ,1.2,67,65
475,昭島市拝島町1-18-16,35.708668,139.343735,JGD2011,一般国道16号,B,2009-11-19,2009-11-20,3,5,4.3 ,1.2,76,76
476,昭島市松原町5-19,35.719372,139.339523,JGD2011,一般国道16号,C,2009-11-19,2009-11-20,3,2,3.0 ,1.2,77,77
477,昭島市玉川町3-5,35.701614,139.381683,JGD2011,立川青梅線,A,2009-11-19,2009-11-20,4,2,3.0 ,1.2,66,62
