一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準類型等,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(ｍ),昼間等価騒音レベル(Leq)(dB),夜間等価騒音レベル(Leq)(dB)
329,葛飾区東金町8-2,35.779060,139.883957,JGD2011,都道松戸草加線,c,2009-09-25,2009-10-02,4,4,4.9 ,1.2 ,67,62
330,葛飾区柴又4-30,35.752903,139.877029,JGD2011,都道王子金町江戸川線(柴又街道),c,2009-09-11,2009-09-18,4,2,5.0 ,1.2 ,65,62
331,葛飾区亀有3-38,35.763786,139.850296,JGD2011,都道環状７号線(環七通り),c,2009-08-18,2009-08-25,4,4,4.3 ,1.2 ,70,67
332,葛飾区高砂1-2,35.741302,139.863144,JGD2011,都道環状７号線(環七通り),c,2009-08-18,2009-08-25,4,5,4.1 ,2.3 ,72,69
335,葛飾区堀切6-1,35.752026,139.827789,JGD2011,都道言問大谷田線,c,2009-09-11,2009-09-18,4,4,8.6 ,1.2 ,69,66
336,葛飾区小菅3-6,35.755337,139.824203,JGD2011,都道千住小松川葛西沖線,c,2009-09-11,2009-09-18,4,2,0.3 ,1.2 ,68,62
337,葛飾区小菅2-19,35.750191,139.825821,JGD2011,都道千住小松川葛西沖線(平和橋通り),c,2009-08-26,2009-09-02,4,5,4.1 ,1.2 ,67,61
338,葛飾区堀切3-32,35.743622,139.833282,JGD2011,都道千住小松川葛西沖線(平和橋通り),c,2009-08-26,2009-09-02,4,2,3.8 ,1.6 ,70,66
339,葛飾区東立石2-1,35.733753,139.843430,JGD2011,都道千住小松川葛西沖線(平和橋通り),c,2009-08-26,2009-09-02,4,3,4.0 ,1.2 ,66,63
340,葛飾区奥戸2-37,35.734699,139.861832,JGD2011,都道市川四つ木線(奥戸街道),c,2009-08-18,2009-08-25,4,2,3.2 ,1.8 ,65,62
341,葛飾区新小岩1-53,35.714451,139.861130,JGD2011,都道千住小松川葛西沖線(平和橋通り),c,2009-08-26,2009-09-02,4,3,3.7 ,1.2 ,67,64
342,葛飾区東新小岩3-12,35.722919,139.861862,JGD2011,都道御徒町小岩線(蔵前橋通り),c,2009-08-26,2009-09-02,4,4,4.6 ,1.4 ,67,64
343,葛飾区小菅1-35,35.756767,139.818176,JGD2011,都道千住小松川葛西沖線（平和橋通り）,b,2009-07-09,2009-07-16,4,4,4.6 ,1.8 ,71,67
346,葛飾区堀切2-4,35.742863,139.825012,JGD2011,都道新荒川葛西堤防線,b,2009-09-03,2009-09-10,4,2,13.0 ,1.2 ,67,64
347,葛飾区堀切2-4,35.742863,139.825012,JGD2011,都道新荒川葛西堤防線,b,2009-09-03,2009-09-10,4,2,17.2 ,7.5 ,67,65
349,葛飾区東四つ木1-3,35.725761,139.841141,JGD2011,都道新荒川葛西堤防線,c,2009-09-11,2009-09-18,4,3,10.0 ,1.2 ,66,63
350,葛飾区東四つ木1-3,35.725761,139.841141,JGD2011,都道新荒川葛西堤防線,c,2009-09-11,2009-09-18,4,3,25.5 ,9.4 ,63,60
358,葛飾区奥戸2丁目23,35.735279,139.858261,JGD2011,市川四つ木線,C,2009-11-09,2009-11-10,4,2,2.3 ,1.2 ,64,62
359,葛飾区水元2丁目1,35.783989,139.854935,JGD2011,王子金町江戸川線,A,2009-11-09,2009-11-10,4,2,0.5 ,1.2 ,69,65
360,葛飾区鎌倉3丁目28,35.749470,139.878708,JGD2011,王子金町江戸川線,C,2009-11-09,2009-11-10,4,2,0.5 ,1.2 ,68,66
361,葛飾区亀有2丁目74,35.761944,139.852997,JGD2011,環状7号線,C,2009-11-09,2009-11-10,4,4,4.2 ,1.2 ,71,69
362,葛飾区亀有2丁目59,35.762558,139.848419,JGD2011,千住新宿町線,C,2009-11-09,2009-11-10,4,2,1.5 ,1.2 ,67,63
363,江戸川区西小岩3-5,35.735138,139.874329,JGD2011,都道市川四つ木線（奥戸街道）,b,2009-12-02,2009-12-03,4,2,3.0 ,1.2 ,69,67
364,江戸川区北小岩3-6,35.737469,139.890579,JGD2011,都道市川四つ木線（蔵前橋通り）,c,2009-12-02,2009-12-03,4,4,4.0 ,1.2 ,71,68
366,江戸川区南小岩8-20,35.732651,139.885925,JGD2011,都道王子金町江戸川線（柴又街道）,c,2009-12-02,2009-12-03,4,2,2.0 ,1.2 ,69,66
367,江戸川区南小岩3-28,35.727451,139.887772,JGD2011,都道王子金町江戸川線（柴又街道）,c,2009-12-02,2009-12-03,4,2,1.0 ,1.2 ,68,66
368,江戸川区北小岩5-34,35.739582,139.891663,JGD2011,都道江戸川堤防線（岩槻通り）,a,2009-12-14,2009-12-15,4,2,1.0 ,1.2 ,69,64
369,江戸川区上篠崎2-25,35.711166,139.906723,JGD2011,都道江戸川堤防線（篠崎街道）,a,2009-12-14,2009-12-15,4,2,4.0 ,1.2 ,63,57
