一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準類型等,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),昼間等価騒音レベル(Leq)(dB),夜間等価騒音レベル(Leq)(dB)
249,豊島区巣鴨1-11,35.732189,139.740540,JGD2011,一般国道17号（白山通り）,c,2009-10-27,2009-10-28,3,8,5.9 ,1.2,69,66
250,豊島区巣鴨4-31,35.739250,139.732391,JGD2011,一般国道17号（白山通り）,c,2009-10-27,2009-10-28,3,4,3.7 ,1.2,71,69
251,豊島区池袋本町1-7,35.738117,139.712723,JGD2011,一般国道254号（川越街道）,c,2009-10-29,2009-10-30,3,6,5.3 ,1.2,71,69
252,豊島区池袋1-13,35.737099,139.713638,JGD2011,一般国道254号（川越街道）,c,2009-10-27,2009-10-30,3,4,9.2 ,1.2,74,72
253,豊島区池袋1-13,35.737099,139.713638,JGD2011,首都高速5号線,c,2009-10-27,2009-10-30,2,4,8.3 ,22.2,77,75
254,豊島区南長崎6-1,35.728416,139.679932,JGD2011,都道８号千代田練馬田無線（目白通り）,c,2009-10-29,2009-10-30,4,4,4.3 ,1.2,68,68
255,豊島区高田3-20,35.714901,139.708984,JGD2011,都道８号（新目白通り）,c,2009-10-29,2009-10-30,4,6,2.7 ,1.2,70,69
256,豊島区目白2-5,35.720997,139.712143,JGD2011,都道305号芝浦新宿王子線（明治通り）,c,2009-10-29,2009-10-30,4,4,3.3 ,1.2,69,68
257,豊島区東池袋3-4,35.730648,139.717163,JGD2011,都道435号,c,2009-10-29,2009-10-30,4,6,4.5 ,1.2,69,66
258,豊島区北大塚3-30,35.735489,139.726135,JGD2011,都道436号小石川西巣鴨線（宮仲公園通り）,c,2009-10-27,2009-10-28,4,2,4.8 ,1.2,65,63
259,豊島区南大塚1-19,35.728470,139.732513,JGD2011,都道436号小石川西巣鴨線,c,2009-10-27,2009-10-28,4,4,3.6 ,1.2,65,61
260,豊島区巣鴨1-11,35.732189,139.740540,JGD2011,国道17号,C,2009-10-27,2009-10-28,3,8,5.9 ,1.2,69,66
261,豊島区巣鴨4-31,35.739250,139.732391,JGD2011,国道17号,C,2009-10-27,2009-10-28,3,4,4.6 ,1.2,71,69
262,豊島区池袋本町1-7,35.738117,139.712723,JGD2011,国道254号／高速5号池袋線,C,2009-10-29,2009-10-30,3,10,5.7 ,1.2,71,69
263,豊島区南長崎6-1,35.728416,139.679932,JGD2011,都道8号,C,2009-10-29,2009-10-30,4,4,4.3 ,1.2,68,68
264,豊島区高田3-20,35.714901,139.708984,JGD2011,都道8号,C,2009-10-29,2009-10-30,4,6,3.2 ,1.2,70,69
265,豊島区目白2-5,35.720997,139.712143,JGD2011,都道305号,C,2009-10-29,2009-10-30,4,4,4.6 ,1.2,69,68
266,豊島区東池袋3-4,35.730648,139.717163,JGD2011,都道435号／高速5号池袋線,C,2009-10-29,2009-10-30,4,11,4.5 ,1.2,69,66
267,豊島区北大塚3-30,35.735489,139.726135,JGD2011,都道436号,C,2009-10-27,2009-10-28,4,2,4.8 ,1.2,65,63
268,豊島区南大塚1-19,35.728470,139.732513,JGD2011,都道436号,C,2009-10-27,2009-10-28,4,4,3.6 ,1.2,65,61
