一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準類型等,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(ｍ),昼間等価騒音レベル(Leq)(dB),夜間等価騒音レベル(Leq)(dB)
488,町田市小野路町2748,-,-,-,町田調布線,A,2009-11-24,2009-11-25,4,2,1.8 ,1.2 ,66,61
489,町田市中町2-20,35.552059,139.445084,JGD2011,八王子町田線,C,2009-11-24,2009-11-25,4,2,3.5 ,1.2 ,68,67
490,町田市中町4-8,35.554970,139.445297,JGD2011,相模原町田線,B,2009-11-24,2009-11-25,4,2,2.5 ,1.2 ,68,67
491,町田市図師町615,35.582260,139.419434,JGD2011,相模原大蔵町線,B,2009-11-24,2009-11-25,4,2,2.6 ,1.2 ,70,69
493,小金井市桜町3-1,35.713051,139.512100,JGD2011,主地道7号　杉並あきる野線（五日市街道）,a,2009-10-29,2009-10-30,4,2,1.9 ,1.2 ,69,67
494,小金井市本町4-1,35.705910,139.506760,JGD2011,主地道15号　府中清瀬線（小金井街道）,c,2009-10-29,2009-10-30,4,2,3.5 ,1.2 ,65,63
495,小金井市貫井北町5-16,35.702469,139.488541,JGD2011,一般都道134号 恋ヶ窪新田三鷹線 （連雀通り）,a,2009-10-29,2009-10-30,4,2,3.0 ,1.2 ,65,63
496,小金井市貫井南町1-25,35.691528,139.498215,JGD2011,一般都道248号　府中小平線（新小金井街道）,b,2009-10-29,2009-10-30,4,2,4.5 ,1.2 ,66,63
497,小金井市前原町4-16,35.689743,139.505493,JGD2011,主地道14号　新宿国立線（東八道路）,b,2009-10-29,2009-10-30,4,4,4.5 ,1.2 ,64,59
498,小平市中島町26-9,35.729717,139.434265,JGD2011,都道中島十番線（村山街道）,a,2009-11-26,2009-11-27,4,2,2.0 ,1.2 ,67,64
499,小平市上水本町1-25,35.719688,139.464127,JGD2011,都道所沢府中線（府中街道）,a,2009-11-26,2009-11-27,4,2,2.0 ,1.2 ,68,67
500,小平市上水本町3-11,35.717052,139.470261,JGD2011,都道杉並あきるの線（五日市街道）,a,2009-11-26,2009-11-27,4,2,2.0 ,1.2 ,66,62
501,小平市鈴木町1-487,35.718842,139.496735,JGD2011,都道府中清瀬線（新小金井街道）,a,2009-11-26,2009-11-27,4,2,5.0 ,1.2 ,70,68
502,小平市花小金井5-463,35.733681,139.512436,JGD2011,都道新宿青梅線（青梅街道）,a,2009-11-26,2009-11-27,4,2,3.0 ,1.2 ,68,66
504,小平市花小金井2-1,35.731236,139.513138,JGD2011,府中清瀬線,A,2009-11-30,2009-12-01,4,2,3.5 ,1.2 ,70,67
508,日野市石田1-11,35.667290,139.421722,JGD2011,都道503号線（相模原立川線）,a,2010-01-29,2010-02-04,4,3,4.0 ,1.3 ,71,61
509,日野市三沢1-19,35.659542,139.421097,JGD2011,都道稲城日野線（川崎街道）,a,2010-02-05,2010-02-12,4,2,5.0 ,1.3 ,62,58
510,日野市旭が丘1-8,35.657703,139.375183,JGD2011,都道155号線（町田平山八王子線）,a,2010-02-13,2010-02-19,4,3,3.0 ,1.3 ,71,65
511,日野市平山5-12,35.647003,139.383423,JGD2011,都道173号線（北野街道）,c,2010-02-20,2010-02-26,4,2,2.0 ,1.3 ,64,61
512,日野市平山3-8,35.646755,139.384918,JGD2011,都道155号線（町田平山八王子線）,a,2010-02-27,2010-03-06,4,2,2.0 ,1.3 ,69,65
515,日野市旭が丘2-5,35.659229,139.370697,JGD2011,町田平山八王子線,A,2009-11-19,2009-11-20,4,2,3.0 ,1.2 ,70,65
516,東村山市本町2-6,35.761913,139.466995,JGD2011,主要地方道第１６号線（府中街道）,c,2009-12-17,2009-12-18,4,2,3.1 ,1.2 ,67,67
519,東村山市栄町1-22,35.750263,139.475403,JGD2011,新宿青梅線,B,2009-11-30,2009-12-01,4,4,3.5 ,1.2 ,76,73
520,東村山市青葉町1-7,35.760593,139.491348,JGD2011,東村山清瀬線,A,2009-11-30,2009-12-01,4,2,2.0 ,1.2 ,67,63
521,国分寺市並木町2-33,35.716381,139.450119,JGD2011,主要地方道７号杉並あきる野線（五日市街道）,a,2009-12-15,2009-12-16,4,2,2.9 ,1.2 ,70,68
522,国分寺市東恋ヶ窪5-16,35.711868,139.467545,JGD2011,主要地方道17号所沢府中線（府中街道）,c,2009-12-15,2009-12-16,4,2,1.5 ,1.2 ,70,68
523,国分寺市南町2-5,35.697422,139.482513,JGD2011,都道133号線小川山・府中線（国分寺街道）,c,2009-12-15,2009-12-16,4,2,1.0 ,1.2 ,69,67
