一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準類型等,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(ｍ),昼間等価騒音レベル(Leq)(dB),夜間等価騒音レベル(Leq)(dB)
560,多摩市一ﾉ宮4-40,35.651226,139.438278,JGD2011,府中相模原線（野猿街道）,c,2009-12-02,2009-12-08,4,8,4.0 ,1.2 ,67,63
561,多摩市貝取5,35.612305,139.440384,JGD2011,府中町田線（鎌倉街道）,b,2009-12-02,2009-12-08,4,4,4.0 ,1.2 ,67,64
562,多摩市関戸4-10,35.647438,139.452744,JGD2011,府中町田線（鎌倉街道）,c,2009-12-02,2009-12-08,4,7,4.0 ,1.2 ,70,68
563,多摩市鶴牧1-1,35.625404,139.421799,JGD2011,小山乞田線（多摩ニュータウン通り）,c,2009-12-02,2009-12-08,4,4,3.5 ,1.2 ,67,61
564,多摩市乞田712,35.631371,139.436386,JGD2011,小山乞田線（多摩ニュータウン通り）,b,2009-12-02,2009-12-08,4,4,4.0 ,1.2 ,68,65
565,多摩市関戸5-12,35.641865,139.450806,JGD2011,府中町田線（鎌倉街道）,b,2009-12-02,2009-12-08,4,5,4.0 ,1.2 ,67,63
566,多摩市永山2-26,35.625298,139.442551,JGD2011,府中町田線（鎌倉街道）,b,2009-12-02,2009-12-08,4,4,3.5 ,1.2 ,67,63
567,多摩市一ﾉ宮1-27,35.651836,139.438416,JGD2011,府中相模原線（川崎街道）,c,2009-12-02,2009-12-08,4,5,5.0 ,1.2 ,69,65
568,多摩市和田1837,35.646501,139.436155,JGD2011,府中相模原線（野猿街道）,b,2009-12-02,2009-12-08,4,4,4.0 ,1.2 ,66,62
569,多摩市南野3-15,35.612259,139.414017,JGD2011,町田日野線（尾根幹線）,b,2009-12-02,2009-12-08,4,2,5.5 ,1.2 ,64,60
570,稲城市矢野口432,35.640675,139.521408,JGD2011,都道川崎府中線（川崎街道）,c,2009-08-20,2009-08-20,4,4,6.0 ,1.2 ,69,-
571,稲城市大丸928-1,35.648172,139.492174,JGD2011,都道稲城日野線（川崎街道）,c,2009-08-20,2009-08-20,4,4,6.0 ,1.2 ,70,-
572,稲城市坂浜418,35.627499,139.487488,JGD2011,都道町田調布線（鶴川街道）,a,2009-08-20,2009-08-20,4,2,2.0 ,1.2 ,69,-
573,稲城市東長沼1735,35.637405,139.509216,JGD2011,都道町田調布線（鶴川街道）,b,2009-08-20,2009-08-20,4,2,4.0 ,1.2 ,67,-
574,稲城市百村2130,35.637875,139.493317,JGD2011,都道南多摩尾根幹線（尾根幹線）,b,2009-08-20,2009-08-20,4,2,5.0 ,1.2 ,64,-
575,稲城市若葉台2-17,35.621483,139.478241,JGD2011,都道町田調布線（鶴川街道）,b,2009-08-20,2009-08-20,4,2,5.0 ,1.2 ,62,-
576,稲城市若葉台4-32,35.628891,139.470459,JGD2011,都道南多摩尾根幹線（尾根幹線）,a,2009-08-20,2009-08-20,4,2,4.0 ,1.2 ,68,-
577,稲城市東長沼1362,35.643494,139.506638,JGD2011,都道川崎府中線（川崎街道）,b,2009-08-20,2009-08-21,4,4,6.0 ,1.2 ,68,66
578,稲城市大丸1173,35.649818,139.481720,JGD2011,都道稲城日野線（川崎街道）,c,2009-08-20,2009-08-21,4,4,6.0 ,1.2 ,69,66
579,稲城市大丸916,35.647591,139.490982,JGD2011,稲城日野線,C,2009-11-24,2009-11-25,4,2,1.9 ,1.2 ,69,66
580,稲城市矢野口,35.633862,139.514160,JGD2011,稲城読売ランド前停車場線,A,2009-11-24,2009-11-25,4,2,2.0 ,1.2 ,65,62
581,羽村市羽加美4-2,35.765034,139.299774,JGD2011,立川青梅線（奥多摩街道）,a,2009-05-14,2009-05-15,4,2,1.5 ,1.2 ,71,66
582,羽村市羽加美1-29,35.768253,139.307465,JGD2011,立川青梅線（新奥多摩街道）,b,2009-05-14,2009-05-15,4,2,3.5 ,1.2 ,65,61
583,羽村市富士見平2-20,35.762592,139.325638,JGD2011,羽村瑞穂線（羽村街道）,a,2009-05-12,2009-05-12,4,4,2.5 ,1.2 ,65,-
584,羽村市羽加美4-2,35.765034,139.299774,JGD2011,立川青梅線（奥多摩街道）,a,2009-11-19,2009-11-20,4,2,1.5 ,1.2 ,70,64
585,羽村市羽加美1-29,35.768253,139.307465,JGD2011,立川青梅線（新奥多摩街道）,b,2009-11-19,2009-11-20,4,2,3.5 ,1.2 ,66,62
586,羽村市富士見平2-20,35.762592,139.325638,JGD2011,羽村瑞穂線（羽村街道）,a,2009-11-10,2009-11-10,4,4,2.5 ,1.2 ,66,-
587,あきる野市小川638,35.721107,139.317123,JGD2011,都道166号線（瑞穂あきる野八王子線）,a,2009-10-15,2009-10-16,4,2,1.0 ,1.2 ,70,65
