一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準類型等,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),昼間等価騒音レベル(Leq)(dB),夜間等価騒音レベル(Leq)(dB)
159,大田区南蒲田3-2,35.554874,139.727783,JGD2011,主要地方道環状８号線（環八通り）,c,2010-02-03,2010-02-05,4,4,5.5 ,2.3,67,65
160,大田区西嶺町13,35.581436,139.681732,JGD2011,主要地方道環状８号線（環八通り）,b,2010-02-03,2010-02-05,4,6,3.3 ,2.3,71,68
161,大田区南千束1-33,35.601444,139.693100,JGD2011,主要地方道東京丸子横浜線（中原街道）,b,2010-02-03,2010-02-05,4,6,4.7 ,2.5,70,69
162,大田区田園調布1-10,35.586781,139.671829,JGD2011,主要地方道東京丸子横浜線（中原街道）,b,2010-02-03,2010-02-05,4,4,4.7 ,2.8,73,71
163,大田区南馬込5-42,35.585648,139.705750,JGD2011,一般国道1号,B,2010-01-26,2010-01-27,3,6,2.5 ,2.4,70,66
164,大田区大森中2-1,35.568119,139.730362,JGD2011,一般国道15号,C,2010-01-26,2010-01-27,3,4,4.8 ,2.1,72,70
165,大田区西糀谷3-9,35.555283,139.738342,JGD2011,一般国道131号,C,2010-01-19,2010-01-20,3,6,5.5 ,2.9,67,66
166,大田区山王4-13,35.588856,139.719299,JGD2011,環状7号線,B,2010-01-26,2010-01-27,4,4,4.7 ,2.1,72,71
167,大田区新蒲田1-14,35.559662,139.709015,JGD2011,環状8号線,C,2010-01-19,2010-01-20,4,4,6.4 ,2.5,67,64
168,大田区南千束3-32,35.599949,139.687881,JGD2011,東京丸子横浜線,B,2010-01-26,2010-01-27,4,4,4.7 ,2.5,69,68
169,大田区大森本町1-6,35.585587,139.736801,JGD2011,一般国道15号,C,2010-01-19,2010-01-20,3,9,7.3 ,2.1,66,63
170,大田区東六郷2-18,35.547951,139.716278,JGD2011,一般国道15号,C,2010-01-19,2010-01-20,3,4,4.7 ,2.6,72,71
171,大田区南蒲田3-2,35.554874,139.727783,JGD2011,環状8号線,C,2010-02-04,2010-02-05,4,4,5.5 ,2.3,67,65
172,大田区西嶺町13,35.581436,139.681732,JGD2011,環状8号線,B,2010-02-04,2010-02-05,4,6,3.3 ,2.3,71,68
