一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準類型等,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),昼間等価騒音レベル(Leq)(dB),夜間等価騒音レベル(Leq)(dB)
413,立川市泉町786-11,35.719000,139.418720,JGD2011,都道43号線立川東大和線（芋窪街道）,a,2009-11-09,2009-11-10,4,4,6.0 ,1.5,66,61
414,立川市西砂町6-12,35.729572,139.372147,JGD2011,都道7号線杉並あきる野線（五日市街道）,a,2009-11-04,2009-11-05,4,2,2.0 ,1.5,71,68
415,立川市柴崎町1-17,35.692822,139.405746,JGD2011,都道29号線立川青梅線（旧奥多摩街道）,a,2009-11-05,2009-11-06,4,2,1.0 ,1.2,68,60
416,立川市幸町3-3,35.718521,139.430435,JGD2011,都道16号線立川所沢線（立川通り）,b,2009-10-15,2009-10-16,4,2,2.0 ,1.2,69,67
417,立川市幸町4-3,35.723442,139.426300,JGD2011,都道7号線杉並あきる野線（五日市街道）,b,2009-10-28,2009-10-29,4,2,2.0 ,1.2,69,66
418,立川市高松町2-26,35.704899,139.418930,JGD2011,都道16号線立川所沢線（高松大通り）,c,2009-10-13,2009-10-14,4,2,3.0 ,1.2,71,69
419,立川市幸町5-83,35.725845,139.418884,JGD2011,都道43号線立川東大和線（芋窪街道）,c,2009-10-20,2009-10-21,4,4,3.0 ,1.2,70,65
420,立川市錦町3-2,35.693886,139.419327,JGD2011,都道16号線立川所沢線（立川通り）,c,2009-10-05,2009-10-06,4,4,2.0 ,1.2,71,70
421,立川市富士見町7-39,35.691193,139.397751,JGD2011,都道29号線立川青梅線（新奥多摩街道）,c,2009-10-19,2009-10-20,4,4,3.0 ,1.5,69,65
422,立川市一番町1-40,35.725170,139.382370,JGD2011,都道59号線八王子武蔵村山線（東文化通り）,c,2009-10-22,2009-10-23,4,2,2.0 ,1.2,67,66
423,立川市幸町1-41,35.722336,139.420364,JGD2011,杉並あきる野線,B,2009-11-30,2009-12-01,4,2,2.6 ,1.2,70,68
