一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準類型等,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(ｍ),昼間等価騒音レベル(Leq)(dB),夜間等価騒音レベル(Leq)(dB)
277,北区田端2丁目6,35.734402,139.758759,JGD2011,白山小台線,C,2009-12-01,2009-12-02,4,2,3.5 ,1.2 ,69,67
279,荒川区荒川2-2,35.736259,139.783386,JGD2011,都道王子千住南砂町線（明治通り）,c,2009-06-01,2009-06-05,4,4,4.2 ,1.5 ,73,68
280,荒川区東尾久2-43,35.742863,139.769562,JGD2011,都道台東鳩ヶ谷線（尾久橋通り）,c,2009-04-20,2009-04-24,4,4,6.1 ,1.2 ,69,63
281,荒川区荒川3-67,35.734917,139.778183,JGD2011,都道上野尾竹橋線（尾竹橋通り）,c,2009-09-28,2009-10-02,4,4,3.4 ,1.4 ,68,65
282,荒川区町屋3-8,35.746952,139.782974,JGD2011,都道上野尾竹橋線（尾竹橋通り）,c,2009-10-19,2009-10-23,4,2,3.5 ,1.5 ,68,65
286,荒川区南千住3丁目37,35.730507,139.808746,JGD2011,言問大谷田線,A,2009-09-16,2009-09-17,4,2,6.6 ,1.2 ,66,62
288,板橋区高島平1-9,35.782066,139.668015,JGD2011,都道補助201号,c,2009-10-05,2009-10-08,4,6,2.0 ,1.0 ,72,69
289,板橋区双葉町42-1,35.759457,139.700028,JGD2011,都道環状7号線（環七通り）,c,2009-10-13,2009-10-16,4,4,4.0 ,1.0 ,69,68
290,板橋区蓮根3-6,35.786236,139.675888,JGD2011,都道補助202号,c,2009-10-19,2009-10-22,4,6,4.0 ,1.0 ,71,68
292,板橋区熊野町25-2,35.744221,139.707901,JGD2011,都道環状6号線（山手通り／首都高５号池袋線,c,2009-07-01,2009-07-02,4,6,4.0 ,1.0 ,74,72
295,板橋区小茂根4-9,35.746487,139.675751,JGD2011,都道環状7号線（環七通り）,c,2009-07-06,2009-07-07,4,4,4.0 ,1.0 ,75,73
298,板橋区小豆沢4-29,35.781399,139.696838,JGD2011,都道環状8号線（環八通り）,c,2009-09-14,2009-09-15,4,4,4.0 ,1.0 ,72,68
299,板橋区稲荷台22-4,35.762180,139.710297,JGD2011,都道環状7号線（環七通り）,c,2009-10-26,2009-10-27,4,4,3.0 ,1.0 ,76,74
300,板橋区熊野町11-2,35.741886,139.706751,JGD2011,都道環状6号（山手通り）,c,2009-07-02,2009-07-03,4,9,4.0 ,1.0 ,70,67
310,足立区新田2-4,35.773075,139.740738,JGD2011,主地道318号（環状7号線）,c,2009-12-21,2009-12-22,4,4,3.0 ,1.5 ,70,68
311,足立区大谷田4-1,35.777340,139.837265,JGD2011,主地道318号（環状7号線）,c,2009-12-01,2009-12-02,4,4,4.0 ,1.5 ,67,65
315,足立区西新井本町2-3,35.777035,139.775955,JGD2011,主地道307号王子金町江戸川線,c,2009-12-17,2009-12-18,4,2,1.0 ,1.5 ,65,62
316,足立区本木南町2,35.760323,139.781052,JGD2011,都道450号新荒川葛西堤防線,c,2009-11-18,2009-11-19,4,4,7.1 ,1.5 ,71,67
317,足立区綾瀬3-12,35.763535,139.828522,JGD2011,主地道314号言問大谷田線,b,2009-12-01,2009-12-02,4,2,6.0 ,1.5 ,68,63
318,足立区綾瀬1-11,35.756969,139.821121,JGD2011,都道,b,2009-11-18,2009-11-19,4,2,3.0 ,1.5 ,67,64
320,足立区谷中2丁目23,35.776302,139.835541,JGD2011,王子金町江戸川線（環状7号線）,C,2009-12-14,2009-12-15,4,4,5.0 ,1.2 ,69,69
323,足立区島根1丁目9,35.778774,139.798126,JGD2011,王子金町江戸川線（環状7号線）,C,2009-12-14,2009-12-15,4,4,4.7 ,1.2 ,73,72
324,足立区皿沼1丁目9,35.791840,139.762344,JGD2011,東京鳩ヶ谷線,C,2009-12-08,2009-12-09,4,2,4.1 ,1.2 ,67,63
325,足立区竹の塚7丁目18,35.800102,139.795868,JGD2011,吉場安行東京線,C,2009-12-08,2009-12-09,4,2,4.0 ,1.2 ,63,59
326,足立区鹿浜8丁目11,35.788483,139.762253,JGD2011,東京鳩ヶ谷線,C,2009-12-08,2009-12-09,4,2,4.0 ,1.2 ,66,62
327,葛飾区水元3-20,35.782383,139.865417,JGD2011,都道王子金町江戸川線(岩槻街道),b,2009-09-11,2009-09-18,4,2,5.0 ,1.2 ,63,59
328,葛飾区西水元6-16,35.788822,139.856949,JGD2011,都道王子金町江戸川線,b,2009-09-25,2009-10-02,4,2,1.5 ,1.2 ,67,63
