一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準類型等,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),昼間等価騒音レベル(Leq)(dB),夜間等価騒音レベル(Leq)(dB)
505,日野市多摩平4-3,35.666470,139.378754,JGD2011,国道20号（日野バイパス）,a,2010-01-07,2010-01-14,3,4,3.0 ,1.3,70,66
506,日野市多摩平7-23,35.669273,139.389725,JGD2011,国道20号（日野バイパス）,a,2010-01-15,2010-01-21,3,4,2.0 ,1.3,70,67
507,日野市万願寺6-35,35.669601,139.410080,JGD2011,国道20号（日野バイパス）,b,2010-01-22,2010-01-28,3,4,3.0 ,1.3,66,62
508,日野市石田1-11,35.667290,139.421722,JGD2011,都道503号線（相模原立川線）,a,2010-01-29,2010-02-04,4,3,4.0 ,1.3,71,61
509,日野市三沢1-19,35.659542,139.421097,JGD2011,都道稲城日野線（川崎街道）,a,2010-02-05,2010-02-12,4,2,5.0 ,1.3,62,58
510,日野市旭が丘1-8,35.657703,139.375183,JGD2011,都道155号線（町田平山八王子線）,a,2010-02-13,2010-02-19,4,3,3.0 ,1.3,71,65
511,日野市平山5-12,35.647003,139.383423,JGD2011,都道173号線（北野街道）,c,2010-02-20,2010-02-26,4,2,2.0 ,1.3,64,61
512,日野市平山3-8,35.646755,139.384918,JGD2011,都道155号線（町田平山八王子線）,a,2010-02-27,2010-03-06,4,2,2.0 ,1.3,69,65
513,日野市日野551,35.675261,139.403270,JGD2011,中央自動車道,C,2009-11-24,2009-11-25,1,4,6.0 ,1.2,61,56
514,日野市日野本町7-5,35.679592,139.399765,JGD2011,一般国道20号,C,2009-11-24,2009-11-25,3,2,4.5 ,1.2,67,64
515,日野市旭が丘2-5,35.659229,139.370697,JGD2011,町田平山八王子線,A,2009-11-19,2009-11-20,4,2,3.0 ,1.2,70,65
