項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,調査世帯数,755,-,-,111,-,104,-,107,-,111,-,107,-,108,-,107,-
0,世帯人員,2.97,-,-,2.86,-,2.64,-,2.85,-,2.97,-,3.2,-,3.06,-,3.24,-
0,有業人員,1.3,-,-,1.19,-,1.11,-,1.24,-,1.24,-,1.46,-,1.39,-,1.48,-
0,世帯主平均年齢,58.8,-,-,62.6,-,61.1,-,58.4,-,57.6,-,58.4,-,56.3,-,57.4,-
0,消費支出,320358,100,-11,113218,100,174751,100,215114,100,253988,100,303109,100,390901,100,789225,100
2,基礎的支出,164722,51.4,-9.6,83235,73.5,116293,66.5,128749,59.9,137317,54.1,165485,54.6,192838,49.3,328274,41.6
3,選択的支出,155637,48.6,-12.4,29983,26.5,58458,33.5,86365,40.1,116671,45.9,137624,45.4,198063,50.7,460951,58.4
1,食料,86217,26.9,-3.1,54046,47.7,68860,39.4,74107,34.5,79707,31.4,96626,31.9,102796,26.3,127090,16.1
2,基礎的支出,69139,21.6,0.7,47274,41.8,59400,34,61530,28.6,63636,25.1,75667,25,79235,20.3,97030,12.3
3,選択的支出,17078,5.3,-15.9,6773,6,9460,5.4,12577,5.8,16071,6.3,20960,6.9,23560,6,30060,3.8
1,住居,22508,7,-39.7,2120,1.9,10146,5.8,12723,5.9,18426,7.3,20228,6.7,31408,8,62315,7.9
2,基礎的支出,20489,6.4,-42,2120,1.9,9723,5.6,11494,5.3,14086,5.5,18522,6.1,28175,7.2,59117,7.5
