項目,階層,項目名,都平均／実数（円）,都平均／負担率（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／負担率（％）,第2階層／実数（円）,第2階層／負担率（％）,第3階層／実数（円）,第3階層／負担率（％）,第4階層／実数（円）,第4階層／負担率（％）,第5階層／実数（円）,第5階層／負担率（％）,第6階層／実数（円）,第6階層／負担率（％）,第7階層／実数（円）,第7階層／負担率（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,755,-,-,108,-,104,-,110,-,111,-,109,-,105,-,108,-
0,0,世帯人員,2.96,-,-,2.7,-,2.65,-,2.82,-,3,-,3.15,-,3.21,-,3.15,-
0,0,有業人員,1.28,-,-,1.07,-,1.12,-,1.09,-,1.33,-,1.5,-,1.42,-,1.39,-
0,0,世帯主平均年齢,59.5,-,-,64.6,-,60.5,-,62.8,-,58.7,-,56.2,-,57.1,-,56.8,-
0,0,消費支出,329971,-,-2.9,108584,-,163865,-,206523,-,254900,-,312835,-,392288,-,867316,-
0,0,公共的料金,86902,26.3,-12.9,32625,30,49615,30.3,64767,31.4,73110,28.7,79120,25.3,118612,30.2,189675,21.9
1,0,公共料金等,57626,17.5,-1.3,25458,23.4,37724,23,45402,22,48199,18.9,58142,18.6,86927,22.2,101064,11.7
1,1,米,2044,0.6,-16.5,1482,1.4,1684,1,2170,1.1,2192,0.9,1845,0.6,2814,0.7,2113,0.2
1,1,食塩,35,0,-10.3,22,0,32,0,28,0,43,0,45,0,31,0,41,0
1,1,学校給食,892,0.3,22.2,642,0.6,546,0.3,598,0.3,743,0.3,1496,0.5,1359,0.3,854,0.1
1,1,公営家賃,1005,0.3,-43.3,119,0.1,592,0.4,1929,0.9,1517,0.6,639,0.2,2233,0.6,-,-
1,1,電気代,11343,3.4,-14.8,8636,8,10613,6.5,10312,5,10679,4.2,11736,3.8,14238,3.6,13151,1.5
1,1,都市ガス,3654,1.1,11.8,2604,2.4,3318,2,3936,1.9,3635,1.4,3657,1.2,4388,1.1,4029,0.5
1,1,上下水道料,5015,1.5,2.6,2750,2.5,4786,2.9,3540,1.7,4298,1.7,6248,2,7642,1.9,5809,0.7
1,1,医科診療代,3330,1,-6.3,1502,1.4,2216,1.4,2844,1.4,2744,1.1,2429,0.8,4095,1,7456,0.9
1,1,歯科診療代,3063,0.9,56.2,319,0.3,439,0.3,1186,0.6,643,0.3,1357,0.4,1920,0.5,15513,1.8
1,1,出産入院料,-,-,-100,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,他の入院料,2205,0.7,38,230,0.2,-,-,238,0.1,1371,0.5,804,0.3,7865,2,4896,0.6
1,1,鉄道運賃,2897,0.9,-21.4,419,0.4,933,0.6,1811,0.9,3201,1.3,2872,0.9,4915,1.3,6102,0.7
1,1,鉄道通学定期代,605,0.2,-45.6,118,0.1,-,-,664,0.3,605,0.2,434,0.1,651,0.2,1757,0.2
1,1,鉄道通勤定期代,3144,1,76.8,225,0.2,488,0.3,259,0.1,744,0.3,2287,0.7,7265,1.9,10680,1.2
1,1,バス代,763,0.2,7.6,291,0.3,162,0.1,623,0.3,938,0.4,1097,0.4,1179,0.3,1047,0.1
1,1,バス通学定期代,265,0.1,29.3,-,-,304,0.2,-,-,401,0.2,217,0.1,64,0,867,0.1
1,1,バス通勤定期代,130,0,47.7,6,0,12,0,22,0,240,0.1,13,0,439,0.1,175,0
1,1,タクシー代,727,0.2,-17.8,334,0.3,227,0.1,631,0.3,359,0.1,499,0.2,811,0.2,2218,0.3
1,1,航空運賃,904,0.3,441.3,-,-,-,-,532,0.3,-,-,536,0.2,4267,1.1,975,0.1
1,1,郵便料,297,0.1,58,67,0.1,266,0.2,153,0.1,162,0.1,576,0.2,169,0,684,0.1
1,1,固定電話通信料,2523,0.8,-9,1678,1.5,2003,1.2,2341,1.1,2466,1,2830,0.9,3086,0.8,3246,0.4
1,1,移動電話通信料,8359,2.5,-4.3,2329,2.1,6435,3.9,7723,3.7,7800,3.1,11221,3.6,13386,3.4,9545,1.1
1,1,ＮＨＫ放送受信料,787,0.2,-15.5,236,0.2,788,0.5,1045,0.5,365,0.1,1050,0.3,484,0.1,1526,0.2
1,1,ケーブルテレビ受信料,1209,0.4,8.2,485,0.4,1093,0.7,995,0.5,1246,0.5,1408,0.5,1788,0.5,1442,0.2
1,1,他の受信料,141,0,4.4,69,0.1,121,0.1,27,0,65,0,181,0.1,260,0.1,261,0
1,1,国公立小学校,236,0.1,-34.3,126,0.1,218,0.1,222,0.1,171,0.1,400,0.1,325,0.1,190,0
1,1,国公立中学校,333,0.1,57.8,120,0.1,114,0.1,310,0.2,254,0.1,334,0.1,485,0.1,710,0.1
1,1,国公立高校,866,0.3,304.7,-,-,-,-,365,0.2,308,0.1,1398,0.4,6,0,3970,0.5
1,1,国公立大学,141,0,-37.3,-,-,-,-,-,-,119,0,-,-,-,-,868,0.1
1,1,たばこ,715,0.2,-37.7,650,0.6,332,0.2,898,0.4,891,0.3,531,0.2,762,0.2,940,0.1
2,0,準公共料金等,29275,8.9,-29.4,7167,6.6,11891,7.3,19365,9.4,24911,9.8,20979,6.7,31685,8.1,88611,10.2
2,1,牛乳,1365,0.4,-6.3,1083,1,1239,0.8,1364,0.7,1222,0.5,1565,0.5,1482,0.4,1597,0.2
2,1,灯油,6,0,-53.8,-,-,42,0,-,-,-,-,-,-,-,-,-,-
2,1,プロパンガス,240,0.1,-29.8,191,0.2,250,0.2,348,0.2,305,0.1,236,0.1,334,0.1,16,0
2,1,理髪料,387,0.1,-11.6,161,0.1,290,0.2,395,0.2,409,0.2,319,0.1,507,0.1,627,0.1
2,1,パーマネント代,453,0.1,-26.8,355,0.3,419,0.3,856,0.4,235,0.1,215,0.1,565,0.1,522,0.1
2,1,洗濯代,640,0.2,-11.1,229,0.2,410,0.3,335,0.2,475,0.2,688,0.2,546,0.1,1788,0.2
2,1,新聞,2978,0.9,2.4,2509,2.3,2459,1.5,3043,1.5,3063,1.2,3025,1,2831,0.7,3912,0.5
2,1,私立小学校,144,0,-74.3,-,-,-,-,-,-,-,-,-,-,-,-,1002,0.1
2,1,私立中学校,661,0.2,-82.1,-,-,-,-,-,-,-,-,663,0.2,-,-,3950,0.5
2,1,私立高校,2494,0.8,18.8,8,0,348,0.2,-,-,523,0.2,807,0.3,6265,1.6,9463,1.1
2,1,私立大学,5987,1.8,-55.2,-,-,-,-,-,-,301,0.1,-,-,146,0,41325,4.8
2,1,幼稚園,1692,0.5,-16.3,438,0.4,652,0.4,2173,1.1,1871,0.7,3396,1.1,1945,0.5,1350,0.2
2,1,民営家賃,11423,3.5,-9.1,1727,1.6,4928,3,10241,5,16328,6.4,9573,3.1,14671,3.7,22428,2.6
2,1,地代,804,0.2,24.5,466,0.4,854,0.5,609,0.3,178,0.1,493,0.2,2391,0.6,631,0.1
,,,,,,,,,,,,,,,,,,,
東京都生計分析調査　平成26年9月,,,,,,,,,,,,,,,,,,,
第１１表　生計支出７分位階層別１世帯当たり１か月間の公共的料金支出　―全世帯―,,,,,,,,,,,,,,,,,,,
項目（0：世帯数等　1：公共料金等　2：準公共料金等）,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
