項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,35歳未満／実数（円）,35歳未満／構成比（％）,35～39歳／実数（円）,35～39歳／構成比（％）,40～44歳／実数（円）,40～44歳／構成比（％）,45～49歳／実数（円）,45～49歳／構成比（％）,50～54歳／実数（円）,50～54歳／構成比（％）,55～59歳／実数（円）,55～59歳／構成比（％）,60～64歳／実数（円）,60～64歳／構成比（％）,65歳以上／実数（円）,65歳以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,848,-,1137,-,1923,-,1504,-,2040,-,797,-,994,-,757,-
0,0,0,0,0,調査世帯数,369,-,30,-,40,-,76,-,58,-,72,-,31,-,36,-,26,-
0,0,0,0,0,世帯人員,3.36,-,3.13,-,3.54,-,3.63,-,3.59,-,3.63,-,3.27,-,2.76,-,2.4,-
0,0,0,0,0,有業人員,1.62,-,1.49,-,1.41,-,1.58,-,1.44,-,1.76,-,1.89,-,1.83,-,1.59,-
0,0,0,0,0,世帯主平均年齢,48.3,-,30.7,-,37.1,-,42,-,46.9,-,51.8,-,56.7,-,61.8,-,68,-
1,0,0,0,0,受取,1368429,-,1157031,-,1125030,-,1465509,-,1273455,-,1606101,-,1709387,-,1146792,-,1204527,-
1,1,0,0,0,実収入,856786,100,778676,100,671239,100,956014,100,785242,100,1020508,100,1184867,100,632563,100,620835,100
1,2,0,0,0,経常収入,852062,99.4,760693,97.7,670724,99.9,954740,99.9,783270,99.7,1016580,99.6,1181442,99.7,625060,98.8,610570,98.3
1,3,0,0,0,勤め先収入,814650,95.1,731262,93.9,655197,97.6,917186,95.9,773887,98.6,1000715,98.1,1142668,96.4,572405,90.5,439460,70.8
1,4,0,0,0,世帯主収入,725018,84.6,629436,80.8,538606,80.2,804199,84.1,679721,86.6,934006,91.5,1047981,88.4,484646,76.6,413380,66.6
1,6,0,0,0,うち男,683510,79.8,629436,80.8,507118,75.5,767072,80.2,664383,84.6,840589,82.4,1038864,87.7,471220,74.5,316085,50.9
1,5,0,0,0,定期収入,423145,49.4,339595,43.6,469310,69.9,453727,47.5,415694,52.9,472914,46.3,457101,38.6,333971,52.8,331810,53.4
1,5,0,0,0,臨時収入,2289,0.3,4937,0.6,2244,0.3,4137,0.4,1425,0.2,420,0,2037,0.2,3505,0.6,122,0
1,5,0,0,0,賞与,299583,35,284904,36.6,67052,10,346334,36.2,262602,33.4,460672,45.1,588843,49.7,147170,23.3,81449,13.1
1,4,0,0,0,世帯主の配偶者の収入,84004,9.8,101826,13.1,113545,16.9,112987,11.8,91083,11.6,66447,6.5,64268,5.4,75050,11.9,11874,1.9
1,6,0,0,0,うち女,83196,9.7,101826,13.1,113545,16.9,108783,11.4,91083,11.6,66447,6.5,64268,5.4,75050,11.9,11874,1.9
1,4,0,0,0,他の世帯員収入,5628,0.7,-,-,3046,0.5,-,-,3084,0.4,262,0,30419,2.6,12710,2,14205,2.3
1,3,0,0,0,事業・内職収入,3745,0.4,2342,0.3,252,0,8225,0.9,71,0,6280,0.6,-,-,-,-,8510,1.4
1,4,0,0,0,家賃収入,1016,0.1,-,-,-,-,-,-,-,-,4980,0.5,-,-,-,-,-,-
1,4,0,0,0,他の事業収入,1436,0.2,-,-,-,-,7472,0.8,-,-,-,-,-,-,-,-,-,-
1,4,0,0,0,内職収入,1293,0.2,2342,0.3,252,0,754,0.1,71,0,1300,0.1,-,-,-,-,8510,1.4
1,3,0,0,0,他の経常収入,33668,3.9,27089,3.5,15275,2.3,29329,3.1,9312,1.2,9585,0.9,38774,3.3,52654,8.3,162600,26.2
1,4,0,0,0,財産収入,1018,0.1,-,-,182,0,2292,0.2,-,-,277,0,2827,0.2,2768,0.4,-,-
1,4,0,0,0,社会保障給付,32578,3.8,27089,3.5,15093,2.2,26851,2.8,9312,1.2,9309,0.9,35946,3,49887,7.9,162128,26.1
1,5,0,0,0,公的年金給付,20635,2.4,-,-,1518,0.2,3369,0.4,-,-,-,-,34559,2.9,48112,7.6,162128,26.1
1,5,0,0,0,他の社会保障給付,11942,1.4,27089,3.5,13575,2,23482,2.5,9312,1.2,9309,0.9,1388,0.1,1775,0.3,-,-
1,4,0,0,0,仕送り金,72,0,-,-,-,-,186,0,-,-,-,-,-,-,-,-,473,0.1
