実数・増加率,年次・四半期・月次コード,年次・四半期・月次,西暦（年）,月,調査世帯数（世帯）,世帯人員（人）,有業人員（人）,世帯主平均年齢（歳）,実収入（円）,実収入／経常収入（円）,実収入／経常収入／勤め先収入（円）,実収入／経常収入／勤め先収入／世帯主の配偶者の収入（円）,実収入／経常収入／勤め先収入／他の世帯員収入（円）,実収入／経常収入／事業・内職収入（円）,実収入／経常収入／他の経常収入（円）,実収入／経常収入／他の経常収入／社会保障給付（円）,実収入／特別収入（円）,可処分所得（円）,消費支出（円）,消費支出／食料（円）,消費支出／住居（円）,消費支出／光熱・水道（円）,消費支出／家具・家事用品（円）,消費支出／被服及び履物（円）,消費支出／保健医療（円）,消費支出／交通・通信（円）,消費支出／教育（円）,消費支出／教養娯楽（円）,消費支出／その他の消費支出（円）
jissu,tuki,実数_平成25年9月,2013,9,225,2.46,0.47,73.5,44016,38032,23686,6873,16813,6870,7476,5503,5984,19486,304173,71419,28815,21361,8074,7628,19366,39616,749,38865,68281
jissu,tuki,実数_平成25年10月,2013,10,226,2.48,0.47,73.5,347930,344407,28961,6461,22501,8144,307301,305338,3523,311183,279366,72431,39311,20057,11268,9576,19830,17663,1150,38424,49657
jissu,tuki,実数_平成25年11月,2013,11,229,2.51,0.49,73.4,48067,43279,28154,5776,22378,5946,9179,2499,4788,36543,267801,70228,22250,20708,9777,9522,15601,21957,986,26249,70522
jissu,tuki,実数_平成25年12月,2013,12,236,2.47,0.46,73.2,348124,344714,41662,12733,28930,8158,294894,279725,3410,305964,300938,90159,26059,23505,10841,8355,19536,21902,540,30080,69960
jissu,tuki,実数_平成26年1月,2014,1,243,2.44,0.47,72.6,39076,34656,23052,6900,16152,5315,6288,2454,4421,19810,268712,65190,20584,29456,11017,7427,16317,26562,629,25357,66174
jissu,tuki,実数_平成26年2月,2014,2,248,2.43,0.44,72.2,293045,289611,18136,4196,13941,9228,262247,256607,3433,262778,249484,64229,19186,31663,8445,8041,17743,21636,507,23616,54417
jissu,tuki,実数_平成26年3月,2014,3,252,2.39,0.43,72.4,45043,35116,17249,2583,14666,7565,10303,3212,9927,30714,313653,78734,24299,30169,13473,8687,18025,34065,911,42393,62898
jissu,tuki,実数_平成26年4月,2014,4,251,2.32,0.4,73.4,299419,292547,14921,3229,11692,7233,270393,266909,6873,271429,273765,68208,30356,24988,8147,10637,19026,22925,836,35408,53235
jissu,tuki,実数_平成26年5月,2014,5,242,2.28,0.4,73,48235,46176,18321,3451,14870,8399,19456,10929,2058,19752,241685,73128,10240,20777,9800,9107,12365,23633,1068,33501,48068
jissu,tuki,実数_平成26年6月,2014,6,233,2.27,0.36,73.5,320285,314746,25973,1815,24157,6927,281846,275588,5539,254116,256649,73731,22273,18779,13241,8687,15239,21056,686,36942,46015
jissu,tuki,実数_平成26年7月,2014,7,230,2.3,0.39,74.1,45143,40844,16670,2587,14083,7499,16675,7626,4299,19924,285334,72006,26720,17860,9048,8212,16571,27952,670,30031,76262
jissu,tuki,実数_平成26年8月,2014,8,240,2.38,0.43,74.4,333186,327560,17021,3783,13238,9667,300872,295632,5626,299059,253043,72798,9296,20359,8265,5977,18474,26029,509,37494,53843
meimoku,nen,対前年（同期・同月）名目増加率_平成22年平均,2010,,-,-,-,-,-7.4,-6.5,27.5,-4.6,58.9,-32.1,-8.1,-8,-28.9,-9.4,-4,-2.4,-9.1,1.4,-7.1,-11.2,-7.3,2.1,400.8,3.3,-11.6
meimoku,nen,対前年（同期・同月）名目増加率_平成23年平均,2011,,-,-,-,-,0.3,0.7,-14.2,7.6,-27.1,23.3,1.6,2.2,-12.9,1.5,-1.4,2.6,-10.9,-7,6.9,3.8,3.9,-9.9,-7,-6.8,2.4
meimoku,nen,対前年（同期・同月）名目増加率_平成24年平均,2012,,-,-,-,-,-2.5,-2.6,18.8,10.6,25.9,-5.4,-4.5,-4.2,1.5,-2.1,3.5,2,23.8,12.1,-4,5,4.3,10.9,83.2,-7,-2.2
meimoku,nen,対前年（同期・同月）名目増加率_平成25年平均,2013,,-,-,-,-,1.6,0.1,0.4,-32.5,25.5,11.1,-0.3,0.2,52.1,-0.5,3,-0.8,9.6,4.1,7,-0.9,1.2,1.5,-64.7,5,8.6
meimoku,sihan,対前年（同期・同月）名目増加率_平成25年4～6月,2013,4～6,-,-,-,-,0,-5.6,-51.5,-68.7,-25.2,-5.2,-1.2,1.4,268.1,-3.2,0.5,-0.7,5.1,-1.4,15.6,4.3,11.2,-5.1,-63.8,-2.6,5.9
meimoku,sihan,対前年（同期・同月）名目増加率_平成25年7～9月,2013,7～9,-,-,-,-,-3.9,-2.6,44.5,10.2,67.2,30.4,-10,-6.6,-30.6,-10.6,7.9,4,1.3,15.4,20,-0.2,-6.8,-4,-68.2,18.4,20.7
meimoku,sihan,対前年（同期・同月）名目増加率_平成25年10～12月,2013,10～12,-,-,-,-,12.5,13.3,82,181.1,62.6,77.5,5.5,2.7,-22.7,15.2,-0.7,-2.8,19.3,1.9,-14.7,-12.7,3.7,-10.9,-46.1,-6.1,4.9
meimoku,sihan,対前年（同期・同月）名目増加率_平成26年1～3月,2014,1～3,-,-,-,-,-4.8,-6,81.7,45.3,96.7,26.7,-16.2,-19.4,28.3,-3.9,3.4,1.4,34.2,3.4,21.7,-2.5,-3.5,7.2,-13,-5.5,0.9
meimoku,sihan,対前年（同期・同月）名目増加率_平成26年4～6月,2014,4～6,-,-,-,-,-11.9,-6.8,94.8,-28.3,173.5,4.9,-12,-14.1,-74.4,-10.7,-7.1,-2.6,-28.9,-2.4,9.9,-0.7,-20.3,3.2,-60.7,8.3,-13.7
meimoku,tuki,対前年（同期・同月）名目増加率_平成25年8月,2013,8,-,-,-,-,-3.3,-1.6,69.2,21.3,98.1,1.7,-4.7,-5.1,-57,-4.2,-11.4,5.2,-57.4,11.7,43,-5.8,-10.5,-42,200,5.7,-4.1
meimoku,tuki,対前年（同期・同月）名目増加率_平成25年9月,2013,9,-,-,-,-,18,20.7,40.6,30,45.5,80.8,-31.2,-27.5,2.9,-24.7,18.6,3.8,95.3,18.4,-3.9,23.7,0.6,26.6,-88.4,38.8,23.7
meimoku,tuki,対前年（同期・同月）名目増加率_平成25年10月,2013,10,-,-,-,-,12.9,12.7,100.5,126.5,94.2,37.2,7.7,7.3,39.4,16.7,-4,-0.7,14.7,1.8,-7.5,-9.7,12.8,-20.8,-75.6,1.5,-15.8
meimoku,tuki,対前年（同期・同月）名目増加率_平成25年11月,2013,11,-,-,-,-,24.1,39.8,74.1,71.2,74.9,50.4,-15.3,-73.5,-38.4,33.3,7.1,-1.8,57.7,10.7,-0.2,-11.7,-2.4,-8.6,473.3,-7.6,24.9
meimoku,tuki,対前年（同期・同月）名目増加率_平成25年12月,2013,12,-,-,-,-,10.7,11.4,76.2,379.6,37.8,208.7,4.1,0.5,-29.9,11.9,-3.8,-5,4.1,-4.8,-29.6,-17,0.5,-3.5,500,-13.3,6.2
meimoku,tuki,対前年（同期・同月）名目増加率_平成26年1月,2014,1,-,-,-,-,19.8,34.4,104.6,142.5,91.8,4.9,-33.5,-62.7,-35.2,28.2,-0.9,1.3,33.6,1.5,49.8,-26.7,0.8,-9.6,-56.8,-21,0.8
meimoku,tuki,対前年（同期・同月）名目増加率_平成26年2月,2014,2,-,-,-,-,-11.3,-11.8,50.8,8.5,70.9,55.9,-15.5,-16.6,72.2,-9.1,-0.5,-3.9,42.6,1.2,-18.8,10.3,9.6,4.4,2.6,-27.7,5.8
meimoku,tuki,対前年（同期・同月）名目増加率_平成26年3月,2014,3,-,-,-,-,34.3,23.2,94.4,-4.4,137.6,16.9,-21.7,-70.3,97,44.1,10.9,6.2,28.6,7.8,44.7,18.2,-16.6,28,127.8,32.7,-2.8
meimoku,tuki,対前年（同期・同月）名目増加率_平成26年4月,2014,4,-,-,-,-,-12.3,-11.5,81.5,-24.7,197.1,-14.2,-13.9,-14.3,-36.1,-9.3,0.4,-6.1,36.7,2.3,28.6,15.1,-3.2,19.1,-85.9,4.3,-9.8
meimoku,tuki,対前年（同期・同月）名目増加率_平成26年5月,2014,5,-,-,-,-,50.9,82,122.5,5.2,200.1,54.8,66.2,8.8,-68.8,...,-13.4,-1.9,-72.7,-8.1,-10.9,-5,-34.3,5.8,444.9,2.2,-3.1
meimoku,tuki,対前年（同期・同月）名目増加率_平成26年6月,2014,6,-,-,-,-,-16.8,-8.9,86.4,-57.6,150.2,-9.5,-13,-14.5,-85.9,-18.8,-8.2,0.2,-22.3,-1.7,19.8,-11.5,-23.8,-11.9,43.8,19.2,-25.7
meimoku,tuki,対前年（同期・同月）名目増加率_平成26年7月,2014,7,-,-,-,-,26,25.9,6.6,-55.4,43.1,-6.6,90.1,2,27.3,552,-7.1,-2.4,-9,-4.7,-37.4,-24.4,-0.8,17.2,-47.5,-11.8,-9.2
meimoku,tuki,対前年（同期・同月）名目増加率_平成26年8月,2014,8,-,-,-,-,1.2,0.8,-25.1,-38.3,-20.3,48.2,1.8,1.4,28.1,3.1,-9,-3.2,-53.8,-6.1,-42.7,-14.8,-4.7,23.9,99.6,28.3,-22.9
jissitu,nen,対前年（同期・同月）実質増加率_平成22年平均,2010,,-,-,-,-,-6.5,-5.6,28.8,-3.6,60.5,-31.4,-7.2,-7.1,-28.2,-8.5,-3,-2,-8.5,3.7,-3,-9.8,-6.8,1.9,426.1,4.9,-
jissitu,nen,対前年（同期・同月）実質増加率_平成23年平均,2011,,-,-,-,-,0.8,1.2,-13.8,8.1,-26.7,23.9,2.1,2.7,-12.5,2,-0.9,3.3,-10.4,-9.4,13.2,3.4,4.5,-10.4,-7,-3.5,-
jissitu,nen,対前年（同期・同月）実質増加率_平成24年平均,2012,,-,-,-,-,-2,-2.1,19.4,11.2,26.5,-4.9,-4,-3.7,2,-1.6,4,2.7,24.5,5.6,1.9,5.2,4.6,11,82.7,-4.6,-
jissitu,nen,対前年（同期・同月）実質増加率_平成25年平均,2013,,-,-,-,-,1.4,-0.1,0.2,-32.6,25.2,10.9,-0.5,0,51.8,-0.7,2.8,-0.4,10.2,-1.6,9.7,-0.5,1.8,1.1,-64.8,6.1,-
jissitu,sihan,対前年（同期・同月）実質増加率_平成25年4～6月,2013,4～6,-,-,-,-,0.2,-5.4,-51.4,-68.6,-25.1,-5,-1,1.6,268.8,-3,0.7,1.1,5.5,-8,18.7,4.2,11.6,-5.4,-63.9,-1,-
jissitu,sihan,対前年（同期・同月）実質増加率_平成25年7～9月,2013,7～9,-,-,-,-,-4.6,-3.3,43.5,9.4,66,29.5,-10.6,-7.2,-31.1,-11.2,7.1,3.2,1.9,7.6,22.3,0,-6,-5,-68.3,19.4,-
jissitu,sihan,対前年（同期・同月）実質増加率_平成25年10～12月,2013,10～12,-,-,-,-,11.2,12,79.8,177.8,60.7,75.4,4.2,1.5,-23.6,13.8,-1.9,-4.4,19.9,-2.4,-14.8,-12.4,4.6,-11.7,-46.3,-6.8,-
jissitu,sihan,対前年（同期・同月）実質増加率_平成26年1～3月,2014,1～3,-,-,-,-,-6.1,-7.3,79.2,43.3,94,25,-17.4,-20.5,26.5,-5.2,2,0,34.7,-1.7,19,-3.3,-2.5,6.2,-13.5,-7,-
jissitu,sihan,対前年（同期・同月）実質増加率_平成26年4～6月,2014,4～6,-,-,-,-,-15.1,-10.2,87.7,-30.9,163.5,1.1,-15.2,-17.2,-75.3,-14,-10.5,-7,-29.3,-9.1,4.9,-2.3,-21.1,0.3,-61.8,3.4,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成25年8月,2013,8,-,-,-,-,-4.1,-2.4,67.9,20.3,96.5,0.9,-5.5,-5.9,-57.3,-5,-12.1,4.6,-57.1,3.1,45.9,-5.5,-9.7,-42.6,199.1,6.4,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成25年9月,2013,9,-,-,-,-,16.9,19.6,39.3,28.8,44.2,79.2,-31.8,-28.1,2,-25.4,17.5,2.1,96.3,13.2,-2.7,23.8,1.6,25.2,-88.4,39.9,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成25年10月,2013,10,-,-,-,-,11.9,11.7,98.7,124.5,92.5,36,6.7,6.3,38.2,15.7,-4.9,-2.1,15.4,-2.9,-6.3,-9.3,13.9,-21.3,-75.7,1.6,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成25年11月,2013,11,-,-,-,-,22.4,37.9,71.7,68.8,72.5,48.3,-16.5,-73.9,-39.3,31.5,5.6,-3.7,58.5,5.9,-0.6,-11.4,-1.5,-9.7,471.6,-8.7,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成25年12月,2013,12,-,-,-,-,9.2,9.9,73.8,373,35.9,204.4,2.7,-0.9,-30.9,10.4,-5.1,-6.9,4.6,-8.3,-30.4,-16.8,1.4,-4.5,498.2,-14.6,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成26年1月,2014,1,-,-,-,-,18.5,32.9,102.4,139.9,89.7,3.8,-34.2,-63.1,-35.9,26.8,-2,0.8,34.1,-2.6,46,-27.1,1.6,-10.6,-56.9,-22,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成26年2月,2014,2,-,-,-,-,-12.7,-13.2,48.4,6.8,68.2,53.4,-16.8,-17.9,69.5,-10.5,-2.1,-5.5,43.3,-3.8,-20.9,8.2,10.8,3.7,2,-28.9,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成26年3月,2014,3,-,-,-,-,32.1,21.1,91.2,-6,133.6,14.9,-23,-70.8,93.7,41.7,9,3.9,29.1,1.6,42,18.1,-15.8,26.9,125.8,30.4,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成26年4月,2014,4,-,-,-,-,-15.4,-14.7,75,-27.4,186.5,-17.3,-17,-17.4,-38.4,-12.5,-3.2,-10.1,36.2,-3.8,23.3,12.8,-4.3,15.7,-86.3,-0.8,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成26年5月,2014,5,-,-,-,-,45.1,75,113.9,1.2,188.6,48.8,59.8,4.6,-70,-,-16.7,-6.7,-72.9,-15.5,-15.2,-6.6,-35,2.6,430.1,-1.8,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成26年6月,2014,6,-,-,-,-,-19.9,-12.3,79.4,-59.2,140.8,-12.9,-16.3,-17.7,-86.4,-21.8,-11.6,-4.2,-22.8,-8.3,14,-12.5,-24.7,-14.5,39.9,13.5,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成26年7月,2014,7,-,-,-,-,21.7,21.6,3,-56.9,38.3,-9.8,83.7,-1.4,23,530,-10.2,-6,-10.1,-10,-39.7,-25.6,-2.2,13.6,-48.9,-15.9,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成26年8月,2014,8,-,-,-,-,-2.2,-2.6,-27.6,-40.4,-23,43.2,-1.6,-2,23.8,-0.4,-12.1,-7.1,-54.3,-10.6,-44.7,-17.2,-6,20.8,94.2,22.7,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東京都生計分析調査　平成26年8月,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
主要指標３　―無職世帯―,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
