項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,都平均／持家／実数（円）,都平均／持家／構成比（％）,300万円未満／実数（円）,300万円未満／構成比（％）,300万円未満／持家／実数（円）,300万円未満／持家／構成比（％）,300万円以上／実数（円）,300万円以上／構成比（％）,300万円以上／持家／実数（円）,300万円以上／持家／構成比（％）,（再掲）持家以外／実数（円）,（再掲）持家以外／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,-,9336,-,2019,-,1716,-,7981,-,7620,-,664,-
0,0,0,0,0,調査世帯数,230,-,-,214,-,47,-,39,-,183,-,175,-,16,-
0,0,0,0,0,世帯人員,2.3,-,-,2.31,-,2.17,-,2.19,-,2.33,-,2.33,-,2.14,-
0,0,0,0,0,有業人員,0.39,-,-,0.39,-,0.28,-,0.3,-,0.42,-,0.41,-,0.45,-
0,0,0,0,0,世帯主平均年齢,74.1,-,-,74.1,-,72.6,-,72.6,-,74.5,-,74.4,-,74.7,-
1,0,0,0,0,受取,564525,-,17.8,583873,-,293117,-,298683,-,633191,-,648096,-,292505,-
1,1,0,0,0,実収入,45143,100,26,44750,100,32937,100,36499,100,48231,100,46608,100,50668,100
1,2,0,0,0,経常収入,40844,90.5,25.9,40155,89.7,31927,96.9,35326,96.8,43101,89.4,41242,88.5,50537,99.7
1,3,0,0,0,勤め先収入,16670,36.9,6.6,15420,34.5,1064,3.2,1251,3.4,20618,42.7,18610,39.9,34249,67.6
1,4,0,0,0,世帯主収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,6,0,0,0,うち男,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,定期収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,臨時収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,賞与,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,4,0,0,0,世帯主の配偶者の収入,2587,5.7,-55.4,2083,4.7,-,-,-,-,3241,6.7,2552,5.5,9674,19.1
1,6,0,0,0,うち女,2587,5.7,-55.4,2083,4.7,-,-,-,-,3241,6.7,2552,5.5,9674,19.1
1,4,0,0,0,他の世帯員収入,14083,31.2,43.1,13337,29.8,1064,3.2,1251,3.4,17377,36,16058,34.5,24575,48.5
1,3,0,0,0,事業・内職収入,7499,16.6,-6.6,7619,17,6339,19.2,5814,15.9,7793,16.2,8025,17.2,5821,11.5
1,4,0,0,0,家賃収入,4700,10.4,42.5,5034,11.2,-,-,-,-,5889,12.2,6168,13.2,-,-
1,4,0,0,0,他の事業収入,307,0.7,-79.1,329,0.7,1519,4.6,1788,4.9,-,-,-,-,-,-
1,4,0,0,0,内職収入,2492,5.5,-23.5,2256,5,4819,14.6,4026,11,1904,3.9,1857,4,5821,11.5
1,3,0,0,0,他の経常収入,16675,36.9,90.1,17117,38.3,24525,74.5,28261,77.4,14689,30.5,14607,31.3,10467,20.7
1,4,0,0,0,財産収入,8179,18.1,576,8761,19.6,68,0.2,80,0.2,10231,21.2,10715,23,-,-
1,4,0,0,0,社会保障給付,7626,16.9,2,7917,17.7,24456,74.3,28181,77.2,3368,7,3354,7.2,3538,7
1,5,0,0,0,公的年金給付,6645,14.7,18.1,7118,15.9,23950,72.7,28181,77.2,2267,4.7,2374,5.1,-,-
1,5,0,0,0,他の社会保障給付,981,2.2,-47,799,1.8,506,1.5,-,-,1101,2.3,979,2.1,3538,7
1,4,0,0,0,仕送り金,870,1.9,935.7,439,1,-,-,-,-,1090,2.3,538,1.2,6930,13.7
1,2,0,0,0,特別収入,4299,9.5,27.3,4595,10.3,1010,3.1,1173,3.2,5131,10.6,5366,11.5,131,0.3
1,3,0,0,0,受贈金,995,2.2,-20.7,1066,2.4,76,0.2,89,0.2,1228,2.5,1286,2.8,-,-
1,3,0,0,0,他の特別収入,3303,7.3,55.5,3529,7.9,935,2.8,1084,3,3903,8.1,4080,8.8,131,0.3
1,1,0,0,0,実収入以外の受取(繰入金を除く),433377,-,23,449689,-,204765,-,204308,-,491215,-,504947,-,204037,-
1,2,0,0,0,預貯金引出,288891,-,-6.7,295648,-,195541,-,195660,-,312508,-,318165,-,193887,-
1,2,0,0,0,保険金,17680,-,457.7,18937,-,-,-,-,-,22153,-,23202,-,-,-
1,3,0,0,0,個人・企業年金保険金,2342,-,-26.1,2508,-,-,-,-,-,2934,-,3073,-,-,-
1,3,0,0,0,他の保険金,15338,-,...,16429,-,-,-,-,-,19219,-,20129,-,-,-
1,2,0,0,0,有価証券売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,他の借入金,60,-,...,64,-,-,-,-,-,75,-,78,-,-,-
1,2,0,0,0,分割払購入借入金,20,-,-98.3,22,-,-,-,-,-,25,-,27,-,-,-
1,2,0,0,0,一括払購入借入金,28407,-,-24.8,29711,-,9224,-,8648,-,33261,-,34454,-,10080,-
1,2,0,0,0,土地家屋売却,97960,-,...,104928,-,-,-,-,-,122744,-,128557,-,-,-
1,2,0,0,0,実収入以外の受取のその他,359,-,-23.6,380,-,-,-,-,-,450,-,465,-,69,-
1,1,0,0,0,繰入金,86005,-,-5.7,89434,-,55416,-,57875,-,93744,-,96541,-,37800,-
2,0,0,0,0,支払,564525,-,17.8,583873,-,293117,-,298683,-,633191,-,648096,-,292505,-
2,1,0,0,0,実支出,325757,-,-4.1,333369,-,190693,-,184500,-,359928,-,366894,-,218739,-
2,2,0,0,0,生計支出,300538,-,-2.1,307208,-,177385,-,170460,-,331696,-,338004,-,206759,-
2,3,0,0,0,消費支出,285334,100,-7.1,290922,100,177385,100,170460,100,312644,100,318050,100,206759,100
2,4,1,0,0,食料,72006,25.2,-2.4,73074,25.1,61052,34.4,61316,36,74778,23.9,75723,23.8,56988,27.6
2,5,1,1,0,穀類,5800,2,-8.1,5777,2,5086,2.9,4790,2.8,5980,1.9,6000,1.9,6116,3
2,6,1,1,1,米類,1864,0.7,-22.2,1862,0.6,1546,0.9,1488,0.9,1945,0.6,1947,0.6,1891,0.9
2,6,1,1,2,パン,2372,0.8,3.4,2350,0.8,2111,1.2,1901,1.1,2438,0.8,2451,0.8,2679,1.3
2,6,1,1,3,めん類,1305,0.5,-5.6,1306,0.4,1238,0.7,1208,0.7,1322,0.4,1328,0.4,1296,0.6
2,6,1,1,4,他の穀類,259,0.1,10.7,259,0.1,192,0.1,192,0.1,276,0.1,274,0.1,251,0.1
2,5,1,2,0,魚介類,6921,2.4,-2.3,7069,2.4,5464,3.1,5614,3.3,7290,2.3,7397,2.3,4841,2.3
2,6,1,2,1,生鮮魚介,4100,1.4,-4.6,4192,1.4,3090,1.7,3218,1.9,4356,1.4,4411,1.4,2815,1.4
2,6,1,2,2,塩干魚介,1272,0.4,-0.9,1296,0.4,1073,0.6,1092,0.6,1322,0.4,1342,0.4,931,0.5
2,6,1,2,3,魚肉練製品,614,0.2,-2.4,623,0.2,592,0.3,578,0.3,619,0.2,634,0.2,482,0.2
2,6,1,2,4,他の魚介加工品,936,0.3,6.8,959,0.3,708,0.4,726,0.4,993,0.3,1011,0.3,613,0.3
2,5,1,3,0,肉類,6286,2.2,10.4,6408,2.2,5200,2.9,5515,3.2,6561,2.1,6609,2.1,4578,2.2
2,6,1,3,1,生鮮肉,4976,1.7,15.4,5098,1.8,3951,2.2,4248,2.5,5235,1.7,5289,1.7,3256,1.6
2,6,1,3,2,加工肉,1311,0.5,-5,1310,0.5,1249,0.7,1267,0.7,1326,0.4,1319,0.4,1322,0.6
2,5,1,4,0,乳卵類,4007,1.4,8.1,4071,1.4,3398,1.9,3296,1.9,4161,1.3,4245,1.3,3117,1.5
2,6,1,4,1,牛乳,1568,0.5,1.2,1600,0.5,1412,0.8,1382,0.8,1607,0.5,1649,0.5,1123,0.5
2,6,1,4,2,乳製品,1714,0.6,14.3,1744,0.6,1405,0.8,1378,0.8,1792,0.6,1827,0.6,1282,0.6
2,6,1,4,3,卵,726,0.3,10.5,727,0.2,580,0.3,535,0.3,762,0.2,770,0.2,712,0.3
2,5,1,5,0,野菜・海藻,11350,4,-2.9,11411,3.9,10545,5.9,10661,6.3,11554,3.7,11580,3.6,10496,5.1
2,6,1,5,1,生鮮野菜,8069,2.8,-2.2,8137,2.8,7480,4.2,7633,4.5,8218,2.6,8250,2.6,7117,3.4
2,6,1,5,2,乾物・海藻,679,0.2,-4.9,676,0.2,568,0.3,510,0.3,707,0.2,714,0.2,712,0.3
2,6,1,5,3,大豆加工品,1338,0.5,-1.6,1344,0.5,1298,0.7,1312,0.8,1348,0.4,1351,0.4,1251,0.6
2,6,1,5,4,他の野菜・海藻加工品,1265,0.4,-7.7,1254,0.4,1198,0.7,1205,0.7,1281,0.4,1265,0.4,1416,0.7
2,5,1,6,0,果物,4336,1.5,-2.5,4382,1.5,4412,2.5,4598,2.7,4317,1.4,4333,1.4,3700,1.8
2,6,1,6,1,生鮮果物,4070,1.4,-4.2,4122,1.4,4112,2.3,4275,2.5,4059,1.3,4087,1.3,3337,1.6
2,6,1,6,2,果物加工品,267,0.1,36.2,260,0.1,300,0.2,323,0.2,258,0.1,245,0.1,363,0.2
2,5,1,7,0,油脂・調味料,3329,1.2,3.4,3398,1.2,2775,1.6,2765,1.6,3469,1.1,3540,1.1,2359,1.1
2,6,1,7,1,油脂,414,0.1,27.8,422,0.1,245,0.1,259,0.2,456,0.1,459,0.1,296,0.1
2,6,1,7,2,調味料,2915,1,0.6,2976,1,2530,1.4,2506,1.5,3013,1,3081,1,2063,1
2,5,1,8,0,菓子類,4890,1.7,2.2,4872,1.7,4177,2.4,3860,2.3,5071,1.6,5100,1.6,5145,2.5
2,5,1,9,0,調理食品,9493,3.3,1.4,9590,3.3,8054,4.5,8376,4.9,9857,3.2,9863,3.1,8132,3.9
2,6,1,9,1,主食的調理食品,3785,1.3,-1.4,3821,1.3,3463,2,3463,2,3867,1.2,3902,1.2,3283,1.6
2,6,1,9,2,他の調理食品,5708,2,3.4,5769,2,4591,2.6,4913,2.9,5990,1.9,5961,1.9,4849,2.3
2,5,1,10,0,飲料,4336,1.5,0.7,4403,1.5,3414,1.9,3295,1.9,4570,1.5,4652,1.5,3402,1.6
2,6,1,10,1,茶類,1019,0.4,-5.9,1052,0.4,1118,0.6,1175,0.7,994,0.3,1024,0.3,557,0.3
2,6,1,10,2,コーヒー・ココア,596,0.2,-2.1,607,0.2,449,0.3,438,0.3,633,0.2,644,0.2,449,0.2
2,6,1,10,3,他の飲料,2721,1,4.2,2744,0.9,1847,1,1682,1,2942,0.9,2984,0.9,2395,1.2
2,5,1,11,0,酒類,2685,0.9,-22.1,2769,1,2894,1.6,2953,1.7,2632,0.8,2728,0.9,1502,0.7
2,5,1,12,0,外食,8573,3,-12,8926,3.1,5635,3.2,5594,3.3,9316,3,9677,3,3601,1.7
2,6,1,12,1,一般外食,8514,3,-11.6,8863,3,5521,3.1,5460,3.2,9271,3,9630,3,3601,1.7
2,6,1,12,2,学校給食,59,0,-50,63,0,114,0.1,134,0.1,45,0,47,0,-,-
2,4,2,0,0,住居,26720,9.4,-9,24276,8.3,15690,8.8,5086,3,29511,9.4,28597,9,61087,29.5
2,5,2,1,0,家賃地代,8182,2.9,10.6,4424,1.5,14146,8,3279,1.9,6673,2.1,4682,1.5,61015,29.5
2,5,2,2,0,設備修繕・維持,18539,6.5,-15.6,19852,6.8,1544,0.9,1807,1.1,22838,7.3,23916,7.5,72,0
2,6,2,2,1,設備材料,11353,4,149.1,12155,4.2,464,0.3,536,0.3,14108,4.5,14772,4.6,72,0
2,6,2,2,2,工事その他のサービス,7186,2.5,-58.7,7697,2.6,1081,0.6,1271,0.7,8730,2.8,9144,2.9,-,-
2,4,3,0,0,光熱・水道,17860,6.3,-4.7,18264,6.3,14063,7.9,14530,8.5,18821,6,19106,6,12175,5.9
2,5,3,1,0,電気代,8310,2.9,-1.2,8500,2.9,6433,3.6,6609,3.9,8785,2.8,8925,2.8,5640,2.7
2,5,3,2,0,ガス代,4935,1.7,-6.4,5037,1.7,4182,2.4,4381,2.6,5125,1.6,5185,1.6,3497,1.7
2,5,3,3,0,他の光熱,114,0,660,121,0,14,0,7,0,140,0,146,0,25,0
2,5,3,4,0,上下水道料,4502,1.6,-10.7,4608,1.6,3434,1.9,3533,2.1,4772,1.5,4849,1.5,3013,1.5
2,4,4,0,0,家具・家事用品,9048,3.2,-37.4,8747,3,5959,3.4,6285,3.7,9830,3.1,9301,2.9,13288,6.4
2,5,4,1,0,家庭用耐久財,2486,0.9,-57.5,2021,0.7,373,0.2,385,0.2,3021,1,2389,0.8,9031,4.4
2,6,4,1,1,家事用耐久財,792,0.3,-54.4,686,0.2,164,0.1,193,0.1,951,0.3,798,0.3,2275,1.1
2,6,4,1,2,冷暖房用器具,1470,0.5,-64.1,1094,0.4,209,0.1,192,0.1,1789,0.6,1297,0.4,6756,3.3
2,6,4,1,3,一般家具,225,0.1,675.9,240,0.1,-,-,-,-,281,0.1,295,0.1,-,-
