項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,2人／実数（円）,2人／構成比（％）,3人／実数（円）,3人／構成比（％）,4人／実数（円）,4人／構成比（％）,5人以上／実数（円）,5人以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,2596,-,2702,-,3612,-,1090,-
0,0,0,0,0,調査世帯数,364,-,95,-,96,-,132,-,41,-
0,0,0,0,0,世帯人員,3.34,-,2,-,3,-,4,-,5.18,-
0,0,0,0,0,有業人員,1.6,-,1.42,-,1.63,-,1.66,-,1.8,-
0,0,0,0,0,世帯主平均年齢,48.7,-,53.4,-,48.4,-,46.8,-,44.9,-
1,0,0,0,0,受取,1026088,-,881708,-,926360,-,1113780,-,1326380,-
1,1,0,0,0,実収入,519617,100,443931,100,466656,100,560457,100,695720,100
1,2,0,0,0,経常収入,514570,99,439124,98.9,464891,99.6,552926,98.7,690199,99.2
1,3,0,0,0,勤め先収入,470947,90.6,402358,90.6,423810,90.8,512819,91.5,612304,88
1,4,0,0,0,世帯主収入,421506,81.1,355575,80.1,382647,82,458518,81.8,552126,79.4
1,6,0,0,0,うち男,402448,77.5,319443,72,369041,79.1,441898,78.8,552126,79.4
1,5,0,0,0,定期収入,414068,79.7,349976,78.8,370815,79.5,452331,80.7,547055,78.6
1,5,0,0,0,臨時収入,4946,1,5599,1.3,2610,0.6,6186,1.1,5071,0.7
1,5,0,0,0,賞与,2491,0.5,-,-,9222,2,-,-,-,-
1,4,0,0,0,世帯主の配偶者の収入,43270,8.3,36736,8.3,37188,8,48405,8.6,56881,8.2
1,6,0,0,0,うち女,42153,8.1,36736,8.3,37188,8,45314,8.1,56881,8.2
1,4,0,0,0,他の世帯員収入,6171,1.2,10046,2.3,3976,0.9,5896,1.1,3297,0.5
1,3,0,0,0,事業・内職収入,7130,1.4,5980,1.3,8284,1.8,6494,1.2,9111,1.3
1,4,0,0,0,家賃収入,1399,0.3,642,0.1,1988,0.4,796,0.1,3736,0.5
