項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,調査世帯数,723,-,-,101,-,107,-,101,-,106,-,105,-,100,-,103,-
0,世帯人員,2.99,-,-,2.57,-,2.8,-,2.89,-,2.96,-,3.19,-,3.15,-,3.39,-
0,有業人員,1.29,-,-,1.03,-,1.23,-,1.12,-,1.31,-,1.46,-,1.42,-,1.43,-
0,世帯主平均年齢,58.1,-,-,59.3,-,62,-,60.9,-,58.2,-,57,-,52.5,-,56.8,-
0,消費支出,287887,100,-2.2,103093,100,151843,100,193173,100,232002,100,287197,100,363800,100,680761,100
2,基礎的支出,159742,55.5,3.4,77392,75.1,108901,71.7,128391,66.5,145068,62.5,170865,59.5,185528,51,300850,44.2
3,選択的支出,128145,44.5,-8.5,25701,24.9,42942,28.3,64782,33.5,86933,37.5,116331,40.5,178272,49,379911,55.8
1,食料,74386,25.8,-3.8,45494,44.1,55573,36.6,64434,33.4,71087,30.6,82175,28.6,92555,25.4,109013,16
2,基礎的支出,58378,20.3,-0.8,39731,38.5,47127,31,53141,27.5,56486,24.3,67785,23.6,64700,17.8,79472,11.7
3,選択的支出,16008,5.6,-13.3,5763,5.6,8446,5.6,11292,5.8,14600,6.3,14390,5,27854,7.7,29541,4.3
1,住居,24962,8.7,5.2,3301,3.2,6884,4.5,12869,6.7,15331,6.6,28575,9.9,32754,9,74610,11
2,基礎的支出,23420,8.1,8.2,2777,2.7,6884,4.5,12185,6.3,13685,5.9,25509,8.9,29415,8.1,73090,10.7
3,選択的支出,1542,0.5,-25.5,524,0.5,-,-,684,0.4,1646,0.7,3067,1.1,3339,0.9,1520,0.2
1,光熱・水道,32018,11.1,2.3,19258,18.7,29493,19.4,30108,15.6,33123,14.3,37933,13.2,34057,9.4,40070,5.9
2,基礎的支出,32018,11.1,2.3,19258,18.7,29493,19.4,30108,15.6,33123,14.3,37933,13.2,34057,9.4,40070,5.9
3,選択的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,家具・家事用品,10734,3.7,11.4,2794,2.7,4846,3.2,6277,3.2,5916,2.5,11076,3.9,14491,4,29583,4.3
2,基礎的支出,6279,2.2,16.4,2130,2.1,3520,2.3,4804,2.5,4522,1.9,5837,2,8767,2.4,14305,2.1
3,選択的支出,4455,1.5,5,665,0.6,1326,0.9,1473,0.8,1394,0.6,5239,1.8,5724,1.6,15278,2.2
1,被服及び履物,11352,3.9,-12.6,2790,2.7,3621,2.4,5545,2.9,7530,3.2,11525,4,16829,4.6,31438,4.6
2,基礎的支出,829,0.3,0.6,346,0.3,744,0.5,1009,0.5,576,0.2,818,0.3,1010,0.3,1301,0.2
3,選択的支出,10522,3.7,-13.5,2443,2.4,2877,1.9,4537,2.3,6954,3,10707,3.7,15819,4.3,30137,4.4
1,保健医療,14435,5,4.1,5190,5,6672,4.4,9395,4.9,12332,5.3,11854,4.1,18082,5,37337,5.5
2,基礎的支出,9718,3.4,9.7,4470,4.3,5597,3.7,8039,4.2,10277,4.4,8376,2.9,12027,3.3,19158,2.8
3,選択的支出,4718,1.6,-5.7,720,0.7,1076,0.7,1356,0.7,2055,0.9,3478,1.2,6055,1.7,18178,2.7
1,交通・通信,30687,10.7,-9.5,8839,8.6,13192,8.7,17965,9.3,21983,9.5,24890,8.7,43707,12,83777,12.3
2,基礎的支出,7941,2.8,-2.4,2494,2.4,4042,2.7,5637,2.9,7266,3.1,6380,2.2,11265,3.1,18411,2.7
3,選択的支出,22746,7.9,-11.7,6344,6.2,9150,6,12329,6.4,14717,6.3,18509,6.4,32442,8.9,65365,9.6
1,教育,12178,4.2,-3.5,454,0.4,1649,1.1,2235,1.2,3662,1.6,4902,1.7,11206,3.1,60796,8.9
2,基礎的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,選択的支出,12178,4.2,-3.5,454,0.4,1649,1.1,2235,1.2,3662,1.6,4902,1.7,11206,3.1,60796,8.9
1,教養娯楽,28848,10,-16.2,6792,6.6,13032,8.6,18119,9.4,24112,10.4,30207,10.5,35995,9.9,73307,10.8
2,基礎的支出,7275,2.5,-8.3,3349,3.2,5116,3.4,6380,3.3,8892,3.8,7427,2.6,8954,2.5,10766,1.6
3,選択的支出,21574,7.5,-18.6,3444,3.3,7915,5.2,11739,6.1,15220,6.6,22780,7.9,27042,7.4,62541,9.2
1,その他の消費支出,48286,16.8,8.1,8180,7.9,16882,11.1,26226,13.6,36927,15.9,44059,15.3,64124,17.6,140831,20.7
2,基礎的支出,13884,4.8,21.1,2836,2.8,6379,4.2,7089,3.7,10241,4.4,10799,3.8,15332,4.2,44277,6.5
3,選択的支出,34402,11.9,3.6,5344,5.2,10503,6.9,19137,9.9,26685,11.5,33260,11.6,48792,13.4,96554,14.2
,,,,,,,,,,,,,,,,,,
東京都生計分析調査　平成26年2月,,,,,,,,,,,,,,,,,,
第１５表　生計支出７分位階層別１世帯当たり１か月間の基礎的・選択的支出　―全世帯―,,,,,,,,,,,,,,,,,,
項目（0：世帯数等　1：品目　2：基礎的支出　3：選択的支出）,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
