項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,調査世帯数,738,-,-,104,-,106,-,104,-,107,-,102,-,109,-,106,-
0,世帯人員,2.98,-,-,2.63,-,2.62,-,2.96,-,2.84,-,3.31,-,3.11,-,3.42,-
0,有業人員,1.27,-,-,1.11,-,0.88,-,1.42,-,1.31,-,1.3,-,1.36,-,1.52,-
0,世帯主平均年齢,58.1,-,-,59.7,-,63.7,-,56.5,-,59.4,-,55.1,-,57.3,-,55.1,-
0,消費支出,366616,100,3.7,121875,100,189070,100,243908,100,294487,100,360571,100,467299,100,885318,100
2,基礎的支出,193917,52.9,8,90680,74.4,132846,70.3,148413,60.8,172264,58.5,187898,52.1,239508,51.3,384230,43.4
3,選択的支出,172698,47.1,-0.7,31194,25.6,56224,29.7,95495,39.2,122223,41.5,172674,47.9,227791,48.7,501088,56.6
1,食料,88242,24.1,1.9,51256,42.1,70101,37.1,76596,31.4,84371,28.7,90674,25.1,118931,25.5,125337,14.2
2,基礎的支出,68685,18.7,3.6,43749,35.9,59298,31.4,62450,25.6,67096,22.8,69733,19.3,87076,18.6,91103,10.3
3,選択的支出,19557,5.3,-3.3,7507,6.2,10803,5.7,14145,5.8,17275,5.9,20941,5.8,31856,6.8,34234,3.9
1,住居,29972,8.2,8.2,4698,3.9,10120,5.4,18636,7.6,16863,5.7,19117,5.3,34092,7.3,105835,12
2,基礎的支出,28544,7.8,10.6,4698,3.9,8378,4.4,17212,7.1,13492,4.6,17425,4.8,33517,7.2,104674,11.8
3,選択的支出,1429,0.4,-25.1,-,-,1743,0.9,1425,0.6,3370,1.1,1693,0.5,575,0.1,1162,0.1
1,光熱・水道,30358,8.3,5,20144,16.5,26804,14.2,28358,11.6,30785,10.5,33418,9.3,33964,7.3,38916,4.4
2,基礎的支出,30358,8.3,5,20144,16.5,26804,14.2,28358,11.6,30785,10.5,33418,9.3,33964,7.3,38916,4.4
3,選択的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,家具・家事用品,19430,5.3,80.1,3947,3.2,6375,3.4,9988,4.1,8750,3,14359,4,32614,7,59754,6.7
2,基礎的支出,10807,2.9,61.8,3299,2.7,4710,2.5,6322,2.6,6778,2.3,9842,2.7,19222,4.1,25383,2.9
3,選択的支出,8623,2.4,109.7,648,0.5,1665,0.9,3667,1.5,1973,0.7,4517,1.3,13392,2.9,34371,3.9
1,被服及び履物,19550,5.3,10,2784,2.3,9320,4.9,9169,3.8,15453,5.2,19636,5.4,27264,5.8,52942,6
2,基礎的支出,1219,0.3,24.5,440,0.4,968,0.5,687,0.3,489,0.2,1807,0.5,1511,0.3,2624,0.3
3,選択的支出,18331,5,9.1,2344,1.9,8352,4.4,8482,3.5,14964,5.1,17830,4.9,25753,5.5,50318,5.7
1,保健医療,17867,4.9,4.7,5712,4.7,10244,5.4,10049,4.1,17523,6,17641,4.9,23385,5,40289,4.6
2,基礎的支出,12061,3.3,9.6,3822,3.1,8644,4.6,7987,3.3,10695,3.6,13882,3.9,15393,3.3,23890,2.7
3,選択的支出,5806,1.6,-4.2,1891,1.6,1600,0.8,2062,0.8,6829,2.3,3759,1,7992,1.7,16399,1.9
1,交通・通信,44503,12.1,-1.8,10296,8.4,14635,7.7,26245,10.8,34547,11.7,37024,10.3,50939,10.9,137202,15.5
2,基礎的支出,9487,2.6,10.9,4438,3.6,5022,2.7,6688,2.7,12388,4.2,9107,2.5,11399,2.4,17253,1.9
3,選択的支出,35016,9.6,-4.7,5858,4.8,9613,5.1,19558,8,22160,7.5,27917,7.7,39540,8.5,119948,13.5
1,教育,14895,4.1,-14.9,850,0.7,1041,0.6,2460,1,5098,1.7,11842,3.3,11129,2.4,71525,8.1
2,基礎的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,選択的支出,14895,4.1,-14.9,850,0.7,1041,0.6,2460,1,5098,1.7,11842,3.3,11129,2.4,71525,8.1
1,教養娯楽,43724,11.9,8.2,8893,7.3,15343,8.1,26869,11,30472,10.3,47331,13.1,63960,13.7,112748,12.7
