区分,項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,755,-,-,107,-,107,-,112,-,113,-,109,-,102,-,105,-
0,0,世帯人員,2.98,-,-,2.6,-,2.7,-,3.02,-,3.1,-,2.98,-,3.23,-,3.24,-
0,0,有業人員,1.3,-,-,1.03,-,1.25,-,1.29,-,1.33,-,1.35,-,1.34,-,1.5,-
0,0,世帯主平均年齢,59.3,-,-,64.3,-,64.6,-,60.9,-,55.4,-,57.6,-,55.4,-,56.9,-
0,0,消費支出,280672,100,-4.4,101836,100,162254,100,201714,100,239193,100,290420,100,359616,100,607069,100
1,0,商品,150059,53.5,-5,75360,74,108895,67.1,119955,59.5,132133,55.2,160094,55.1,179729,50,273208,45
1,1,耐久財,10773,3.8,-46,1110,1.1,1879,1.2,3091,1.5,5203,2.2,4762,1.6,9995,2.8,49115,8.1
1,2,半耐久財,27949,10,-6.1,6461,6.3,11144,6.9,15757,7.8,23177,9.7,34412,11.8,35052,9.7,69316,11.4
1,3,非耐久財,111336,39.7,2.8,67790,66.6,95873,59.1,101106,50.1,103753,43.4,120920,41.6,134681,37.5,154777,25.5
1,0,サービス,130613,46.5,-3.6,26476,26,53359,32.9,81759,40.5,107060,44.8,130326,44.9,179888,50,333861,55
2,0,食料,89287,31.8,6,48827,47.9,69508,42.8,76053,37.7,81927,34.3,96107,33.1,113628,31.6,138504,22.8
2,3,非耐久財,68923,24.6,5.8,43040,42.3,58135,35.8,63556,31.5,65435,27.4,74173,25.5,82321,22.9,95526,15.7
2,4,サービス,20364,7.3,7,5787,5.7,11372,7,12496,6.2,16492,6.9,21934,7.6,31307,8.7,42977,7.1
2,0,住居,23168,8.3,-32,2194,2.2,6875,4.2,13140,6.5,24168,10.1,17595,6.1,29451,8.2,68433,11.3
2,1,耐久財,2260,0.8,-45.8,-,-,-,-,234,0.1,-,-,409,0.1,450,0.1,14645,2.4
2,2,半耐久財,158,0.1,-12.2,16,0,69,0,180,0.1,164,0.1,170,0.1,245,0.1,263,0
2,4,サービス,20749,7.4,-30.1,2178,2.1,6806,4.2,12726,6.3,24004,10,17016,5.9,28755,8,53525,8.8
2,0,光熱・水道（非耐久財）,20371,7.3,-2.5,13697,13.5,20181,12.4,20192,10,19854,8.3,20740,7.1,22666,6.3,25206,4.2
2,0,家具・家事用品,10857,3.9,-2.7,3129,3.1,5670,3.5,5956,3,8157,3.4,9470,3.3,13834,3.8,29646,4.9
2,1,耐久財,3999,1.4,-16.9,351,0.3,712,0.4,1380,0.7,2122,0.9,2476,0.9,6092,1.7,14785,2.4
2,2,半耐久財,3653,1.3,13.3,1282,1.3,2342,1.4,2004,1,3134,1.3,4009,1.4,3619,1,9141,1.5
2,3,非耐久財,2565,0.9,5.7,1380,1.4,2243,1.4,2243,1.1,2359,1,2369,0.8,3631,1,3717,0.6
2,4,サービス,640,0.2,-7.1,116,0.1,373,0.2,329,0.2,541,0.2,617,0.2,492,0.1,2003,0.3
2,0,被服及び履物,17581,6.3,-8.4,3939,3.9,7542,4.6,10816,5.4,14807,6.2,21694,7.5,22215,6.2,41856,6.9
2,2,半耐久財,16304,5.8,-8,3457,3.4,6999,4.3,9535,4.7,14180,5.9,20640,7.1,20625,5.7,38510,6.3
2,4,サービス,1277,0.5,-12.8,482,0.5,543,0.3,1280,0.6,628,0.3,1054,0.4,1589,0.4,3346,0.6
2,0,保健医療,17152,6.1,12.7,6214,6.1,8990,5.5,12394,6.1,14145,5.9,19008,6.5,24480,6.8,34687,5.7
2,1,耐久財,1008,0.4,-22.6,536,0.5,699,0.4,529,0.3,772,0.3,374,0.1,1316,0.4,2816,0.5
2,2,半耐久財,495,0.2,230,20,0,139,0.1,434,0.2,298,0.1,153,0.1,328,0.1,2077,0.3
2,3,非耐久財,4842,1.7,-0.7,2920,2.9,3774,2.3,4174,2.1,4300,1.8,6698,2.3,5552,1.5,6452,1.1
2,4,サービス,10808,3.9,21.6,2738,2.7,4378,2.7,7256,3.6,8776,3.7,11783,4.1,17283,4.8,23342,3.8
2,0,交通・通信,30389,10.8,-7.7,6879,6.8,14317,8.8,23319,11.6,25899,10.8,34210,11.8,40309,11.2,67476,11.1
2,1,耐久財,1001,0.4,-79.3,-,-,288,0.2,30,0,172,0.1,260,0.1,1267,0.4,4966,0.8
2,2,半耐久財,990,0.4,-18.2,58,0.1,175,0.1,566,0.3,583,0.2,1033,0.4,296,0.1,4192,0.7
2,3,非耐久財,2373,0.8,-4.5,603,0.6,1087,0.7,1696,0.8,2160,0.9,2878,1,3713,1,4457,0.7
