項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,夫婦のみの世帯／実数（円）,夫婦のみの世帯／構成比（％）,夫婦と未婚の子供から成る世帯／実数（円）,夫婦と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／実数（円）,一人親と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／実数（円）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／構成比（％）,その他／実数（円）,その他／構成比（％）,（再掲）夫婦共働き世帯／実数（円）,（再掲）夫婦共働き世帯／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,1848,-,6786,-,538,-,211,-,827,-,3926,-
0,0,0,0,0,調査世帯数,350,-,63,-,241,-,18,-,7,-,28,-,134,-
0,0,0,0,0,世帯人員,3.34,-,2,-,3.75,-,2.36,-,2.55,-,3.61,-,3.31,-
0,0,0,0,0,有業人員,1.63,-,1.53,-,1.65,-,1.53,-,1,-,1.75,-,2.17,-
0,0,0,0,0,世帯主平均年齢,47.5,-,50.3,-,45.6,-,52.6,-,42.7,-,53.2,-,47.4,-
1,0,0,0,0,受取,1035634,-,1000988,-,1098065,-,534638,-,426300,-,926978,-,1124212,-
1,1,0,0,0,実収入,539310,100,543087,100,570754,100,252045,100,173117,100,459912,100,607468,100
1,2,0,0,0,経常収入,532553,98.7,538129,99.1,562327,98.5,251570,99.8,173117,100,458756,99.7,601780,99.1
1,3,0,0,0,勤め先収入,501079,92.9,497897,91.7,534505,93.6,200404,79.5,148735,85.9,429693,93.4,573169,94.4
1,4,0,0,0,世帯主収入,443654,82.3,402273,74.1,478812,83.9,192052,76.2,148735,85.9,411431,89.5,434449,71.5
1,6,0,0,0,うち男,419503,77.8,395629,72.8,469670,82.3,21627,8.6,-,-,320272,69.6,428849,70.6
1,5,0,0,0,定期収入,441475,81.9,401079,73.9,476253,83.4,191869,76.1,148735,85.9,408871,88.9,432179,71.1
1,5,0,0,0,臨時収入,1950,0.4,1194,0.2,2342,0.4,182,0.1,-,-,1579,0.3,2270,0.4
1,5,0,0,0,賞与,228,0,-,-,217,0,-,-,-,-,982,0.2,-,-
1,4,0,0,0,世帯主の配偶者の収入,51986,9.6,95624,17.6,49645,8.7,-,-,-,-,7567,1.6,132398,21.8
1,6,0,0,0,うち女,50363,9.3,91394,16.8,48406,8.5,-,-,-,-,7567,1.6,128265,21.1
1,4,0,0,0,他の世帯員収入,5439,1,-,-,6048,1.1,8352,3.3,-,-,10695,2.3,6322,1
1,3,0,0,0,事業・内職収入,1207,0.2,1964,0.4,934,0.2,-,-,-,-,2534,0.6,583,0.1
1,4,0,0,0,家賃収入,204,0,413,0.1,188,0,-,-,-,-,-,-,194,0
1,4,0,0,0,他の事業収入,295,0.1,825,0.2,210,0,-,-,-,-,-,-,388,0.1
1,4,0,0,0,内職収入,708,0.1,726,0.1,536,0.1,-,-,-,-,2534,0.6,-,-
1,3,0,0,0,他の経常収入,30268,5.6,38267,7,26887,4.7,51166,20.3,24383,14.1,26529,5.8,28028,4.6
1,4,0,0,0,財産収入,211,0,-,-,310,0.1,-,-,-,-,-,-,-,-
1,4,0,0,0,社会保障給付,29253,5.4,36565,6.7,25971,4.6,49706,19.7,20666,11.9,26529,5.8,27341,4.5
1,5,0,0,0,公的年金給付,17169,3.2,33559,6.2,9720,1.7,41591,16.5,-,-,25774,5.6,11914,2
1,5,0,0,0,他の社会保障給付,12084,2.2,3006,0.6,16252,2.8,8116,3.2,20666,11.9,755,0.2,15426,2.5
1,4,0,0,0,仕送り金,804,0.1,1702,0.3,606,0.1,1459,0.6,3716,2.1,-,-,688,0.1
1,2,0,0,0,特別収入,6756,1.3,4959,0.9,8427,1.5,475,0.2,-,-,1156,0.3,5688,0.9
1,3,0,0,0,受贈金,3445,0.6,260,0,4906,0.9,-,-,-,-,817,0.2,1177,0.2
1,3,0,0,0,他の特別収入,3312,0.6,4699,0.9,3521,0.6,475,0.2,-,-,339,0.1,4511,0.7
1,1,0,0,0,実収入以外の受取(繰入金を除く),428227,-,378964,-,461154,-,252832,-,227425,-,382304,-,453716,-
1,2,0,0,0,預貯金引出,365204,-,330535,-,388455,-,230833,-,194465,-,339369,-,384440,-
1,2,0,0,0,保険金,1191,-,5031,-,385,-,-,-,-,-,-,-,916,-
1,3,0,0,0,個人・企業年金保険金,930,-,5031,-,-,-,-,-,-,-,-,-,843,-
1,3,0,0,0,他の保険金,261,-,-,-,385,-,-,-,-,-,-,-,73,-
1,2,0,0,0,有価証券売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,他の借入金,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,分割払購入借入金,8906,-,-,-,13123,-,-,-,-,-,-,-,439,-
1,2,0,0,0,一括払購入借入金,52724,-,43365,-,58930,-,21675,-,32960,-,42935,-,67481,-
1,2,0,0,0,土地家屋売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,実収入以外の受取のその他,202,-,33,-,262,-,324,-,-,-,-,-,440,-
1,1,0,0,0,繰入金,68098,-,78937,-,66157,-,29762,-,25758,-,84761,-,63028,-
2,0,0,0,0,支払,1035634,-,1000988,-,1098065,-,534638,-,426300,-,926978,-,1124212,-
2,1,0,0,0,実支出,430165,-,403343,-,455907,-,257803,-,215097,-,391099,-,444269,-
2,2,0,0,0,生計支出,323183,-,293183,-,341909,-,221679,-,205364,-,302646,-,327531,-
2,3,0,0,0,消費支出,313979,100,293183,100,328347,100,221679,100,205364,100,302646,100,327531,100
2,4,1,0,0,食料,74946,23.9,65183,22.2,78592,23.9,54549,24.6,61507,30,80123,26.5,79348,24.2
2,5,1,1,0,穀類,6391,2,4023,1.4,7231,2.2,5284,2.4,5934,2.9,5506,1.8,6560,2
2,6,1,1,1,米類,1799,0.6,734,0.3,2119,0.6,2059,0.9,3403,1.7,1382,0.5,1865,0.6
2,6,1,1,2,パン,2773,0.9,2096,0.7,3079,0.9,1810,0.8,1598,0.8,2402,0.8,2827,0.9
2,6,1,1,3,めん類,1334,0.4,998,0.3,1460,0.4,1264,0.6,751,0.4,1092,0.4,1329,0.4
2,6,1,1,4,他の穀類,485,0.2,195,0.1,573,0.2,150,0.1,183,0.1,630,0.2,540,0.2
2,5,1,2,0,魚介類,4949,1.6,3558,1.2,5246,1.6,3836,1.7,3892,1.9,6341,2.1,4877,1.5
2,6,1,2,1,生鮮魚介,2861,0.9,1953,0.7,3062,0.9,2501,1.1,2204,1.1,3480,1.1,2678,0.8
