項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,0,0,0,調査世帯数,361,-,-,50,-,51,-,50,-,50,-,58,-,53,-,49,-
0,0,0,0,0,世帯人員,3.34,-,-,2.86,-,3.04,-,3.2,-,3.44,-,3.21,-,3.75,-,3.87,-
0,0,0,0,0,有業人員,1.61,-,-,1.6,-,1.67,-,1.53,-,1.49,-,1.53,-,1.58,-,1.85,-
0,0,0,0,0,世帯主平均年齢,49,-,-,55.9,-,53.7,-,46.9,-,45.3,-,46.9,-,48,-,46.2,-
1,0,0,0,0,受取,948965,-,-4.9,431762,-,631936,-,756134,-,924223,-,978967,-,1210778,-,1700574,-
1,1,0,0,0,実収入,475452,100,-3.6,97356,100,263791,100,386166,100,449471,100,529892,100,631424,100,963481,100
1,2,0,0,0,経常収入,468997,98.6,-4,92663,95.2,261696,99.2,370609,96,443967,98.8,524616,99,623229,98.7,959857,99.6
1,3,0,0,0,勤め先収入,455485,95.8,-5.5,72897,74.9,251660,95.4,355418,92,427286,95.1,506368,95.6,615127,97.4,953319,98.9
1,4,0,0,0,世帯主収入,406080,85.4,-3.9,65794,67.6,238834,90.5,323204,83.7,388763,86.5,465541,87.9,549971,87.1,805250,83.6
1,6,0,0,0,うち男,391445,82.3,-3.1,45887,47.1,213401,80.9,298982,77.4,388763,86.5,454626,85.8,542017,85.8,791302,82.1
1,5,0,0,0,定期収入,398736,83.9,-4.4,65794,67.6,238637,90.5,321738,83.3,383810,85.4,464913,87.7,546008,86.5,765312,79.4
1,5,0,0,0,臨時収入,5932,1.2,76.8,-,-,197,0.1,366,0.1,3119,0.7,628,0.1,3962,0.6,33043,3.4
1,5,0,0,0,賞与,1413,0.3,-35.1,-,-,-,-,1100,0.3,1834,0.4,-,-,-,-,6896,0.7
