項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,都平均／持家／実数（円）,都平均／持家／構成比（％）,300万円未満／実数（円）,300万円未満／構成比（％）,300万円未満／持家／実数（円）,300万円未満／持家／構成比（％）,300万円以上／実数（円）,300万円以上／構成比（％）,300万円以上／持家／実数（円）,300万円以上／持家／構成比（％）,（再掲）持家以外／実数（円）,（再掲）持家以外／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,-,9113,-,1917,-,1544,-,8083,-,7569,-,887,-
0,0,0,0,0,調査世帯数,242,-,-,220,-,48,-,38,-,194,-,182,-,22,-
0,0,0,0,0,世帯人員,2.28,-,-,2.3,-,2.16,-,2.2,-,2.31,-,2.32,-,2.07,-
0,0,0,0,0,有業人員,0.4,-,-,0.4,-,0.3,-,0.33,-,0.42,-,0.41,-,0.39,-
0,0,0,0,0,世帯主平均年齢,73,-,-,73,-,71.5,-,72.3,-,73.3,-,73.2,-,72.5,-
1,0,0,0,0,受取,455034,-,1.1,476100,-,296791,-,308476,-,492567,-,510293,-,238515,-
1,1,0,0,0,実収入,48235,100,50.9,51712,100,17239,100,19869,100,55586,100,58207,100,12494,100
1,2,0,0,0,経常収入,46176,95.7,82,49750,96.2,15136,87.8,18794,94.6,53539,96.3,56064,96.3,9446,75.6
1,3,0,0,0,勤め先収入,18321,38,122.5,19184,37.1,2062,12,2561,12.9,22177,39.9,22575,38.8,9446,75.6
1,4,0,0,0,世帯主収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,6,0,0,0,うち男,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,定期収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,臨時収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,賞与,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,4,0,0,0,世帯主の配偶者の収入,3451,7.2,5.2,3786,7.3,-,-,-,-,4269,7.7,4559,7.8,-,-
1,6,0,0,0,うち女,3451,7.2,5.2,3786,7.3,-,-,-,-,4269,7.7,4559,7.8,-,-
1,4,0,0,0,他の世帯員収入,14870,30.8,200.1,15398,29.8,2062,12,2561,12.9,17908,32.2,18017,31,9446,75.6
1,3,0,0,0,事業・内職収入,8399,17.4,54.8,9216,17.8,3473,20.1,4313,21.7,9567,17.2,10217,17.6,-,-
1,4,0,0,0,家賃収入,4401,9.1,60.6,4829,9.3,-,-,-,-,5445,9.8,5814,10,-,-
1,4,0,0,0,他の事業収入,291,0.6,-47.1,319,0.6,1518,8.8,1885,9.5,-,-,-,-,-,-
1,4,0,0,0,内職収入,3707,7.7,73.6,4068,7.9,1955,11.3,2428,12.2,4123,7.4,4403,7.6,-,-
1,3,0,0,0,他の経常収入,19456,40.3,66.2,21349,41.3,9600,55.7,11920,60,21794,39.2,23273,40,-,-
1,4,0,0,0,財産収入,8393,17.4,839.9,9209,17.8,-,-,-,-,10384,18.7,11088,19,-,-
1,4,0,0,0,社会保障給付,10929,22.7,8.8,11993,23.2,9600,55.7,11920,60,11245,20.2,12008,20.6,-,-
1,5,0,0,0,公的年金給付,10089,20.9,54.6,11071,21.4,9600,55.7,11920,60,10205,18.4,10897,18.7,-,-
