項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,都平均／持家／実数（円）,都平均／持家／構成比（％）,300万円未満／実数（円）,300万円未満／構成比（％）,300万円未満／持家／実数（円）,300万円未満／持家／構成比（％）,300万円以上／実数（円）,300万円以上／構成比（％）,300万円以上／持家／実数（円）,300万円以上／持家／構成比（％）,（再掲）持家以外／実数（円）,（再掲）持家以外／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,-,8965,-,2135,-,1699,-,7865,-,7266,-,1035,-
0,0,0,0,0,調査世帯数,252,-,-,228,-,56,-,46,-,196,-,182,-,24,-
0,0,0,0,0,世帯人員,2.39,-,-,2.4,-,2.35,-,2.37,-,2.4,-,2.41,-,2.31,-
0,0,0,0,0,有業人員,0.43,-,-,0.42,-,0.36,-,0.34,-,0.45,-,0.43,-,0.58,-
0,0,0,0,0,世帯主平均年齢,72.4,-,-,72.6,-,71.8,-,72.5,-,72.6,-,72.6,-,71,-
1,0,0,0,0,受取,481229,-,9,501516,-,327929,-,345809,-,522841,-,537935,-,305448,-
1,1,0,0,0,実収入,45043,100,34.3,45850,100,27866,100,28558,100,49705,100,49894,100,38054,100
1,2,0,0,0,経常収入,35116,78,23.2,35219,76.8,16282,58.4,14229,49.8,40229,80.9,40128,80.4,34226,89.9
1,3,0,0,0,勤め先収入,17249,38.3,94.4,17547,38.3,4637,16.6,4990,17.5,20672,41.6,20484,41.1,14663,38.5
1,4,0,0,0,世帯主収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,6,0,0,0,うち男,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,定期収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,臨時収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,賞与,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,4,0,0,0,世帯主の配偶者の収入,2583,5.7,-4.4,2106,4.6,-,-,-,-,3284,6.6,2599,5.2,6712,17.6
1,6,0,0,0,うち女,2583,5.7,-4.4,2106,4.6,-,-,-,-,3284,6.6,2599,5.2,6712,17.6
1,4,0,0,0,他の世帯員収入,14666,32.6,137.6,15441,33.7,4637,16.6,4990,17.5,17389,35,17886,35.8,7951,20.9
1,3,0,0,0,事業・内職収入,7565,16.8,16.9,7385,16.1,6966,25,3362,11.8,7727,15.5,8326,16.7,9121,24
1,4,0,0,0,家賃収入,2943,6.5,-37.6,3282,7.2,-,-,-,-,3742,7.5,4050,8.1,-,-
1,4,0,0,0,他の事業収入,914,2,350.2,1020,2.2,1304,4.7,1638,5.7,809,1.6,875,1.8,-,-
1,4,0,0,0,内職収入,3707,8.2,138.7,3083,6.7,5662,20.3,1724,6,3177,6.4,3400,6.8,9121,24
1,3,0,0,0,他の経常収入,10303,22.9,-21.7,10287,22.4,4679,16.8,5877,20.6,11829,23.8,11318,22.7,10443,27.4
1,4,0,0,0,財産収入,6830,15.2,262.1,7618,16.6,133,0.5,167,0.6,8648,17.4,9361,18.8,-,-
1,4,0,0,0,社会保障給付,3212,7.1,-70.3,2378,5.2,4545,16.3,5710,20,2850,5.7,1598,3.2,10443,27.4
1,5,0,0,0,公的年金給付,1558,3.5,-78,1737,3.8,4545,16.3,5710,20,747,1.5,808,1.6,-,-
1,5,0,0,0,他の社会保障給付,1655,3.7,-55.7,640,1.4,-,-,-,-,2104,4.2,790,1.6,10443,27.4
1,4,0,0,0,仕送り金,261,0.6,-43.4,291,0.6,-,-,-,-,332,0.7,359,0.7,-,-
1,2,0,0,0,特別収入,9927,22,97,10631,23.2,11584,41.6,14329,50.2,9477,19.1,9766,19.6,3828,10.1
1,3,0,0,0,受贈金,5703,12.7,481.3,6301,13.7,8722,31.3,10957,38.4,4883,9.8,5212,10.4,522,1.4
1,3,0,0,0,他の特別収入,4224,9.4,4.1,4330,9.4,2862,10.3,3371,11.8,4593,9.2,4554,9.1,3306,8.7
1,1,0,0,0,実収入以外の受取(繰入金を除く),341322,-,10.2,358542,-,227264,-,247010,-,372283,-,384629,-,192119,-
1,2,0,0,0,預貯金引出,290253,-,4.8,302173,-,215083,-,231756,-,310657,-,318643,-,186970,-
1,2,0,0,0,保険金,3745,-,-51.8,4177,-,-,-,-,-,4761,-,5154,-,-,-
1,3,0,0,0,個人・企業年金保険金,3178,-,-59.1,3545,-,-,-,-,-,4041,-,4374,-,-,-
1,3,0,0,0,他の保険金,566,-,...,632,-,-,-,-,-,720,-,780,-,-,-
1,2,0,0,0,有価証券売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,他の借入金,28,-,...,31,-,130,-,164,-,-,-,-,-,-,-
1,2,0,0,0,分割払購入借入金,608,-,-4.3,639,-,1239,-,1556,-,437,-,425,-,339,-
1,2,0,0,0,一括払購入借入金,45866,-,89.2,50626,-,10807,-,13527,-,55383,-,59303,-,4624,-
1,2,0,0,0,土地家屋売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,実収入以外の受取のその他,823,-,...,897,-,5,-,7,-,1045,-,1105,-,186,-
1,1,0,0,0,繰入金,94864,-,-3.3,97125,-,72798,-,70241,-,100853,-,103413,-,75275,-
2,0,0,0,0,支払,481229,-,9,501516,-,327929,-,345809,-,522841,-,537935,-,305448,-
2,1,0,0,0,実支出,327982,-,11.1,339187,-,245817,-,255843,-,350285,-,358680,-,230897,-
2,2,0,0,0,生計支出,313653,-,10.9,323724,-,238439,-,247481,-,334069,-,341556,-,226396,-
2,3,0,0,0,消費支出,313653,100,10.9,323724,100,238439,100,247481,100,334069,100,341556,100,226396,100
2,4,1,0,0,食料,78734,25.1,6.2,80258,24.8,67450,28.3,67626,27.3,81797,24.5,83213,24.4,65523,28.9
