項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,調査世帯数,748,-,-,110,-,104,-,109,-,101,-,105,-,110,-,109,-
0,世帯人員,3,-,-,2.63,-,2.87,-,2.86,-,3.18,-,2.95,-,3.15,-,3.38,-
0,有業人員,1.31,-,-,1.07,-,1.28,-,1.16,-,1.38,-,1.51,-,1.42,-,1.32,-
0,世帯主平均年齢,58.8,-,-,62.7,-,62.6,-,58.4,-,57.1,-,57.6,-,55.7,-,57.7,-
0,消費支出,335577,100,-4.1,107416,100,167769,100,214089,100,259339,100,313829,100,415870,100,868144,100
2,基礎的支出,170696,50.9,3.7,79966,74.4,117423,70,127056,59.3,145996,56.3,176060,56.1,204638,49.2,342793,39.5
3,選択的支出,164882,49.1,-11,27450,25.6,50346,30,87033,40.7,113343,43.7,137768,43.9,211232,50.8,525352,60.5
1,食料,79791,23.8,-3.6,47119,43.9,64959,38.7,65410,30.6,78552,30.3,85548,27.3,103972,25,112680,13
2,基礎的支出,61934,18.5,-2.5,40892,38.1,54771,32.6,51935,24.3,62013,23.9,65329,20.8,76462,18.4,81947,9.4
3,選択的支出,17857,5.3,-7.3,6227,5.8,10188,6.1,13475,6.3,16539,6.4,20219,6.4,27510,6.6,30733,3.5
1,住居,31675,9.4,25.6,6931,6.5,10670,6.4,14928,7,15689,6,25903,8.3,30776,7.4,116493,13.4
2,基礎的支出,30148,9,28.9,6550,6.1,10181,6.1,14770,6.9,14463,5.6,22149,7.1,27031,6.5,115572,13.3
3,選択的支出,1527,0.5,-16.4,381,0.4,490,0.3,158,0.1,1226,0.5,3754,1.2,3745,0.9,921,0.1
1,光熱・水道,26544,7.9,7,15342,14.3,23774,14.2,23910,11.2,27380,10.6,32478,10.3,29879,7.2,32972,3.8
2,基礎的支出,26544,7.9,7,15342,14.3,23774,14.2,23910,11.2,27380,10.6,32478,10.3,29879,7.2,32972,3.8
3,選択的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,家具・家事用品,8164,2.4,-5.6,2040,1.9,4521,2.7,5121,2.4,6491,2.5,9668,3.1,13236,3.2,16006,1.8
2,基礎的支出,5186,1.5,-7.4,1740,1.6,3788,2.3,3670,1.7,4182,1.6,7382,2.4,6643,1.6,8863,1
3,選択的支出,2978,0.9,-2.4,300,0.3,732,0.4,1452,0.7,2310,0.9,2286,0.7,6592,1.6,7143,0.8
1,被服及び履物,15482,4.6,-5.3,4558,4.2,4393,2.6,8401,3.9,11494,4.4,17719,5.6,24635,5.9,37039,4.3
2,基礎的支出,1231,0.4,17.7,396,0.4,604,0.4,925,0.4,987,0.4,1602,0.5,1364,0.3,2734,0.3
3,選択的支出,14251,4.2,-6.9,4162,3.9,3790,2.3,7476,3.5,10507,4.1,16117,5.1,23271,5.6,34305,4
1,保健医療,15363,4.6,-2.1,5096,4.7,9055,5.4,9971,4.7,9326,3.6,18010,5.7,17938,4.3,38026,4.4
2,基礎的支出,12087,3.6,7.9,4496,4.2,7240,4.3,7288,3.4,7509,2.9,12253,3.9,14917,3.6,30814,3.5
3,選択的支出,3275,1,-27.2,600,0.6,1815,1.1,2683,1.3,1817,0.7,5757,1.8,3021,0.7,7212,0.8
1,交通・通信,31786,9.5,-3.6,8735,8.1,13577,8.1,22687,10.6,30242,11.7,33767,10.8,45784,11,67488,7.8
2,基礎的支出,7863,2.3,-3.5,3236,3,4057,2.4,5262,2.5,8420,3.2,8645,2.8,12282,3,13095,1.5
3,選択的支出,23923,7.1,-3.6,5499,5.1,9520,5.7,17425,8.1,21822,8.4,25122,8,33502,8.1,54393,6.3
1,教育,35800,10.7,-10.3,252,0.2,1499,0.9,3488,1.6,7110,2.7,5797,1.8,23497,5.7,208377,24
2,基礎的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,選択的支出,35800,10.7,-10.3,252,0.2,1499,0.9,3488,1.6,7110,2.7,5797,1.8,23497,5.7,208377,24
1,教養娯楽,41047,12.2,-6.3,8328,7.8,17066,10.2,27192,12.7,33900,13.1,33775,10.8,57675,13.9,109049,12.6
2,基礎的支出,9558,2.8,-5.2,4894,4.6,6853,4.1,8727,4.1,11015,4.2,10302,3.3,11101,2.7,13983,1.6
3,選択的支出,31489,9.4,-6.6,3433,3.2,10213,6.1,18465,8.6,22885,8.8,23472,7.5,46575,11.2,95066,11
1,その他の消費支出,49926,14.9,-16.4,9016,8.4,18254,10.9,32981,15.4,39153,15.1,51165,16.3,68478,16.5,130015,15
2,基礎的支出,16145,4.8,-3.9,2419,2.3,6155,3.7,10569,4.9,10026,3.9,15921,5.1,24960,6,42813,4.9
3,選択的支出,33782,10.1,-21.2,6597,6.1,12099,7.2,22411,10.5,29128,11.2,35243,11.2,43519,10.5,87202,10
,,,,,,,,,,,,,,,,,,
東京都生計分析調査　平成26年4月,,,,,,,,,,,,,,,,,,
第１５表　生計支出７分位階層別１世帯当たり１か月間の基礎的・選択的支出　―全世帯―,,,,,,,,,,,,,,,,,,
項目（0：世帯数等　1：品目　2：基礎的支出　3：選択的支出）,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
