区分,項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,723,-,-,101,-,107,-,101,-,106,-,105,-,100,-,103,-
0,0,世帯人員,2.99,-,-,2.57,-,2.8,-,2.89,-,2.96,-,3.19,-,3.15,-,3.39,-
0,0,有業人員,1.29,-,-,1.03,-,1.23,-,1.12,-,1.31,-,1.46,-,1.42,-,1.43,-
0,0,世帯主平均年齢,58.1,-,-,59.3,-,62,-,60.9,-,58.2,-,57,-,52.5,-,56.8,-
0,0,消費支出,265367,100,-2.6,100604,100,146970,100,181622,100,213107,100,263606,100,327297,100,621381,100
1,0,商品,149579,56.4,2,75310,74.9,101021,68.7,114650,63.1,129507,60.8,161740,61.4,176236,53.8,287392,46.3
1,1,耐久財,16574,6.2,47.7,1369,1.4,1900,1.3,2829,1.6,5132,2.4,9781,3.7,18708,5.7,75855,12.2
1,2,半耐久財,21101,8,-8.8,5209,5.2,7033,4.8,11090,6.1,12773,6,23067,8.8,28679,8.8,59524,9.6
1,3,非耐久財,111905,42.2,-0.3,68732,68.3,92087,62.7,100731,55.5,111601,52.4,128892,48.9,128850,39.4,152012,24.5
1,0,サービス,115788,43.6,-8.1,25294,25.1,45949,31.3,66972,36.9,83600,39.2,101866,38.6,151061,46.2,333989,53.7
2,0,食料,74386,28,-3.8,45494,45.2,55573,37.8,64434,35.5,71087,33.4,82175,31.2,92555,28.3,109013,17.5
2,3,非耐久財,60286,22.7,-0.5,40934,40.7,48761,33.2,54484,30,58102,27.3,69128,26.2,68260,20.9,82112,13.2
2,4,サービス,14100,5.3,-15.9,4560,4.5,6812,4.6,9950,5.5,12984,6.1,13047,4.9,24294,7.4,26901,4.3
2,0,住居,24962,9.4,5.2,3301,3.3,6884,4.7,12869,7.1,15331,7.2,28575,10.8,32754,10,74610,12
2,1,耐久財,4083,1.5,239.1,37,0,6,0,-,-,526,0.2,3993,1.5,1916,0.6,21987,3.5
2,2,半耐久財,294,0.1,153.4,74,0.1,213,0.1,80,0,94,0,228,0.1,56,0,1308,0.2
2,4,サービス,20585,7.8,-8.1,3190,3.2,6665,4.5,12790,7,14712,6.9,24355,9.2,30782,9.4,51315,8.3
2,0,光熱・水道（非耐久財）,32018,12.1,2.3,19258,19.1,29493,20.1,30108,16.6,33123,15.5,37933,14.4,34057,10.4,40070,6.4
2,0,家具・家事用品,10734,4,11.4,2794,2.8,4846,3.3,6277,3.5,5916,2.8,11076,4.2,14491,4.4,29583,4.8
2,1,耐久財,5265,2,58.3,545,0.5,912,0.6,1760,1,1357,0.6,3382,1.3,8007,2.4,20763,3.3
2,2,半耐久財,2700,1,-18.3,815,0.8,1421,1,1930,1.1,1952,0.9,4372,1.7,3149,1,5236,0.8
2,3,非耐久財,2250,0.8,7,1352,1.3,1967,1.3,2336,1.3,2215,1,2453,0.9,2497,0.8,2921,0.5
