項目,階層,項目名,都平均／実数（円）,都平均／負担率（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／負担率（％）,第2階層／実数（円）,第2階層／負担率（％）,第3階層／実数（円）,第3階層／負担率（％）,第4階層／実数（円）,第4階層／負担率（％）,第5階層／実数（円）,第5階層／負担率（％）,第6階層／実数（円）,第6階層／負担率（％）,第7階層／実数（円）,第7階層／負担率（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,364,-,-,50,-,53,-,50,-,52,-,55,-,54,-,50,-
0,0,世帯人員,3.34,-,-,2.9,-,3.15,-,3.08,-,3.66,-,3.35,-,3.63,-,3.6,-
0,0,有業人員,1.6,-,-,1.56,-,1.63,-,1.61,-,1.63,-,1.53,-,1.62,-,1.65,-
0,0,世帯主平均年齢,48.7,-,-,53.3,-,51.9,-,49.2,-,44.5,-,45.9,-,48.4,-,48.1,-
0,0,消費支出,338522,-,0.6,275784,-,268949,-,256708,-,290661,-,338416,-,438587,-,498947,-
0,0,公共的料金,104863,31,-5.5,66994,24.3,78758,29.3,89240,34.8,89855,30.9,100213,29.6,161873,36.9,146110,29.3
1,0,公共料金等,61812,18.3,0.6,44125,16,56727,21.1,52908,20.6,63544,21.9,55082,16.3,68848,15.7,91031,18.2
1,1,米,1723,0.5,-8.9,1613,0.6,1938,0.7,1682,0.7,1396,0.5,1669,0.5,1754,0.4,2007,0.4
1,1,食塩,49,0,69,42,0,28,0,25,0,16,0,38,0,30,0,164,0
1,1,学校給食,1699,0.5,31,972,0.4,886,0.3,1607,0.6,1947,0.7,1506,0.4,1531,0.3,3429,0.7
1,1,公営家賃,1521,0.4,-13.3,915,0.3,5061,1.9,1198,0.5,1447,0.5,1176,0.3,831,0.2,-,-
1,1,電気代,9416,2.8,-7,9349,3.4,8493,3.2,9898,3.9,9829,3.4,8978,2.7,9140,2.1,10224,2
1,1,都市ガス,4181,1.2,12.8,3466,1.3,4273,1.6,3750,1.5,4416,1.5,3749,1.1,4625,1.1,4968,1
1,1,上下水道料,6107,1.8,23.7,5471,2,5315,2,5740,2.2,7504,2.6,5179,1.5,7095,1.6,6431,1.3
1,1,医科診療代,3019,0.9,-35.3,3301,1.2,3318,1.2,5047,2,1710,0.6,2610,0.8,3014,0.7,2144,0.4
1,1,歯科診療代,1890,0.6,1.5,885,0.3,771,0.3,1726,0.7,349,0.1,1152,0.3,2543,0.6,5785,1.2
1,1,出産入院料,-,-,-100,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,他の入院料,1405,0.4,291.4,1233,0.4,-,-,-,-,-,-,4281,1.3,-,-,4313,0.9
1,1,鉄道運賃,2922,0.9,-19.4,1466,0.5,4771,1.8,2276,0.9,2028,0.7,3050,0.9,3309,0.8,3514,0.7
1,1,鉄道通学定期代,1988,0.6,64.8,-,-,233,0.1,817,0.3,2479,0.9,1776,0.5,4349,1,4210,0.8
1,1,鉄道通勤定期代,4530,1.3,-7.3,1878,0.7,2136,0.8,749,0.3,8430,2.9,2198,0.6,5529,1.3,10734,2.2
1,1,バス代,506,0.1,4.3,204,0.1,433,0.2,396,0.2,123,0,263,0.1,1702,0.4,415,0.1
1,1,バス通学定期代,157,0,78.4,-,-,52,0,-,-,32,0,173,0.1,-,-,837,0.2
1,1,バス通勤定期代,33,0,-19.5,-,-,-,-,-,-,231,0.1,-,-,-,-,-,-
1,1,タクシー代,560,0.2,-26.9,423,0.2,319,0.1,347,0.1,381,0.1,78,0,548,0.1,1824,0.4
1,1,航空運賃,862,0.3,49.4,-,-,747,0.3,-,-,-,-,-,-,-,-,5272,1.1
1,1,郵便料,344,0.1,149.3,459,0.2,279,0.1,242,0.1,178,0.1,205,0.1,940,0.2,106,0
