項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,35歳未満／実数（円）,35歳未満／構成比（％）,35～39歳／実数（円）,35～39歳／構成比（％）,40～44歳／実数（円）,40～44歳／構成比（％）,45～49歳／実数（円）,45～49歳／構成比（％）,50～54歳／実数（円）,50～54歳／構成比（％）,55～59歳／実数（円）,55～59歳／構成比（％）,60～64歳／実数（円）,60～64歳／構成比（％）,65歳以上／実数（円）,65歳以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,583,-,1248,-,1946,-,1832,-,1432,-,1125,-,1109,-,724,-
0,0,0,0,0,調査世帯数,364,-,23,-,42,-,74,-,66,-,51,-,41,-,42,-,25,-
0,0,0,0,0,世帯人員,3.34,-,3.38,-,3.58,-,3.57,-,3.61,-,3.36,-,3.16,-,2.98,-,2.37,-
0,0,0,0,0,有業人員,1.6,-,1.59,-,1.33,-,1.5,-,1.43,-,1.74,-,1.82,-,1.93,-,1.7,-
0,0,0,0,0,世帯主平均年齢,48.7,-,31.1,-,37.4,-,42,-,46.9,-,51.5,-,56.7,-,62,-,67.1,-
1,0,0,0,0,受取,1026088,-,785914,-,1018849,-,1065155,-,1125666,-,1108847,-,976976,-,957481,-,892660,-
1,1,0,0,0,実収入,519617,100,405576,100,519615,100,577730,100,575820,100,562167,100,512144,100,429239,100,378961,100
1,2,0,0,0,経常収入,514570,99,404004,99.6,514719,99.1,566051,98,569975,99,558854,99.4,509568,99.5,427844,99.7,377830,99.7
1,3,0,0,0,勤め先収入,470947,90.6,358874,88.5,495424,95.3,505461,87.5,544110,94.5,547107,97.3,478247,93.4,363015,84.6,244463,64.5
1,4,0,0,0,世帯主収入,421506,81.1,306489,75.6,466948,89.9,442640,76.6,490204,85.1,502232,89.3,422502,82.5,319644,74.5,199962,52.8
1,6,0,0,0,うち男,402448,77.5,304804,75.2,456275,87.8,420091,72.7,478260,83.1,468465,83.3,414823,81,291584,67.9,169049,44.6
1,5,0,0,0,定期収入,414068,79.7,306242,75.5,444961,85.6,435555,75.4,485051,84.2,500264,89,411025,80.3,313466,73,198617,52.4
1,5,0,0,0,臨時収入,4946,1,247,0.1,2030,0.4,7084,1.2,5153,0.9,1968,0.4,11477,2.2,6178,1.4,1344,0.4
1,5,0,0,0,賞与,2491,0.5,-,-,19957,3.8,-,-,-,-,-,-,-,-,-,-,-,-
1,4,0,0,0,世帯主の配偶者の収入,43270,8.3,52385,12.9,28476,5.5,62821,10.9,51337,8.9,40591,7.2,46071,9,24998,5.8,17431,4.6
1,6,0,0,0,うち女,42153,8.1,52385,12.9,19534,3.8,62821,10.9,51337,8.9,40591,7.2,46071,9,24998,5.8,17431,4.6
1,4,0,0,0,他の世帯員収入,6171,1.2,-,-,-,-,-,-,2568,0.4,4284,0.8,9674,1.9,18373,4.3,27070,7.1
