区分,項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,740,-,-,106,-,101,-,105,-,108,-,110,-,104,-,106,-
0,0,世帯人員,2.96,-,-,2.56,-,2.74,-,2.86,-,2.94,-,3.1,-,3.22,-,3.3,-
0,0,有業人員,1.28,-,-,0.9,-,1.09,-,1.37,-,1.32,-,1.48,-,1.32,-,1.52,-
0,0,世帯主平均年齢,59.6,-,-,63.8,-,62.6,-,61.6,-,60.5,-,56,-,56.4,-,56.3,-
0,0,消費支出,286827,100,-4.1,109637,100,158678,100,208192,100,244920,100,294398,100,366334,100,623382,100
1,0,商品,144408,50.3,-9.3,79868,72.8,105506,66.5,124037,59.6,137535,56.2,152615,51.8,177084,48.3,233459,37.5
1,1,耐久財,8472,3,-63.2,747,0.7,2944,1.9,3224,1.5,6944,2.8,7419,2.5,9033,2.5,28913,4.6
1,2,半耐久財,23186,8.1,-5,5974,5.4,9348,5.9,15779,7.6,17056,7,25495,8.7,31013,8.5,57404,9.2
1,3,非耐久財,112751,39.3,0.9,73148,66.7,93214,58.7,105033,50.5,113534,46.4,119700,40.7,137039,37.4,147143,23.6
1,0,サービス,142419,49.7,1.8,29769,27.2,53172,33.5,84155,40.4,107386,43.8,141783,48.2,189250,51.7,389923,62.5
2,0,食料,90659,31.6,1.3,52371,47.8,66376,41.8,80957,38.9,87617,35.8,96636,32.8,118896,32.5,131256,21.1
2,3,非耐久財,68579,23.9,2.3,45383,41.4,56497,35.6,64789,31.1,69036,28.2,72325,24.6,84779,23.1,86964,14
2,4,サービス,22080,7.7,-1.6,6988,6.4,9879,6.2,16168,7.8,18581,7.6,24311,8.3,34117,9.3,44292,7.1
2,0,住居,18255,6.4,-22.7,2195,2,7520,4.7,11870,5.7,14119,5.8,22681,7.7,21615,5.9,47620,7.6
2,1,耐久財,1116,0.4,-29.9,-,-,94,0.1,76,0,1557,0.6,98,0,47,0,5932,1
2,2,半耐久財,123,0,-3.1,22,0,124,0.1,100,0,59,0,131,0,342,0.1,83,0
2,4,サービス,17016,5.9,-22.3,2173,2,7302,4.6,11693,5.6,12504,5.1,22451,7.6,21226,5.8,41605,6.7
2,0,光熱・水道（非耐久財）,21166,7.4,-2.4,15417,14.1,21104,13.3,19381,9.3,21718,8.9,23192,7.9,22329,6.1,25000,4
2,0,家具・家事用品,10009,3.5,-27.5,3479,3.2,5793,3.7,7951,3.8,8568,3.5,10362,3.5,12506,3.4,21322,3.4
2,1,耐久財,2922,1,-58.8,221,0.2,1374,0.9,1638,0.8,2611,1.1,2191,0.7,4032,1.1,8352,1.3
2,2,半耐久財,3365,1.2,-3.1,1466,1.3,1820,1.1,3271,1.6,2721,1.1,3992,1.4,4282,1.2,5977,1
2,3,非耐久財,2621,0.9,8.3,1445,1.3,2116,1.3,2258,1.1,2484,1,2979,1,3231,0.9,3821,0.6
