年次・月次コード,年次・月次,西暦（年）,月,都平均,第1階層,第2階層,第3階層,第4階層,第5階層,第6階層,第7階層
nen,平成19年平均,2007,,73,176.8,104.7,84.3,76.7,82.7,70.9,43.6
nen,平成20年平均,2008,,72.4,233.3,97.4,85.3,78.9,80.5,71.7,41.9
nen,平成21年平均,2009,,74.1,216.7,99.6,83.9,78.2,81.2,70.2,46.7
nen,平成22年平均,2010,,73.2,215.7,100,89.3,80.1,77.2,71.6,43.6
nen,平成23年平均,2011,,73.8,230,99.6,82.9,82.1,75.6,68.7,46.8
nen,平成24年平均,2012,,75.2,201.6,100.2,87.6,83,78.1,75.1,46.7
nen,平成25年平均,2013,,78.2,306.9,114.2,88.7,81,76.2,75.8,48
tuki,平成25年4月,2013,4,92.8,293.2,135.7,92.8,75.8,67.9,83.6,77.9
tuki,平成25年5月,2013,5,91.4,494.3,129.6,90.5,82,72.6,77.8,71.8
tuki,平成25年6月,2013,6,56.3,218.3,107.3,73.2,70.6,58.8,44.6,34.1
tuki,平成25年7月,2013,7,74.8,558.1,124.9,86.8,78.4,78,74.4,43.5
tuki,平成25年8月,2013,8,86.2,288.2,96.8,76.6,82.1,73.4,78.9,73.2
tuki,平成25年9月,2013,9,96,631.3,121.2,97,89.7,75.3,90.8,75.7
tuki,平成25年10月,2013,10,80.5,209.7,118.5,72.7,74,77,71.4,63.6
tuki,平成25年11月,2013,11,88.9,350.7,102.9,97.4,83,85.9,86.3,62.1
tuki,平成25年12月,2013,12,48.1,316.1,81.1,75.9,58.8,41.8,34.7,28.9
tuki,平成26年1月,2014,1,82.7,257.4,109.1,79.6,85.3,77.8,66.9,67.8
tuki,平成26年2月,2014,2,72.6,158.8,74.2,81.5,65.1,75.3,65.8,60.2
tuki,平成26年3月,2014,3,99.1,353.8,101,97.1,98.2,99.2,101.1,70.7
tuki,平成26年4月,2014,4,81.7,219.4,74.1,81.4,81.5,72.4,90.2,62.3
,,,,,,,,,,,
東京都生計分析調査　平成26年4月,,,,,,,,,,,
主要指標５　―勤労者世帯，勤め先収入７分位階層別―,,,,,,,,,,,
平均消費性向〔＝（消費支出÷可処分所得）×１００〕,,,,,,,,,,,
