項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,0,0,0,調査世帯数,357,-,-,51,-,50,-,53,-,52,-,52,-,51,-,48,-
0,0,0,0,0,世帯人員,3.33,-,-,2.99,-,3.08,-,3.33,-,3.56,-,3.42,-,3.43,-,3.54,-
0,0,0,0,0,有業人員,1.6,-,-,1.55,-,1.63,-,1.52,-,1.69,-,1.55,-,1.65,-,1.64,-
0,0,0,0,0,世帯主平均年齢,47.8,-,-,51.9,-,48.7,-,45.3,-,47.7,-,45.6,-,47.5,-,48.4,-
1,0,0,0,0,受取,1065459,-,0.9,448227,-,667487,-,830003,-,1085416,-,1204503,-,1379000,-,1832384,-
1,1,0,0,0,実収入,510464,100,2.4,92217,100,299096,100,388967,100,499883,100,564702,100,682192,100,1039256,100
1,2,0,0,0,経常収入,498814,97.7,1.4,88878,96.4,272922,91.2,376861,96.9,480082,96,561401,99.4,677706,99.3,1026602,98.8
1,3,0,0,0,勤め先収入,492241,96.4,1.8,84376,91.5,261837,87.5,369589,95,468525,93.7,559163,99,674605,98.9,1020167,98.2
1,4,0,0,0,世帯主収入,442553,86.7,4.3,80469,87.3,253588,84.8,341780,87.9,421211,84.3,532828,94.4,566841,83.1,893931,86
1,6,0,0,0,うち男,412279,80.8,0.2,42318,45.9,195981,65.5,294110,75.6,409474,81.9,502937,89.1,566841,83.1,867245,83.4
1,5,0,0,0,定期収入,428678,84,4.3,80469,87.3,252930,84.6,340304,87.5,419397,83.9,521942,92.4,549013,80.5,830038,79.9
1,5,0,0,0,臨時収入,4890,1,54.8,-,-,360,0.1,1476,0.4,1813,0.4,8926,1.6,12812,1.9,8663,0.8
1,5,0,0,0,賞与,8985,1.8,-10.5,-,-,299,0.1,-,-,-,-,1961,0.3,5016,0.7,55230,5.3
1,4,0,0,0,世帯主の配偶者の収入,44433,8.7,-10.3,-,-,5358,1.8,23992,6.2,42674,8.5,21745,3.9,106677,15.6,110482,10.6
1,6,0,0,0,うち女,42795,8.4,-12,-,-,5358,1.8,18923,4.9,36167,7.2,21745,3.9,106677,15.6,110482,10.6
1,4,0,0,0,他の世帯員収入,5255,1,-47.6,3907,4.2,2891,1,3817,1,4641,0.9,4590,0.8,1087,0.2,15754,1.5
1,3,0,0,0,事業・内職収入,1755,0.3,-56.7,-,-,4049,1.4,4249,1.1,2495,0.5,-,-,1563,0.2,-,-
1,4,0,0,0,家賃収入,198,0,-92.7,-,-,-,-,871,0.2,-,-,-,-,521,0.1,-,-
1,4,0,0,0,他の事業収入,399,0.1,31.7,-,-,-,-,1761,0.5,-,-,-,-,1042,0.2,-,-
1,4,0,0,0,内職収入,1157,0.2,13.3,-,-,4049,1.4,1617,0.4,2495,0.5,-,-,-,-,-,-
1,3,0,0,0,他の経常収入,4818,0.9,11.1,4502,4.9,7036,2.4,3024,0.8,9062,1.8,2237,0.4,1538,0.2,6435,0.6
1,4,0,0,0,財産収入,498,0.1,16.6,-,-,110,0,203,0.1,866,0.2,1177,0.2,-,-,1114,0.1
1,4,0,0,0,社会保障給付,3966,0.8,10.5,4319,4.7,5684,1.9,2821,0.7,7121,1.4,1061,0.2,1538,0.2,5322,0.5
1,5,0,0,0,公的年金給付,974,0.2,175.9,-,-,4847,1.6,-,-,2024,0.4,-,-,-,-,-,-
1,5,0,0,0,他の社会保障給付,2992,0.6,-7.5,4319,4.7,837,0.3,2821,0.7,5097,1,1061,0.2,1538,0.2,5322,0.5
1,4,0,0,0,仕送り金,354,0.1,9.9,183,0.2,1242,0.4,-,-,1075,0.2,-,-,-,-,-,-
1,2,0,0,0,特別収入,11649,2.3,82.1,3339,3.6,26174,8.8,12106,3.1,19801,4,3301,0.6,4485,0.7,12654,1.2
