項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,夫婦のみの世帯／実数（円）,夫婦のみの世帯／構成比（％）,夫婦と未婚の子供から成る世帯／実数（円）,夫婦と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／実数（円）,一人親と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／実数（円）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／構成比（％）,その他／実数（円）,その他／構成比（％）,（再掲）夫婦共働き世帯／実数（円）,（再掲）夫婦共働き世帯／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,2241,-,6524,-,386,-,117,-,849,-,3816,-
0,0,0,0,0,調査世帯数,349,-,76,-,232,-,13,-,5,-,28,-,138,-
0,0,0,0,0,世帯人員,3.36,-,2,-,3.81,-,2.6,-,2.67,-,3.82,-,3.44,-
0,0,0,0,0,有業人員,1.6,-,1.42,-,1.66,-,1.59,-,1,-,1.64,-,2.22,-
0,0,0,0,0,世帯主平均年齢,48.6,-,52.6,-,46.5,-,49.4,-,38.8,-,54.1,-,47.4,-
1,0,0,0,0,受取,993870,-,941407,-,1030452,-,676832,-,600544,-,995500,-,1058810,-
1,1,0,0,0,実収入,506907,100,476327,100,524630,100,361512,100,294882,100,517589,100,563806,100
1,2,0,0,0,経常収入,498323,98.3,470132,98.7,515272,98.2,359329,99.4,288348,97.8,505741,97.7,559969,99.3
1,3,0,0,0,勤め先収入,463980,91.5,404822,85,497718,94.9,317260,87.8,221673,75.2,427646,82.6,531170,94.2
1,4,0,0,0,世帯主収入,420274,82.9,353774,74.3,454071,86.6,300315,83.1,221673,75.2,390695,75.5,420933,74.7
1,6,0,0,0,うち男,400097,78.9,344395,72.3,448989,85.6,125729,34.8,-,-,296282,57.2,409314,72.6
1,5,0,0,0,定期収入,404665,79.8,350386,73.6,437323,83.4,300315,83.1,221673,75.2,344481,66.6,399379,70.8
1,5,0,0,0,臨時収入,1725,0.3,678,0.1,2322,0.4,-,-,-,-,682,0.1,552,0.1
1,5,0,0,0,賞与,13884,2.7,2710,0.6,14426,2.7,-,-,-,-,45532,8.8,21002,3.7
1,4,0,0,0,世帯主の配偶者の収入,40449,8,51048,10.7,42169,8,-,-,-,-,17655,3.4,105990,18.8
1,6,0,0,0,うち女,39471,7.8,51048,10.7,40670,7.8,-,-,-,-,17655,3.4,103427,18.3
1,4,0,0,0,他の世帯員収入,3257,0.6,-,-,1478,0.3,16945,4.7,-,-,19296,3.7,4247,0.8
1,3,0,0,0,事業・内職収入,5859,1.2,7878,1.7,5689,1.1,-,-,-,-,4508,0.9,8042,1.4
1,4,0,0,0,家賃収入,2076,0.4,-,-,3183,0.6,-,-,-,-,-,-,1951,0.3
1,4,0,0,0,他の事業収入,2707,0.5,6853,1.4,1209,0.2,-,-,-,-,4508,0.9,6091,1.1
1,4,0,0,0,内職収入,1076,0.2,1025,0.2,1297,0.2,-,-,-,-,-,-,-,-
1,3,0,0,0,他の経常収入,28484,5.6,57432,12.1,11865,2.3,42069,11.6,66676,22.6,73586,14.2,20757,3.7
1,4,0,0,0,財産収入,284,0.1,-,-,435,0.1,-,-,-,-,-,-,647,0.1
1,4,0,0,0,社会保障給付,28047,5.5,57432,12.1,11430,2.2,38106,10.5,53607,18.2,73586,14.2,20110,3.6
1,5,0,0,0,公的年金給付,25356,5,56396,11.8,8679,1.7,21846,6,-,-,73160,14.1,18923,3.4
1,5,0,0,0,他の社会保障給付,2691,0.5,1036,0.2,2751,0.5,16260,4.5,53607,18.2,427,0.1,1187,0.2
1,4,0,0,0,仕送り金,153,0,-,-,-,-,3964,1.1,13069,4.4,-,-,-,-
1,2,0,0,0,特別収入,8584,1.7,6195,1.3,9359,1.8,2183,0.6,6534,2.2,11849,2.3,3837,0.7
1,3,0,0,0,受贈金,6184,1.2,4904,1,6284,1.2,1982,0.5,6534,2.2,10705,2.1,1854,0.3
1,3,0,0,0,他の特別収入,2400,0.5,1291,0.3,3075,0.6,201,0.1,-,-,1143,0.2,1983,0.4
1,1,0,0,0,実収入以外の受取(繰入金を除く),410184,-,378754,-,432602,-,240449,-,260524,-,398118,-,405188,-
1,2,0,0,0,預貯金引出,338690,-,287466,-,367450,-,191055,-,216362,-,320088,-,342949,-
1,2,0,0,0,保険金,6258,-,15141,-,1458,-,-,-,-,-,22542,-,6571,-
1,3,0,0,0,個人・企業年金保険金,6258,-,15141,-,1458,-,-,-,-,-,22542,-,6571,-
1,3,0,0,0,他の保険金,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,有価証券売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,他の借入金,1686,-,440,-,2433,-,-,-,-,-,-,-,4159,-
1,2,0,0,0,分割払購入借入金,252,-,290,-,286,-,-,-,-,-,-,-,170,-
1,2,0,0,0,一括払購入借入金,62517,-,75378,-,60741,-,49395,-,44162,-,48186,-,51154,-
1,2,0,0,0,土地家屋売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,実収入以外の受取のその他,782,-,40,-,234,-,-,-,-,-,7303,-,184,-
1,1,0,0,0,繰入金,76778,-,86326,-,73219,-,74871,-,45137,-,79793,-,89816,-
2,0,0,0,0,支払,993870,-,941407,-,1030452,-,676832,-,600544,-,995500,-,1058810,-
2,1,0,0,0,実支出,437649,-,412811,-,458504,-,308611,-,252138,-,401671,-,432254,-
2,2,0,0,0,生計支出,340333,-,331554,-,351672,-,256950,-,210676,-,314314,-,331751,-
2,3,0,0,0,消費支出,338381,100,331554,100,348680,100,256950,100,210676,100,314314,100,331751,100
2,4,1,0,0,食料,88456,26.1,84690,25.5,89446,25.7,74022,28.8,53916,25.6,97360,31,87715,26.4
2,5,1,1,0,穀類,6435,1.9,4453,1.3,7003,2,6261,2.4,6038,2.9,7389,2.4,6460,1.9
2,6,1,1,1,米類,1826,0.5,1229,0.4,1927,0.6,1951,0.8,1767,0.8,2566,0.8,1818,0.5
2,6,1,1,2,パン,2878,0.9,1993,0.6,3174,0.9,3253,1.3,3365,1.6,2773,0.9,2711,0.8
2,6,1,1,3,めん類,1401,0.4,984,0.3,1557,0.4,722,0.3,760,0.4,1605,0.5,1555,0.5
2,6,1,1,4,他の穀類,331,0.1,248,0.1,344,0.1,335,0.1,145,0.1,446,0.1,375,0.1
2,5,1,2,0,魚介類,5414,1.6,5660,1.7,4945,1.4,2026,0.8,1586,0.8,9918,3.2,4836,1.5
2,6,1,2,1,生鮮魚介,3320,1,3468,1,3036,0.9,1130,0.4,574,0.3,6105,1.9,2878,0.9
2,6,1,2,2,塩干魚介,996,0.3,1042,0.3,876,0.3,350,0.1,224,0.1,2088,0.7,938,0.3
2,6,1,2,3,魚肉練製品,386,0.1,365,0.1,378,0.1,136,0.1,290,0.1,615,0.2,337,0.1
2,6,1,2,4,他の魚介加工品,713,0.2,785,0.2,655,0.2,411,0.2,498,0.2,1109,0.4,683,0.2
2,5,1,3,0,肉類,7874,2.3,6667,2,8404,2.4,4115,1.6,2179,1,8702,2.8,8177,2.5
2,6,1,3,1,生鮮肉,6287,1.9,5222,1.6,6780,1.9,2991,1.2,1341,0.6,6810,2.2,6609,2
2,6,1,3,2,加工肉,1587,0.5,1445,0.4,1624,0.5,1124,0.4,838,0.4,1892,0.6,1569,0.5
2,5,1,4,0,乳卵類,3799,1.1,3421,1,3924,1.1,3189,1.2,2945,1.4,4122,1.3,3655,1.1
2,6,1,4,1,牛乳,1301,0.4,1022,0.3,1361,0.4,827,0.3,874,0.4,1790,0.6,1296,0.4
2,6,1,4,2,乳製品,1812,0.5,1772,0.5,1839,0.5,1940,0.8,1415,0.7,1657,0.5,1652,0.5
2,6,1,4,3,卵,687,0.2,628,0.2,724,0.2,422,0.2,656,0.3,675,0.2,707,0.2
2,5,1,5,0,野菜・海藻,9091,2.7,9395,2.8,8542,2.4,6762,2.6,6039,2.9,13564,4.3,8490,2.6
2,6,1,5,1,生鮮野菜,6569,1.9,6714,2,6327,1.8,4063,1.6,4149,2,9186,2.9,6272,1.9
2,6,1,5,2,乾物・海藻,596,0.2,645,0.2,518,0.1,503,0.2,262,0.1,1110,0.4,473,0.1
2,6,1,5,3,大豆加工品,1078,0.3,1074,0.3,972,0.3,1333,0.5,866,0.4,1780,0.6,945,0.3
2,6,1,5,4,他の野菜・海藻加工品,848,0.3,962,0.3,725,0.2,863,0.3,763,0.4,1487,0.5,800,0.2
2,5,1,6,0,果物,2853,0.8,2760,0.8,2804,0.8,3060,1.2,1682,0.8,3386,1.1,2388,0.7
2,6,1,6,1,生鮮果物,2652,0.8,2526,0.8,2626,0.8,2782,1.1,1450,0.7,3120,1,2195,0.7
2,6,1,6,2,果物加工品,201,0.1,234,0.1,177,0.1,277,0.1,232,0.1,266,0.1,194,0.1
2,5,1,7,0,油脂・調味料,3015,0.9,2631,0.8,3036,0.9,2635,1,2565,1.2,4035,1.3,2952,0.9
2,6,1,7,1,油脂,323,0.1,381,0.1,292,0.1,345,0.1,103,0,401,0.1,343,0.1
2,6,1,7,2,調味料,2691,0.8,2250,0.7,2744,0.8,2290,0.9,2461,1.2,3634,1.2,2610,0.8
2,5,1,8,0,菓子類,6632,2,4599,1.4,7186,2.1,5966,2.3,6650,3.2,8045,2.6,6695,2
2,5,1,9,0,調理食品,10136,3,8922,2.7,10269,2.9,9200,3.6,8003,3.8,12742,4.1,9453,2.8
2,6,1,9,1,主食的調理食品,4803,1.4,4152,1.3,4868,1.4,5544,2.2,3956,1.9,5689,1.8,4599,1.4
2,6,1,9,2,他の調理食品,5333,1.6,4770,1.4,5401,1.5,3656,1.4,4047,1.9,7053,2.2,4855,1.5
2,5,1,10,0,飲料,5732,1.7,5044,1.5,5724,1.6,7135,2.8,4527,2.1,6969,2.2,5614,1.7
2,6,1,10,1,茶類,1239,0.4,1238,0.4,1147,0.3,1609,0.6,1296,0.6,1779,0.6,1208,0.4
2,6,1,10,2,コーヒー・ココア,876,0.3,1034,0.3,848,0.2,947,0.4,695,0.3,639,0.2,933,0.3
2,6,1,10,3,他の飲料,3617,1.1,2772,0.8,3729,1.1,4579,1.8,2536,1.2,4551,1.4,3473,1
2,5,1,11,0,酒類,3512,1,4914,1.5,3260,0.9,733,0.3,502,0.2,3010,1,3317,1
2,5,1,12,0,外食,23962,7.1,26224,7.9,24349,7,22940,8.9,11201,5.3,15477,4.9,25677,7.7
2,6,1,12,1,一般外食,23062,6.8,26224,7.9,23070,6.6,22715,8.8,10461,5,14810,4.7,24842,7.5
2,6,1,12,2,学校給食,900,0.3,-,-,1279,0.4,225,0.1,741,0.4,667,0.2,835,0.3
2,4,2,0,0,住居,22084,6.5,26675,8,21559,6.2,24836,9.7,39065,18.5,12744,4.1,30076,9.1
2,5,2,1,0,家賃地代,20093,5.9,25948,7.8,19024,5.5,24395,9.5,39065,18.5,10902,3.5,26047,7.9
2,5,2,2,0,設備修繕・維持,1990,0.6,727,0.2,2535,0.7,441,0.2,-,-,1842,0.6,4029,1.2
2,6,2,2,1,設備材料,226,0.1,322,0.1,166,0,-,-,-,-,537,0.2,262,0.1
2,6,2,2,2,工事その他のサービス,1764,0.5,405,0.1,2369,0.7,441,0.2,-,-,1305,0.4,3768,1.1
2,4,3,0,0,光熱・水道,20530,6.1,18017,5.4,20724,5.9,18429,7.2,16261,7.7,26628,8.5,19493,5.9
2,5,3,1,0,電気代,10870,3.2,9792,3,10420,3,11035,4.3,8085,3.8,17094,5.4,10373,3.1
2,5,3,2,0,ガス代,4447,1.3,3912,1.2,4457,1.3,4058,1.6,3659,1.7,5962,1.9,4441,1.3
2,5,3,3,0,他の光熱,20,0,-,-,28,0,-,-,-,-,27,0,40,0
2,5,3,4,0,上下水道料,5193,1.5,4313,1.3,5820,1.7,3337,1.3,4517,2.1,3545,1.1,4639,1.4
2,4,4,0,0,家具・家事用品,10810,3.2,7338,2.2,10490,3,9587,3.7,3172,1.5,22983,7.3,9383,2.8
2,5,4,1,0,家庭用耐久財,2753,0.8,710,0.2,2548,0.7,-,-,-,-,10975,3.5,1595,0.5
2,6,4,1,1,家事用耐久財,1194,0.4,264,0.1,1319,0.4,-,-,-,-,3234,1,1149,0.3
2,6,4,1,2,冷暖房用器具,1270,0.4,87,0,918,0.3,-,-,-,-,7671,2.4,44,0
2,6,4,1,3,一般家具,289,0.1,359,0.1,311,0.1,-,-,-,-,70,0,403,0.1
2,5,4,2,0,室内装備・装飾品,661,0.2,895,0.3,476,0.1,95,0,-,-,1723,0.5,916,0.3
2,5,4,3,0,寝具類,470,0.1,519,0.2,484,0.1,79,0,-,-,405,0.1,739,0.2
