項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,35歳未満／実数（円）,35歳未満／構成比（％）,35～39歳／実数（円）,35～39歳／構成比（％）,40～44歳／実数（円）,40～44歳／構成比（％）,45～49歳／実数（円）,45～49歳／構成比（％）,50～54歳／実数（円）,50～54歳／構成比（％）,55～59歳／実数（円）,55～59歳／構成比（％）,60～64歳／実数（円）,60～64歳／構成比（％）,65歳以上／実数（円）,65歳以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,659,-,1312,-,1790,-,1803,-,1296,-,1114,-,1297,-,728,-
0,0,0,0,0,調査世帯数,361,-,26,-,46,-,66,-,62,-,47,-,41,-,48,-,25,-
0,0,0,0,0,世帯人員,3.34,-,3.11,-,3.65,-,3.59,-,3.57,-,3.4,-,3.31,-,2.96,-,2.42,-
0,0,0,0,0,有業人員,1.61,-,1.55,-,1.36,-,1.43,-,1.42,-,1.76,-,1.81,-,2.01,-,1.68,-
0,0,0,0,0,世帯主平均年齢,49,-,31.6,-,37.2,-,42,-,46.9,-,51.7,-,56.7,-,62.1,-,68,-
1,0,0,0,0,受取,948965,-,827624,-,1023974,-,1017693,-,1100572,-,970650,-,893900,-,820193,-,654469,-
1,1,0,0,0,実収入,475452,100,454294,100,506699,100,534225,100,560736,100,517937,100,462731,100,343698,100,261260,100
1,2,0,0,0,経常収入,468997,98.6,435228,95.8,498255,98.3,526772,98.6,554806,98.9,515583,99.5,461594,99.8,339029,98.6,252351,96.6
1,3,0,0,0,勤め先収入,455485,95.8,429277,94.5,493749,97.4,509927,95.5,542678,96.8,510814,98.6,441268,95.4,324703,94.5,216858,83
1,4,0,0,0,世帯主収入,406080,85.4,366671,80.7,437531,86.3,447447,83.8,501642,89.5,466845,90.1,392467,84.8,279275,81.3,185410,71
1,6,0,0,0,うち男,391445,82.3,365174,80.4,428893,84.6,441481,82.6,489243,87.3,435010,84,381095,82.4,255155,74.2,163738,62.7
1,5,0,0,0,定期収入,398736,83.9,351631,77.4,432753,85.4,445879,83.5,477749,85.2,464920,89.8,387677,83.8,278557,81,181830,69.6
1,5,0,0,0,臨時収入,5932,1.2,-,-,3556,0.7,1568,0.3,23893,4.3,1926,0.4,4789,1,718,0.2,-,-
1,5,0,0,0,賞与,1413,0.3,15040,3.3,1221,0.2,-,-,-,-,-,-,-,-,-,-,3579,1.4
