区分,項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,755,-,-,108,-,104,-,110,-,111,-,109,-,105,-,108,-
0,0,世帯人員,2.96,-,-,2.7,-,2.65,-,2.82,-,3,-,3.15,-,3.21,-,3.15,-
0,0,有業人員,1.28,-,-,1.07,-,1.12,-,1.09,-,1.33,-,1.5,-,1.42,-,1.39,-
0,0,世帯主平均年齢,59.5,-,-,64.6,-,60.5,-,62.8,-,58.7,-,56.2,-,57.1,-,56.8,-
0,0,消費支出,306540,100,-3.4,105774,100,155944,100,193379,100,232738,100,287699,100,364455,100,802572,100
1,0,商品,165311,53.9,7.5,76674,72.5,101680,65.2,115081,59.5,131433,56.5,160431,55.8,176521,48.4,393910,49.1
1,1,耐久財,29783,9.7,69.1,1057,1,1513,1,3220,1.7,5031,2.2,11130,3.9,13212,3.6,172685,21.5
1,2,半耐久財,25351,8.3,-2.6,4919,4.7,12392,7.9,11964,6.2,16369,7,24478,8.5,29121,8,77872,9.7
1,3,非耐久財,110177,35.9,0,70698,66.8,87775,56.3,99896,51.7,110033,47.3,124823,43.4,134189,36.8,143353,17.9
1,0,サービス,141229,46.1,-13.7,29100,27.5,54264,34.8,78298,40.5,101305,43.5,127268,44.2,187933,51.6,408662,50.9
2,0,食料,84520,27.6,-1.8,53492,50.6,61497,39.4,74409,38.5,83448,35.9,96092,33.4,104460,28.7,117859,14.7
2,3,非耐久財,67616,22.1,2.9,45901,43.4,53015,34,62669,32.4,68427,29.4,77002,26.8,79206,21.7,86834,10.8
2,4,サービス,16905,5.5,-17,7591,7.2,8482,5.4,11740,6.1,15021,6.5,19090,6.6,25254,6.9,31024,3.9
2,0,住居,22926,7.5,-27.8,2749,2.6,9271,5.9,14168,7.3,23488,10.1,16621,5.8,25466,7,68481,8.5
2,1,耐久財,2505,0.8,16.7,68,0.1,10,0,-,-,837,0.4,31,0,-,-,16539,2.1
2,2,半耐久財,353,0.1,-17.9,69,0.1,100,0.1,49,0,194,0.1,240,0.1,118,0,1694,0.2
2,4,サービス,20068,6.5,-31.2,2612,2.5,9160,5.9,14119,7.3,22457,9.6,16350,5.7,25348,7,50247,6.3
2,0,光熱・水道（非耐久財）,20264,6.6,-7.2,14189,13.4,19014,12.2,18148,9.4,18917,8.1,21879,7.6,26605,7.3,23015,2.9
2,0,家具・家事用品,11806,3.9,8.4,3317,3.1,4384,2.8,6713,3.5,6643,2.9,11295,3.9,17982,4.9,32155,4
2,1,耐久財,4366,1.4,3.5,496,0.5,36,0,2004,1,1843,0.8,2270,0.8,9294,2.6,14546,1.8
2,2,半耐久財,3746,1.2,3.1,1228,1.2,1761,1.1,2270,1.2,2004,0.9,4682,1.6,4789,1.3,9439,1.2
2,3,非耐久財,2600,0.8,4.6,1416,1.3,2283,1.5,2169,1.1,2465,1.1,3228,1.1,3489,1,3137,0.4
2,4,サービス,1094,0.4,97.8,177,0.2,303,0.2,270,0.1,331,0.1,1115,0.4,410,0.1,5033,0.6
2,0,被服及び履物,12590,4.1,-8.1,2808,2.7,6971,4.5,4766,2.5,9110,3.9,13418,4.7,16100,4.4,34809,4.3
2,2,半耐久財,11737,3.8,-7.6,2496,2.4,6491,4.2,4385,2.3,8439,3.6,12556,4.4,15490,4.3,32156,4
2,4,サービス,854,0.3,-14.3,312,0.3,480,0.3,381,0.2,671,0.3,862,0.3,610,0.2,2652,0.3
2,0,保健医療,15874,5.2,-0.1,4642,4.4,6773,4.3,11415,5.9,12167,5.2,12347,4.3,23523,6.5,40079,5
2,1,耐久財,754,0.2,-40.3,52,0,398,0.3,238,0.1,794,0.3,405,0.1,1839,0.5,1544,0.2
2,2,半耐久財,369,0.1,-74.3,53,0.1,50,0,579,0.3,312,0.1,104,0,839,0.2,644,0.1
2,3,非耐久財,4685,1.5,8,1968,1.9,3207,2.1,4742,2.5,5112,2.2,5554,1.9,5746,1.6,6437,0.8
2,4,サービス,10066,3.3,13.8,2569,2.4,3117,2,5856,3,5950,2.6,6284,2.2,15099,4.1,31455,3.9
2,0,交通・通信,53323,17.4,37.3,7695,7.3,14146,9.1,21678,11.2,26272,11.3,42037,14.6,59917,16.4,200666,25
2,1,耐久財,18335,6,224.7,86,0.1,-,-,443,0.2,96,0,4166,1.4,39,0,123080,15.3
2,2,半耐久財,2299,0.7,52.9,83,0.1,122,0.1,397,0.2,456,0.2,648,0.2,1065,0.3,13276,1.7
2,3,非耐久財,2726,0.9,-12.9,876,0.8,1188,0.8,1552,0.8,2592,1.1,4142,1.4,3995,1.1,4711,0.6
2,4,サービス,29962,9.8,4.9,6649,6.3,12837,8.2,19287,10,23129,9.9,33080,11.5,54817,15,59600,7.4
2,0,教育,17146,5.6,-39.4,1140,1.1,2307,1.5,4202,2.2,4998,2.1,11467,4,13955,3.8,81618,10.2
2,3,非耐久財,103,0,-30.4,17,0,4,0,26,0,115,0,124,0,155,0,279,0
2,4,サービス,17043,5.6,-39.4,1123,1.1,2303,1.5,4176,2.2,4882,2.1,11343,3.9,13800,3.8,81340,10.1
2,0,教養娯楽,40419,13.2,1.2,9229,8.7,18119,11.6,19571,10.1,25434,10.9,39718,13.8,43890,12,126430,15.8
2,1,耐久財,1534,0.5,-49.8,298,0.3,719,0.5,54,0,872,0.4,2054,0.7,1443,0.4,5278,0.7
2,2,半耐久財,3421,1.1,-1,519,0.5,1844,1.2,2050,1.1,2490,1.1,4071,1.4,4385,1.2,8542,1.1
2,3,非耐久財,7441,2.4,7.7,4433,4.2,5664,3.6,6758,3.5,7412,3.2,7495,2.6,8277,2.3,12007,1.5
2,4,サービス,28023,9.1,5.6,3979,3.8,9892,6.3,10709,5.5,14660,6.3,26098,9.1,29785,8.2,100603,12.5
2,0,諸雑費,27671,9,-8.6,6513,6.2,13462,8.6,18308,9.5,22261,9.6,22825,7.9,32557,8.9,77460,9.7
2,1,耐久財,2289,0.7,78.3,57,0.1,349,0.2,481,0.2,589,0.3,2205,0.8,597,0.2,11698,1.5
2,2,半耐久財,3426,1.1,19,471,0.4,2024,1.3,2235,1.2,2474,1.1,2177,0.8,2434,0.7,12122,1.5
2,3,非耐久財,4743,1.5,-15.9,1897,1.8,3401,2.2,3832,2,4992,2.1,5398,1.9,6717,1.8,6932,0.9
2,4,サービス,17214,5.6,-15.9,4089,3.9,7688,4.9,11761,6.1,14206,6.1,13045,4.5,22809,6.3,46708,5.8
,,,,,,,,,,,,,,,,,,,
東京都生計分析調査　平成26年9月,,,,,,,,,,,,,,,,,,,
第１６表　生計支出７分位階層別１世帯当たり１か月間の財・サービス別支出　―全世帯―,,,,,,,,,,,,,,,,,,,
注１）財・サービス別結果は、品目分類を再分類して集計した。,,,,,,,,,,,,,,,,,,,
注２）消費支出には、「こづかい」、「贈与金」、「他の交際費」及び「仕送り金」は含まれていない。,,,,,,,,,,,,,,,,,,,
項目（0：世帯数等・消費支出等　1：耐久財　2：半耐久財　3：非耐久財　4：サービス）,,,,,,,,,,,,,,,,,,,
