項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,調査世帯数,749,-,-,105,-,106,-,111,-,103,-,111,-,108,-,105,-
0,世帯人員,2.98,-,-,2.66,-,2.77,-,2.83,-,3.02,-,3.3,-,3.1,-,3.19,-
0,有業人員,1.29,-,-,1.1,-,1.09,-,1.11,-,1.48,-,1.48,-,1.4,-,1.39,-
0,世帯主平均年齢,58.5,-,-,62.4,-,60.8,-,59.4,-,59,-,54.8,-,58.4,-,54.9,-
0,消費支出,301073,100,-10.4,105542,100,164588,100,209696,100,253953,100,303085,100,380850,100,688154,100
2,基礎的支出,158442,52.6,-9.2,79658,75.5,109071,66.3,127561,60.8,151911,59.8,154197,50.9,194916,51.2,291214,42.3
3,選択的支出,142631,47.4,-11.7,25884,24.5,55518,33.7,82135,39.2,102042,40.2,148889,49.1,185934,48.8,396940,57.7
1,食料,84339,28,-2.8,51344,48.6,63776,38.7,71630,34.2,88646,34.9,90028,29.7,100985,26.5,123723,18
2,基礎的支出,66687,22.1,-0.3,45143,42.8,52523,31.9,59255,28.3,72162,28.4,70578,23.3,78895,20.7,88114,12.8
3,選択的支出,17652,5.9,-11.3,6201,5.9,11253,6.8,12374,5.9,16484,6.5,19450,6.4,22090,5.8,35609,5.2
1,住居,23174,7.7,-32.2,1844,1.7,10393,6.3,14603,7,13790,5.4,15986,5.3,28825,7.6,76606,11.1
2,基礎的支出,20709,6.9,-35.6,1844,1.7,8909,5.4,13225,6.3,12808,5,11441,3.8,24080,6.3,72511,10.5
3,選択的支出,2464,0.8,22.6,-,-,1484,0.9,1378,0.7,982,0.4,4545,1.5,4745,1.2,4096,0.6
1,光熱・水道,20396,6.8,3.5,12806,12.1,19107,11.6,17944,8.6,22905,9,22268,7.3,25094,6.6,22602,3.3
2,基礎的支出,20396,6.8,3.5,12806,12.1,19107,11.6,17944,8.6,22905,9,22268,7.3,25094,6.6,22602,3.3
3,選択的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,家具・家事用品,12481,4.1,-2.4,3367,3.2,4686,2.8,6661,3.2,7936,3.1,9444,3.1,16178,4.2,39010,5.7
2,基礎的支出,6379,2.1,-5.6,2905,2.8,3559,2.2,4628,2.2,6655,2.6,6349,2.1,8863,2.3,11667,1.7
3,選択的支出,6103,2,1.3,462,0.4,1127,0.7,2033,1,1281,0.5,3095,1,7315,1.9,27344,4
1,被服及び履物,17415,5.8,6.5,4619,4.4,7225,4.4,9821,4.7,15034,5.9,14690,4.8,23270,6.1,47135,6.8
2,基礎的支出,1536,0.5,9.6,594,0.6,1036,0.6,1016,0.5,1493,0.6,1653,0.5,1953,0.5,3000,0.4
3,選択的支出,15879,5.3,6.2,4024,3.8,6188,3.8,8805,4.2,13541,5.3,13037,4.3,21317,5.6,44135,6.4
1,保健医療,13944,4.6,-27.1,4395,4.2,7548,4.6,10174,4.9,12159,4.8,14416,4.8,23110,6.1,25760,3.7
2,基礎的支出,9762,3.2,-21.7,3798,3.6,6237,3.8,7908,3.8,9516,3.7,9726,3.2,16075,4.2,15053,2.2
3,選択的支出,4182,1.4,-37.2,597,0.6,1311,0.8,2266,1.1,2643,1,4690,1.5,7035,1.8,10707,1.6
1,交通・通信,35192,11.7,-17.3,7786,7.4,15572,9.5,20713,9.9,24801,9.8,35043,11.6,36874,9.7,105257,15.3
2,基礎的支出,8427,2.8,-2.2,3007,2.8,5444,3.3,5484,2.6,8303,3.3,9805,3.2,9114,2.4,17771,2.6
3,選択的支出,26765,8.9,-21.2,4780,4.5,10128,6.2,15229,7.3,16497,6.5,25239,8.3,27760,7.3,87486,12.7
1,教育,10330,3.4,5.6,182,0.2,2389,1.5,5301,2.5,6473,2.5,12023,4,15689,4.1,30165,4.4
2,基礎的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,選択的支出,10330,3.4,5.6,182,0.2,2389,1.5,5301,2.5,6473,2.5,12023,4,15689,4.1,30165,4.4
1,教養娯楽,39704,13.2,3.4,9556,9.1,15260,9.3,22594,10.8,29075,11.4,40540,13.4,46717,12.3,113873,16.5
2,基礎的支出,9243,3.1,13.7,5409,5.1,5230,3.2,8405,4,8196,3.2,10303,3.4,10852,2.8,16281,2.4
3,選択的支出,30461,10.1,0.6,4146,3.9,10031,6.1,14190,6.8,20879,8.2,30237,10,35865,9.4,97592,14.2
1,その他の消費支出,44099,14.6,-21.7,9644,9.1,18632,11.3,30255,14.4,33134,13,48647,16.1,64108,16.8,104022,15.1
2,基礎的支出,15302,5.1,-16.8,4152,3.9,7027,4.3,9695,4.6,9872,3.9,12074,4,19990,5.2,44215,6.4
3,選択的支出,28796,9.6,-24.1,5492,5.2,11605,7.1,20559,9.8,23262,9.2,36573,12.1,44118,11.6,59807,8.7
,,,,,,,,,,,,,,,,,,
東京都生計分析調査　平成26年6月,,,,,,,,,,,,,,,,,,
第１５表　生計支出７分位階層別１世帯当たり１か月間の基礎的・選択的支出　―全世帯―,,,,,,,,,,,,,,,,,,
項目（0：世帯数等　1：品目　2：基礎的支出　3：選択的支出）,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
