年次・月次コード,年次・月次,西暦（年）,月,都平均,第1階層,第2階層,第3階層,第4階層,第5階層,第6階層,第7階層
nen,平成19年平均,2007,,29.9,29.9,33.2,34.3,31.1,29.2,29.6,25.3
nen,平成20年平均,2008,,29.2,30.4,31.5,31.9,28.8,28.8,27.6,27.5
nen,平成21年平均,2009,,29.1,32.9,32.8,31.1,30.7,29.8,26.8,24.4
nen,平成22年平均,2010,,28.4,28.5,34.5,31.3,30.9,26.8,27.8,23.3
nen,平成23年平均,2011,,30.2,32.1,29.8,33.3,34.9,28.1,29.3,26.7
nen,平成24年平均,2012,,29.6,30.8,31.3,35.2,30.8,29.4,27,26.5
nen,平成25年平均,2013,,30,30.2,33,34,29.5,28.6,29.8,27.2
tuki,平成25年6月,2013,6,27.2,25.8,28.3,33.5,22.1,33.4,31.9,20.2
tuki,平成25年7月,2013,7,26.6,29.9,33.7,33.6,28.9,29.6,22.6,17.9
tuki,平成25年8月,2013,8,25.6,20.4,32.7,32.8,25,25.8,24.7,23.2
tuki,平成25年9月,2013,9,33.1,26.6,28.5,39.5,28.1,28.8,34.3,39.2
tuki,平成25年10月,2013,10,33,27.7,38.8,37.2,32.1,33.9,29.2,33.1
tuki,平成25年11月,2013,11,26.4,27.8,31.2,32,25.5,19.7,28.6,23.6
tuki,平成25年12月,2013,12,26.6,34.6,31.5,27.7,30.8,25.9,22.4,19.6
tuki,平成26年1月,2014,1,30.2,35.3,30.4,33.9,27.3,28.1,32.1,27.9
tuki,平成26年2月,2014,2,30.8,38.1,38.1,32.2,32.5,29.1,31.6,23.2
tuki,平成26年3月,2014,3,27.8,29.7,28.5,27.3,29.1,28.2,29.4,23.9
tuki,平成26年4月,2014,4,33.8,36.9,24.5,31.4,29.5,40.3,33.2,38.3
tuki,平成26年5月,2014,5,29.8,31.1,23.6,27.2,29.2,35.9,38.5,23.1
tuki,平成26年6月,2014,6,26.6,24.2,24.8,27.6,33.1,26.7,25.6,24.9
,,,,,,,,,,,
東京都生計分析調査　平成26年6月,,,,,,,,,,,
主要指標５　―勤労者世帯，勤め先収入７分位階層別―,,,,,,,,,,,
公共的料金負担率〔＝（公共的料金÷消費支出）×１００〕,,,,,,,,,,,
