項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,持家／実数（円）,持家／構成比（％）,民営借家／実数（円）,民営借家／構成比（％）,公営借家／実数（円）,公営借家／構成比（％）,給与住宅／実数（円）,給与住宅／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,8018,-,1105,-,392,-,485,-
0,0,0,0,0,調査世帯数,748,-,607,-,77,-,32,-,32,-
0,0,0,0,0,世帯人員,3,-,3.01,-,2.96,-,2.66,-,3.18,-
0,0,0,0,0,有業人員,1.3,-,1.26,-,1.56,-,1.02,-,1.53,-
0,0,0,0,0,世帯主平均年齢,58.5,-,60.9,-,47.3,-,63.3,-,40.6,-
2,2,0,0,0,生計支出,320835,-,324393,-,334839,-,190304,-,335489,-
2,3,0,0,0,消費支出,315568,100,317824,100,334839,100,190304,100,335489,100
2,4,1,0,0,食料,82173,26,84223,26.5,77715,23.2,55647,29.2,79855,23.8
2,5,1,1,0,穀類,6636,2.1,6791,2.1,6102,1.8,5734,3,6014,1.8
2,6,1,1,1,米類,2147,0.7,2222,0.7,1935,0.6,1673,0.9,1769,0.5
2,6,1,1,2,パン,2849,0.9,2908,0.9,2500,0.7,2684,1.4,2800,0.8
2,6,1,1,3,めん類,1320,0.4,1341,0.4,1310,0.4,1214,0.6,1082,0.3
2,6,1,1,4,他の穀類,320,0.1,319,0.1,358,0.1,162,0.1,364,0.1
2,5,1,2,0,魚介類,6549,2.1,6962,2.2,4641,1.4,5594,2.9,4838,1.4
2,6,1,2,1,生鮮魚介,4011,1.3,4290,1.3,2751,0.8,3510,1.8,2668,0.8
2,6,1,2,2,塩干魚介,1206,0.4,1272,0.4,900,0.3,1025,0.5,970,0.3
2,6,1,2,3,魚肉練製品,488,0.2,510,0.2,340,0.1,425,0.2,516,0.2
2,6,1,2,4,他の魚介加工品,844,0.3,890,0.3,650,0.2,634,0.3,685,0.2
2,5,1,3,0,肉類,7400,2.3,7682,2.4,6508,1.9,4103,2.2,7436,2.2
2,6,1,3,1,生鮮肉,5789,1.8,6007,1.9,5165,1.5,3045,1.6,5816,1.7
2,6,1,3,2,加工肉,1612,0.5,1675,0.5,1343,0.4,1058,0.6,1620,0.5
2,5,1,4,0,乳卵類,4007,1.3,4088,1.3,3921,1.2,2597,1.4,3998,1.2
2,6,1,4,1,牛乳,1375,0.4,1412,0.4,1377,0.4,727,0.4,1287,0.4
2,6,1,4,2,乳製品,1843,0.6,1877,0.6,1774,0.5,1230,0.6,1924,0.6
2,6,1,4,3,卵,789,0.3,799,0.3,771,0.2,640,0.3,786,0.2
2,5,1,5,0,野菜・海藻,10174,3.2,10636,3.3,8428,2.5,7780,4.1,8441,2.5
2,6,1,5,1,生鮮野菜,7271,2.3,7563,2.4,6174,1.8,5524,2.9,6350,1.9
2,6,1,5,2,乾物・海藻,644,0.2,674,0.2,595,0.2,348,0.2,500,0.1
2,6,1,5,3,大豆加工品,1127,0.4,1181,0.4,877,0.3,857,0.5,1025,0.3
2,6,1,5,4,他の野菜・海藻加工品,1132,0.4,1218,0.4,783,0.2,1051,0.6,567,0.2
2,5,1,6,0,果物,3217,1,3324,1,2987,0.9,2813,1.5,2299,0.7
2,6,1,6,1,生鮮果物,2935,0.9,3033,1,2691,0.8,2612,1.4,2130,0.6
