項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,調査世帯数,740,-,-,106,-,101,-,105,-,108,-,110,-,104,-,106,-
0,世帯人員,2.96,-,-,2.56,-,2.74,-,2.86,-,2.94,-,3.1,-,3.22,-,3.3,-
0,有業人員,1.28,-,-,0.9,-,1.09,-,1.37,-,1.32,-,1.48,-,1.32,-,1.52,-
0,世帯主平均年齢,59.6,-,-,63.8,-,62.6,-,61.6,-,60.5,-,56,-,56.4,-,56.3,-
0,消費支出,311908,100,-4.5,112367,100,171303,100,225598,100,265004,100,319777,100,397180,100,689637,100
2,基礎的支出,166481,53.4,2,83835,74.6,118982,69.5,136490,60.5,152650,57.6,165384,51.7,200340,50.4,306722,44.5
3,選択的支出,145428,46.6,-11.1,28532,25.4,52320,30.5,89108,39.5,112354,42.4,154393,48.3,196840,49.6,382915,55.5
1,食料,90659,29.1,1.3,52371,46.6,66376,38.7,80957,35.9,87617,33.1,96636,30.2,118896,29.9,131256,19
2,基礎的支出,69331,22.2,1.7,45069,40.1,56481,33,63868,28.3,69135,26.1,74166,23.2,88585,22.3,87715,12.7
3,選択的支出,21328,6.8,0.2,7301,6.5,9895,5.8,17089,7.6,18482,7,22470,7,30311,7.6,43541,6.3
1,住居,18255,5.9,-22.7,2195,2,7520,4.4,11870,5.3,14119,5.3,22681,7.1,21615,5.4,47620,6.9
2,基礎的支出,16261,5.2,-23.2,1636,1.5,6684,3.9,10546,4.7,11832,4.5,20154,6.3,20424,5.1,42390,6.1
3,選択的支出,1994,0.6,-18.3,559,0.5,836,0.5,1324,0.6,2287,0.9,2527,0.8,1191,0.3,5230,0.8
1,光熱・水道,21166,6.8,-2.4,15417,13.7,21104,12.3,19381,8.6,21718,8.2,23192,7.3,22329,5.6,25000,3.6
2,基礎的支出,21166,6.8,-2.4,15417,13.7,21104,12.3,19381,8.6,21718,8.2,23192,7.3,22329,5.6,25000,3.6
3,選択的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,家具・家事用品,10009,3.2,-27.5,3479,3.1,5793,3.4,7951,3.5,8568,3.2,10362,3.2,12506,3.1,21322,3.1
2,基礎的支出,6272,2,-2.4,2858,2.5,4656,2.7,6001,2.7,6557,2.5,5798,1.8,7339,1.8,10659,1.5
