区分,項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,755,-,-,111,-,104,-,107,-,111,-,107,-,108,-,107,-
0,0,世帯人員,2.97,-,-,2.86,-,2.64,-,2.85,-,2.97,-,3.2,-,3.06,-,3.24,-
0,0,有業人員,1.3,-,-,1.19,-,1.11,-,1.24,-,1.24,-,1.46,-,1.39,-,1.48,-
0,0,世帯主平均年齢,58.8,-,-,62.6,-,61.1,-,58.4,-,57.6,-,58.4,-,56.3,-,57.4,-
0,0,消費支出,290887,100,-11,111270,100,164525,100,198062,100,236849,100,279726,100,359674,100,684254,100
1,0,商品,163382,56.2,-3.5,82197,73.9,110148,66.9,114669,57.9,127881,54,155449,55.6,186126,51.7,366276,53.5
1,1,耐久財,24643,8.5,0.7,2139,1.9,3000,1.8,4008,2,7930,3.3,9408,3.4,15941,4.4,129699,19
1,2,半耐久財,29157,10,-7.8,7664,6.9,14042,8.5,15393,7.8,17653,7.5,24701,8.8,38683,10.8,85723,12.5
1,3,非耐久財,109582,37.7,-3.2,72394,65.1,93105,56.6,95268,48.1,102298,43.2,121339,43.4,131502,36.6,150854,22
1,0,サービス,127505,43.8,-19.1,29073,26.1,54377,33.1,83393,42.1,108968,46,124277,44.4,173548,48.3,317978,46.5
2,0,食料,86217,29.6,-3.1,54046,48.6,68860,41.9,74107,37.4,79707,33.7,96626,34.5,102796,28.6,127090,18.6
2,3,非耐久財,68995,23.7,0.6,47989,43.1,59470,36.1,61900,31.3,63191,26.7,75581,27,79812,22.2,94829,13.9
2,4,サービス,17222,5.9,-15.5,6057,5.4,9390,5.7,12208,6.2,16515,7,21045,7.5,22984,6.4,32261,4.7
2,0,住居,22508,7.7,-39.7,2120,1.9,10146,6.2,12723,6.4,18426,7.8,20228,7.2,31408,8.7,62315,9.1
2,1,耐久財,3836,1.3,-12.3,9,0,63,0,400,0.2,427,0.2,-,-,4010,1.1,21888,3.2
2,2,半耐久財,140,0,-9.7,34,0,149,0.1,71,0,171,0.1,226,0.1,55,0,271,0
2,4,サービス,18532,6.4,-43.5,2076,1.9,9934,6,12252,6.2,17828,7.5,20002,7.2,27343,7.6,40156,5.9
2,0,光熱・水道（非耐久財）,18615,6.4,-5.4,12354,11.1,15527,9.4,16397,8.3,18094,7.6,22431,8,22710,6.3,22745,3.3
2,0,家具・家事用品,12954,4.5,-5.6,4058,3.6,7400,4.5,5966,3,10983,4.6,10324,3.7,15034,4.2,36820,5.4
