区分,項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,739,-,-,105,-,105,-,105,-,106,-,106,-,105,-,107,-
0,0,世帯人員,2.98,-,-,2.53,-,2.65,-,2.99,-,2.86,-,3.14,-,3.32,-,3.37,-
0,0,有業人員,1.3,-,-,1.12,-,1.01,-,1.36,-,1.28,-,1.33,-,1.5,-,1.51,-
0,0,世帯主平均年齢,57.9,-,-,60.4,-,60.9,-,59.4,-,57.9,-,58,-,53.9,-,55.1,-
0,0,消費支出,280764,100,-2.2,107370,100,161758,100,197100,100,248786,100,293080,100,358927,100,595309,100
1,0,商品,151293,53.9,-0.5,74418,69.3,106663,65.9,120338,61.1,135085,54.3,163668,55.8,193282,53.8,264528,44.4
1,1,耐久財,13094,4.7,-1.1,1225,1.1,2316,1.4,5058,2.6,8923,3.6,9554,3.3,20438,5.7,43888,7.4
1,2,半耐久財,28181,10,-0.2,6771,6.3,11802,7.3,16187,8.2,23560,9.5,29534,10.1,42203,11.8,66860,11.2
1,3,非耐久財,110017,39.2,-0.5,66422,61.9,92545,57.2,99092,50.3,102601,41.2,124580,42.5,130641,36.4,153780,25.8
1,0,サービス,129471,46.1,-4.2,32951,30.7,55095,34.1,76762,38.9,113702,45.7,129411,44.2,165645,46.2,330781,55.6
2,0,食料,80011,28.5,0.8,44125,41.1,62733,38.8,65757,33.4,75746,30.4,89315,30.5,97310,27.1,124611,20.9
2,3,非耐久財,60957,21.7,0.1,38228,35.6,53214,32.9,53477,27.1,55119,22.2,68040,23.2,72436,20.2,85937,14.4
2,4,サービス,19054,6.8,3.4,5897,5.5,9519,5.9,12280,6.2,20626,8.3,21276,7.3,24874,6.9,38673,6.5
2,0,住居,23528,8.4,-0.8,5002,4.7,9698,6,11945,6.1,21478,8.6,28922,9.9,27070,7.5,60180,10.1
2,1,耐久財,1297,0.5,7.9,-,-,201,0.1,-,-,-,-,774,0.3,2585,0.7,5493,0.9
2,2,半耐久財,251,0.1,120.2,298,0.3,38,0,111,0.1,179,0.1,121,0,96,0,906,0.2
2,4,サービス,21980,7.8,-1.9,4704,4.4,9459,5.8,11835,6,21299,8.6,28027,9.6,24389,6.8,53781,9
2,0,光熱・水道（非耐久財）,28311,10.1,-4.3,18688,17.4,24925,15.4,28256,14.3,26009,10.5,32476,11.1,32213,9,35541,6
2,0,家具・家事用品,10920,3.9,16.3,2598,2.4,5544,3.4,5846,3,10559,4.2,13388,4.6,16368,4.6,22012,3.7
2,1,耐久財,4878,1.7,54.5,151,0.1,861,0.5,1326,0.7,5510,2.2,5569,1.9,7996,2.2,12647,2.1
2,2,半耐久財,3240,1.2,-11.6,1107,1,2222,1.4,2083,1.1,2621,1.1,4425,1.5,5168,1.4,5038,0.8
2,3,非耐久財,2175,0.8,7.4,1239,1.2,1828,1.1,1799,0.9,1913,0.8,2545,0.9,2700,0.8,3190,0.5
2,4,サービス,626,0.2,15.3,101,0.1,633,0.4,638,0.3,516,0.2,849,0.3,503,0.1,1138,0.2
2,0,被服及び履物,18270,6.5,4.7,4044,3.8,7104,4.4,11239,5.7,14653,5.9,19042,6.5,23931,6.7,47606,8
2,2,半耐久財,16944,6,5,3922,3.7,6816,4.2,10986,5.6,14219,5.7,17974,6.1,21998,6.1,42454,7.1
2,4,サービス,1326,0.5,1.4,122,0.1,288,0.2,253,0.1,435,0.2,1068,0.4,1933,0.5,5152,0.9
2,0,保健医療,13613,4.8,-1.7,4440,4.1,7188,4.4,10995,5.6,15583,6.3,16835,5.7,16863,4.7,23252,3.9
2,1,耐久財,833,0.3,9.5,24,0,140,0.1,367,0.2,792,0.3,2127,0.7,826,0.2,1542,0.3
2,2,半耐久財,249,0.1,-16.7,129,0.1,13,0,105,0.1,434,0.2,522,0.2,230,0.1,307,0.1
2,3,非耐久財,4616,1.6,3.8,2139,2,3107,1.9,4263,2.2,6122,2.5,5248,1.8,5538,1.5,5865,1
2,4,サービス,7915,2.8,-5.2,2148,2,3929,2.4,6261,3.2,8236,3.3,8939,3.1,10270,2.9,15538,2.6
2,0,交通・通信,32911,11.7,-11.5,10390,9.7,13814,8.5,20089,10.2,28266,11.4,30274,10.3,47887,13.3,79248,13.3
2,1,耐久財,2670,1,-42.2,306,0.3,-,-,219,0.1,1679,0.7,197,0.1,2199,0.6,13985,2.3
2,2,半耐久財,691,0.2,-51.7,22,0,109,0.1,249,0.1,448,0.2,247,0.1,1544,0.4,2208,0.4
2,3,非耐久財,2447,0.9,6.9,799,0.7,1021,0.6,2005,1,2215,0.9,2290,0.8,4513,1.3,4274,0.7
2,4,サービス,27103,9.7,-6,9263,8.6,12684,7.8,17616,8.9,23924,9.6,27539,9.4,39631,11,58781,9.9
2,0,教育,12799,4.6,-31.8,787,0.7,1476,0.9,3121,1.6,6242,2.5,5601,1.9,12008,3.3,59950,10.1
2,3,非耐久財,81,0,-31.9,-,-,-,-,20,0,7,0,15,0,267,0.1,258,0
2,4,サービス,12718,4.5,-31.8,787,0.7,1476,0.9,3100,1.6,6235,2.5,5587,1.9,11742,3.3,59691,10
2,0,教養娯楽,34328,12.2,-0.4,8924,8.3,15767,9.7,20323,10.3,26570,10.7,29874,10.2,49055,13.7,89315,15
2,1,耐久財,2529,0.9,-17.6,353,0.3,944,0.6,2524,1.3,692,0.3,672,0.2,6568,1.8,5948,1
2,2,半耐久財,4773,1.7,32.3,657,0.6,1652,1,1966,1,3456,1.4,4178,1.4,9620,2.7,11831,2
2,3,非耐久財,6177,2.2,-1.7,3178,3,5609,3.5,4694,2.4,6348,2.6,6663,2.3,7389,2.1,9318,1.6
2,4,サービス,20849,7.4,-3.1,4736,4.4,7562,4.7,11139,5.7,16074,6.5,18360,6.3,25477,7.1,62218,10.5
2,0,諸雑費,26074,9.3,11.6,8372,7.8,13509,8.4,19528,9.9,23680,9.5,27351,9.3,36221,10.1,53595,9
2,1,耐久財,887,0.3,110.2,390,0.4,170,0.1,623,0.3,250,0.1,215,0.1,264,0.1,4273,0.7
2,2,半耐久財,2033,0.7,-31.5,637,0.6,951,0.6,688,0.3,2205,0.9,2066,0.7,3547,1,4116,0.7
