項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,調査世帯数,748,-,-,106,-,110,-,106,-,109,-,104,-,110,-,103,-
0,世帯人員,3,-,-,2.59,-,2.8,-,2.98,-,2.93,-,3.12,-,3.31,-,3.25,-
0,有業人員,1.3,-,-,1.04,-,1.07,-,1.21,-,1.45,-,1.35,-,1.46,-,1.51,-
0,世帯主平均年齢,58.5,-,-,63.3,-,61.8,-,58.9,-,57.6,-,56.6,-,55.1,-,56.1,-
0,消費支出,315568,100,-0.9,111772,100,171388,100,214991,100,262871,100,316903,100,398201,100,730637,100
2,基礎的支出,162979,51.6,-2.4,83451,74.7,115081,67.1,133269,62,148293,56.4,168992,53.3,206442,51.8,284578,38.9
3,選択的支出,152589,48.4,0.6,28321,25.3,56308,32.9,81723,38,114578,43.6,147911,46.7,191760,48.2,446059,61.1
1,食料,87818,27.8,2.8,52771,47.2,65547,38.2,73894,34.4,88643,33.7,100622,31.8,109544,27.5,123466,16.9
2,基礎的支出,68012,21.6,3.3,45490,40.7,54172,31.6,61496,28.6,66693,25.4,77477,24.4,82741,20.8,87874,12
3,選択的支出,19806,6.3,1,7281,6.5,11375,6.6,12398,5.8,21949,8.3,23145,7.3,26803,6.7,35592,4.9
1,住居,19947,6.3,-32.1,4344,3.9,9693,5.7,12828,6,11539,4.4,20585,6.5,33257,8.4,47223,6.5
2,基礎的支出,18267,5.8,-33.9,4312,3.9,9498,5.5,11779,5.5,10784,4.1,14482,4.6,31654,7.9,45197,6.2
3,選択的支出,1680,0.5,-4,32,0,196,0.1,1049,0.5,755,0.3,6103,1.9,1603,0.4,2026,0.3
