年次・月次コード,年次・月次,西暦（年）,月,都平均,第1階層,第2階層,第3階層,第4階層,第5階層,第6階層,第7階層
nen,平成19年平均,2007,,22.3,26.9,22.7,23.9,23.1,21,20.7,20.6
nen,平成20年平均,2008,,23.3,27.1,25.3,23.2,23,22,22.4,22.2
nen,平成21年平均,2009,,23.2,26.5,26.6,23.9,23.7,22.1,22,20.9
nen,平成22年平均,2010,,22.2,26.4,23.5,22.1,23.8,21.3,20.8,19.9
nen,平成23年平均,2011,,23.6,25.7,27.4,24.7,23.4,23.3,22.3,21.2
nen,平成24年平均,2012,,23,26.5,25.8,24,23.2,23.4,20.7,20.8
nen,平成25年平均,2013,,22.9,25.9,25.1,24.5,23.7,22.9,20.9,20.3
tuki,平成25年5月,2013,5,24.2,27.2,25.3,22.4,26.9,26.6,22,21.6
tuki,平成25年6月,2013,6,22.9,28.2,26.7,23.6,23.9,23.8,22.1,17.7
tuki,平成25年7月,2013,7,22.7,28.9,29.3,26.9,22.8,21.2,20.2,17.4
tuki,平成25年8月,2013,8,23.2,23.3,31.6,26.9,25.1,21.4,20.6,20
tuki,平成25年9月,2013,9,22.8,25.2,26.9,26.6,23.1,24,20,19
tuki,平成25年10月,2013,10,24.3,26.7,22.3,27.1,28,22.8,24.2,21.9
tuki,平成25年11月,2013,11,23.1,24.9,31.4,22.9,26.3,20.7,20.8,20.9
tuki,平成25年12月,2013,12,25.1,24.9,27,26.6,24.5,26.6,23.5,24.2
tuki,平成26年1月,2014,1,22.8,24.9,22.7,27,21.9,22.7,23,20.1
tuki,平成26年2月,2014,2,23.9,29,26.1,24.3,26.9,22.4,24,19.4
tuki,平成26年3月,2014,3,21,24.1,25,24.1,20.5,20.7,17.7,19.7
tuki,平成26年4月,2014,4,21,22.3,22.2,21.2,24.2,22,17,20.5
tuki,平成26年5月,2014,5,23.9,27.7,26.7,22.4,27.7,25.5,20.9,20.8
,,,,,,,,,,,
東京都生計分析調査　平成26年5月,,,,,,,,,,,
主要指標５　―勤労者世帯，勤め先収入７分位階層別―,,,,,,,,,,,
エンゲル係数〔＝（食料費÷消費支出）×１００〕,,,,,,,,,,,
