項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,持家／実数（円）,持家／構成比（％）,民営借家／実数（円）,民営借家／構成比（％）,公営借家／実数（円）,公営借家／構成比（％）,給与住宅／実数（円）,給与住宅／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,6920,-,2059,-,257,-,763,-
0,0,0,0,0,調査世帯数,361,-,253,-,72,-,11,-,25,-
0,0,0,0,0,世帯人員,3.34,-,3.47,-,2.89,-,2.58,-,3.57,-
0,0,0,0,0,有業人員,1.61,-,1.62,-,1.58,-,1.65,-,1.55,-
0,0,0,0,0,世帯主平均年齢,49,-,50.6,-,46.1,-,50.9,-,41.2,-
1,0,0,0,0,受取,948965,-,1011565,-,811761,-,640855,-,855571,-
1,1,0,0,0,実収入,475452,100,506274,100,390743,100,333869,100,472320,100
1,2,0,0,0,経常収入,468997,98.6,501135,99,384505,98.4,332422,99.6,451670,95.6
1,3,0,0,0,勤め先収入,455485,95.8,484933,95.8,376896,96.5,330252,98.9,442802,93.8
1,4,0,0,0,世帯主収入,406080,85.4,436381,86.2,332362,85.1,281334,84.3,372356,78.8
1,6,0,0,0,うち男,391445,82.3,427447,84.4,307232,78.6,250988,75.2,339661,71.9
1,5,0,0,0,定期収入,398736,83.9,426505,84.2,330137,84.5,279368,83.7,372333,78.8
1,5,0,0,0,臨時収入,5932,1.2,8066,1.6,1446,0.4,1966,0.6,24,0
1,5,0,0,0,賞与,1413,0.3,1810,0.4,778,0.2,-,-,-,-
1,4,0,0,0,世帯主の配偶者の収入,43603,9.2,45594,9,31839,8.1,4564,1.4,70445,14.9
1,6,0,0,0,うち女,42578,9,45594,9,31839,8.1,4564,1.4,57028,12.1
1,4,0,0,0,他の世帯員収入,5803,1.2,2958,0.6,12696,3.2,44354,13.3,-,-
1,3,0,0,0,事業・内職収入,7695,1.6,8504,1.7,5774,1.5,-,-,8140,1.7
1,4,0,0,0,家賃収入,2299,0.5,1953,0.4,1989,0.5,-,-,7042,1.5
1,4,0,0,0,他の事業収入,4553,1,5332,1.1,3785,1,-,-,1098,0.2
1,4,0,0,0,内職収入,843,0.2,1218,0.2,-,-,-,-,-,-
1,3,0,0,0,他の経常収入,5816,1.2,7699,1.5,1834,0.5,2170,0.6,729,0.2
1,4,0,0,0,財産収入,905,0.2,1308,0.3,-,-,-,-,-,-
1,4,0,0,0,社会保障給付,4668,1,6328,1.2,1132,0.3,-,-,729,0.2
1,5,0,0,0,公的年金給付,1569,0.3,2268,0.4,-,-,-,-,-,-
1,5,0,0,0,他の社会保障給付,3099,0.7,4060,0.8,1132,0.3,-,-,729,0.2
1,4,0,0,0,仕送り金,244,0.1,62,0,702,0.2,2170,0.6,-,-
1,2,0,0,0,特別収入,6455,1.4,5139,1,6238,1.6,1447,0.4,20650,4.4
1,3,0,0,0,受贈金,3356,0.7,1211,0.2,5559,1.4,-,-,17991,3.8
1,3,0,0,0,他の特別収入,3099,0.7,3929,0.8,679,0.2,1447,0.4,2659,0.6
1,1,0,0,0,実収入以外の受取(繰入金を除く),403877,-,433388,-,348319,-,260696,-,334542,-
1,2,0,0,0,預貯金引出,333485,-,357406,-,299085,-,219084,-,248036,-
1,2,0,0,0,保険金,1392,-,2012,-,-,-,-,-,-,-
1,3,0,0,0,個人・企業年金保険金,1392,-,2012,-,-,-,-,-,-,-
1,3,0,0,0,他の保険金,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,有価証券売却,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,他の借入金,36,-,52,-,-,-,-,-,-,-
1,2,0,0,0,分割払購入借入金,1686,-,214,-,3793,-,-,-,9914,-
1,2,0,0,0,一括払購入借入金,67217,-,73629,-,45396,-,41611,-,76592,-
1,2,0,0,0,土地家屋売却,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,実収入以外の受取のその他,61,-,74,-,45,-,-,-,-,-
1,1,0,0,0,繰入金,69637,-,71904,-,72699,-,46290,-,48709,-
2,0,0,0,0,支払,948965,-,1011565,-,811761,-,640855,-,855571,-
2,1,0,0,0,実支出,417522,-,424730,-,411994,-,275707,-,414915,-
2,2,0,0,0,生計支出,326069,-,324172,-,345103,-,229384,-,324514,-
2,3,0,0,0,消費支出,326069,100,324172,100,345103,100,229384,100,324514,100
2,4,1,0,0,食料,86111,26.4,91533,28.2,75016,21.7,57780,25.2,76449,23.6
2,5,1,1,0,穀類,6943,2.1,7224,2.2,6063,1.8,6886,3,6788,2.1
2,6,1,1,1,米類,1758,0.5,1681,0.5,2054,0.6,1969,0.9,1592,0.5
2,6,1,1,2,パン,3245,1,3486,1.1,2407,0.7,3520,1.5,3235,1
2,6,1,1,3,めん類,1397,0.4,1452,0.4,1228,0.4,1107,0.5,1453,0.4
2,6,1,1,4,他の穀類,542,0.2,606,0.2,375,0.1,291,0.1,508,0.2
2,5,1,2,0,魚介類,5602,1.7,6356,2,4058,1.2,3923,1.7,3500,1.1
2,6,1,2,1,生鮮魚介,3497,1.1,3973,1.2,2552,0.7,2688,1.2,2000,0.6
2,6,1,2,2,塩干魚介,982,0.3,1129,0.3,718,0.2,271,0.1,602,0.2
2,6,1,2,3,魚肉練製品,486,0.1,549,0.2,357,0.1,470,0.2,264,0.1
2,6,1,2,4,他の魚介加工品,637,0.2,704,0.2,431,0.1,495,0.2,635,0.2
2,5,1,3,0,肉類,8157,2.5,8753,2.7,7084,2.1,5041,2.2,6698,2.1
2,6,1,3,1,生鮮肉,6601,2,7105,2.2,5807,1.7,3895,1.7,5094,1.6
2,6,1,3,2,加工肉,1555,0.5,1648,0.5,1277,0.4,1146,0.5,1604,0.5
2,5,1,4,0,乳卵類,3890,1.2,4020,1.2,3511,1,2488,1.1,4211,1.3
2,6,1,4,1,牛乳,1233,0.4,1323,0.4,1053,0.3,547,0.2,1139,0.4
2,6,1,4,2,乳製品,1890,0.6,1905,0.6,1746,0.5,1405,0.6,2312,0.7
2,6,1,4,3,卵,767,0.2,792,0.2,712,0.2,536,0.2,760,0.2
2,5,1,5,0,野菜・海藻,8474,2.6,9185,2.8,6817,2,6876,3,7041,2.2
2,6,1,5,1,生鮮野菜,5776,1.8,6227,1.9,4763,1.4,4973,2.2,4691,1.4
2,6,1,5,2,乾物・海藻,629,0.2,705,0.2,407,0.1,414,0.2,611,0.2
2,6,1,5,3,大豆加工品,1074,0.3,1135,0.4,908,0.3,778,0.3,1062,0.3
2,6,1,5,4,他の野菜・海藻加工品,996,0.3,1118,0.3,739,0.2,711,0.3,677,0.2
2,5,1,6,0,果物,2755,0.8,2979,0.9,2165,0.6,3113,1.4,2191,0.7
2,6,1,6,1,生鮮果物,2484,0.8,2664,0.8,2036,0.6,2544,1.1,2044,0.6
2,6,1,6,2,果物加工品,270,0.1,315,0.1,129,0,569,0.2,147,0
2,5,1,7,0,油脂・調味料,3800,1.2,4125,1.3,2984,0.9,2904,1.3,3349,1
2,6,1,7,1,油脂,390,0.1,443,0.1,252,0.1,356,0.2,296,0.1
2,6,1,7,2,調味料,3409,1,3683,1.1,2731,0.8,2548,1.1,3054,0.9
2,5,1,8,0,菓子類,6640,2,7052,2.2,5972,1.7,3345,1.5,5817,1.8
2,5,1,9,0,調理食品,10664,3.3,11563,3.6,8400,2.4,8414,3.7,9382,2.9
2,6,1,9,1,主食的調理食品,4447,1.4,4684,1.4,3597,1,3769,1.6,4821,1.5
2,6,1,9,2,他の調理食品,6217,1.9,6880,2.1,4803,1.4,4645,2,4561,1.4
2,5,1,10,0,飲料,4499,1.4,4564,1.4,4830,1.4,2653,1.2,3639,1.1
2,6,1,10,1,茶類,1022,0.3,1034,0.3,1188,0.3,398,0.2,681,0.2
2,6,1,10,2,コーヒー・ココア,970,0.3,1032,0.3,885,0.3,610,0.3,764,0.2
2,6,1,10,3,他の飲料,2507,0.8,2499,0.8,2757,0.8,1644,0.7,2194,0.7
2,5,1,11,0,酒類,3480,1.1,3809,1.2,3260,0.9,1316,0.6,1820,0.6
2,5,1,12,0,外食,21208,6.5,21903,6.8,19872,5.8,10821,4.7,22013,6.8
2,6,1,12,1,一般外食,19176,5.9,19723,6.1,18787,5.4,9612,4.2,18498,5.7
2,6,1,12,2,学校給食,2031,0.6,2180,0.7,1085,0.3,1209,0.5,3515,1.1
2,4,2,0,0,住居,25738,7.9,4832,1.5,90061,26.1,51774,22.6,32929,10.1
2,5,2,1,0,家賃地代,22511,6.9,830,0.3,87878,25.5,51763,22.6,32837,10.1
2,5,2,2,0,設備修繕・維持,3227,1,4003,1.2,2183,0.6,11,0,92,0
2,6,2,2,1,設備材料,1263,0.4,1768,0.5,184,0.1,11,0,19,0
2,6,2,2,2,工事その他のサービス,1964,0.6,2235,0.7,1999,0.6,-,-,73,0
2,4,3,0,0,光熱・水道,19394,5.9,21472,6.6,15456,4.5,15489,6.8,12496,3.9
2,5,3,1,0,電気代,8867,2.7,10052,3.1,6346,1.8,5529,2.4,6053,1.9
2,5,3,2,0,ガス代,5554,1.7,5951,1.8,5074,1.5,5159,2.2,3388,1
2,5,3,3,0,他の光熱,336,0.1,350,0.1,324,0.1,22,0,338,0.1
2,5,3,4,0,上下水道料,4637,1.4,5119,1.6,3712,1.1,4779,2.1,2717,0.8
2,4,4,0,0,家具・家事用品,12148,3.7,12232,3.8,14469,4.2,7294,3.2,6769,2.1
2,5,4,1,0,家庭用耐久財,4184,1.3,3544,1.1,7821,2.3,4044,1.8,217,0.1
2,6,4,1,1,家事用耐久財,1417,0.4,1183,0.4,2909,0.8,-,-,-,-
2,6,4,1,2,冷暖房用器具,2182,0.7,1546,0.5,4817,1.4,4044,1.8,217,0.1
2,6,4,1,3,一般家具,584,0.2,816,0.3,95,0,-,-,-,-
2,5,4,2,0,室内装備・装飾品,1089,0.3,1314,0.4,646,0.2,127,0.1,559,0.2
2,5,4,3,0,寝具類,810,0.2,846,0.3,849,0.2,-,-,650,0.2
2,5,4,4,0,家事雑貨,2817,0.9,3049,0.9,2477,0.7,1307,0.6,2143,0.7
2,5,4,5,0,家事用消耗品,2942,0.9,3120,1,2490,0.7,1795,0.8,2945,0.9
2,5,4,6,0,家事サービス,306,0.1,358,0.1,186,0.1,22,0,255,0.1
2,4,5,0,0,被服及び履物,20444,6.3,21780,6.7,14968,4.3,15364,6.7,24813,7.6
2,5,5,1,0,和服,47,0,-,-,228,0.1,-,-,-,-
2,5,5,2,0,洋服,8998,2.8,9897,3.1,6063,1.8,8318,3.6,8991,2.8
2,6,5,2,1,男子用洋服,2946,0.9,3521,1.1,1129,0.3,3554,1.5,2434,0.8
2,6,5,2,2,婦人用洋服,4835,1.5,5062,1.6,3775,1.1,4765,2.1,5661,1.7
2,6,5,2,3,子供用洋服,1217,0.4,1314,0.4,1159,0.3,-,-,896,0.3
2,5,5,3,0,シャツ・セーター類,4141,1.3,4262,1.3,3350,1,4164,1.8,5171,1.6
