区分,項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,754,-,-,105,-,115,-,107,-,108,-,107,-,105,-,107,-
0,0,世帯人員,2.98,-,-,2.55,-,2.87,-,2.83,-,2.96,-,3.14,-,3.33,-,3.16,-
0,0,有業人員,1.29,-,-,1.1,-,1.13,-,1.1,-,1.35,-,1.44,-,1.52,-,1.39,-
0,0,世帯主平均年齢,59.2,-,-,62.8,-,62.4,-,60,-,59.7,-,56.8,-,55.7,-,57,-
0,0,消費支出,296104,100,0.8,104487,100,162492,100,198492,100,238204,100,296344,100,377075,100,693714,100
1,0,商品,151293,51.1,2.3,75380,72.1,107077,65.9,118876,59.9,135883,57,168444,56.8,189869,50.4,262936,37.9
1,1,耐久財,10748,3.6,-35.6,874,0.8,2169,1.3,2775,1.4,2442,1,8638,2.9,11100,2.9,47089,6.8
1,2,半耐久財,27036,9.1,8.7,5632,5.4,12359,7.6,14746,7.4,19548,8.2,32067,10.8,38253,10.1,66457,9.6
1,3,非耐久財,113510,38.3,6.7,68874,65.9,92548,57,101354,51.1,113893,47.8,127739,43.1,140517,37.3,149390,21.5
1,0,サービス,144811,48.9,-0.8,29107,27.9,55415,34.1,79616,40.1,102321,43,127900,43.2,187205,49.6,430779,62.1
2,0,食料,85949,29,3.6,49819,47.7,66835,41.1,75499,38,84443,35.4,91920,31,107602,28.5,125271,18.1
2,3,非耐久財,69024,23.3,6.4,43795,41.9,57418,35.3,63566,32,71596,30.1,75273,25.4,83817,22.2,87561,12.6
2,4,サービス,16925,5.7,-6.5,6024,5.8,9418,5.8,11933,6,12848,5.4,16646,5.6,23785,6.3,37710,5.4
2,0,住居,29943,10.1,-6,1589,1.5,7567,4.7,14515,7.3,17043,7.2,22219,7.5,32351,8.6,113949,16.4
2,1,耐久財,4034,1.4,-15.8,198,0.2,64,0,12,0,14,0,1959,0.7,1418,0.4,24502,3.5
2,2,半耐久財,248,0.1,14.8,40,0,78,0,309,0.2,52,0,349,0.1,170,0,739,0.1
2,4,サービス,25660,8.7,-4.4,1351,1.3,7425,4.6,14194,7.2,16977,7.1,19911,6.7,30763,8.2,88708,12.8
2,0,光熱・水道（非耐久財）,20855,7,5.5,14275,13.7,18034,11.1,19450,9.8,21296,8.9,24000,8.1,25657,6.8,23244,3.4
2,0,家具・家事用品,11098,3.7,-10.5,2976,2.8,6113,3.8,6298,3.2,9245,3.9,10967,3.7,15035,4,26975,3.9
2,1,耐久財,3147,1.1,-29.6,94,0.1,1214,0.7,1234,0.6,1682,0.7,2412,0.8,4359,1.2,10998,1.6
2,2,半耐久財,3920,1.3,-9.8,1316,1.3,2615,1.6,2518,1.3,4057,1.7,4001,1.4,6255,1.7,6658,1
2,3,非耐久財,2660,0.9,3.3,1479,1.4,1971,1.2,2159,1.1,2877,1.2,3303,1.1,3144,0.8,3684,0.5
2,4,サービス,1370,0.5,36.2,86,0.1,313,0.2,387,0.2,629,0.3,1250,0.4,1277,0.3,5635,0.8
2,0,被服及び履物,15645,5.3,1.5,3014,2.9,7434,4.6,8341,4.2,11187,4.7,19158,6.5,21911,5.8,38360,5.5
2,2,半耐久財,14615,4.9,2.8,2706,2.6,6884,4.2,7817,3.9,10070,4.2,18233,6.2,20837,5.5,35655,5.1
2,4,サービス,1030,0.3,-13.2,308,0.3,550,0.3,524,0.3,1117,0.5,925,0.3,1074,0.3,2705,0.4
2,0,保健医療,17840,6,2.3,6265,6,9453,5.8,13868,7,13040,5.5,16302,5.5,21713,5.8,44103,6.4
2,1,耐久財,723,0.2,-33.1,196,0.2,1,0,304,0.2,58,0,659,0.2,1365,0.4,2468,0.4
2,2,半耐久財,599,0.2,177.3,30,0,68,0,504,0.3,151,0.1,496,0.2,317,0.1,2616,0.4
2,3,非耐久財,6216,2.1,26.6,3009,2.9,3944,2.4,4641,2.3,4043,1.7,5801,2,9440,2.5,12596,1.8
2,4,サービス,10301,3.5,-8.3,3029,2.9,5439,3.3,8419,4.2,8787,3.7,9346,3.2,10590,2.8,26423,3.8
2,0,交通・通信,32518,11,0.9,8523,8.2,15509,9.5,20255,10.2,27885,11.7,36093,12.2,49423,13.1,69737,10.1
2,1,耐久財,1187,0.4,-51.1,134,0.1,301,0.2,217,0.1,9,0,657,0.2,2964,0.8,4007,0.6
2,2,半耐久財,708,0.2,5.2,253,0.2,458,0.3,29,0,151,0.1,2166,0.7,655,0.2,1249,0.2
2,3,非耐久財,2300,0.8,-6.4,550,0.5,1836,1.1,1929,1,2055,0.9,3787,1.3,2211,0.6,3726,0.5
2,4,サービス,28323,9.6,6.2,7586,7.3,12915,7.9,18081,9.1,25671,10.8,29484,9.9,43592,11.6,60755,8.8
2,0,教育,18807,6.4,-12.4,694,0.7,2529,1.6,4722,2.4,6757,2.8,9604,3.2,19710,5.2,87346,12.6
2,3,非耐久財,217,0.1,57.2,-,-,42,0,52,0,125,0.1,25,0,520,0.1,753,0.1
2,4,サービス,18590,6.3,-12.9,694,0.7,2488,1.5,4670,2.4,6632,2.8,9579,3.2,19190,5.1,86592,12.5
2,0,教養娯楽,37401,12.6,3.1,10444,10,18181,11.2,21123,10.6,26232,11,39971,13.5,55182,14.6,90403,13
2,1,耐久財,1335,0.5,-62.5,216,0.2,484,0.3,875,0.4,558,0.2,2670,0.9,777,0.2,3760,0.5
2,2,半耐久財,3850,1.3,22,717,0.7,1711,1.1,2487,1.3,3413,1.4,4642,1.6,5564,1.5,8391,1.2
2,3,非耐久財,7000,2.4,9.1,3559,3.4,5837,3.6,5897,3,7327,3.1,7969,2.7,8675,2.3,9721,1.4
2,4,サービス,25216,8.5,8.9,5952,5.7,10149,6.2,11865,6,14934,6.3,24690,8.3,40166,10.7,68532,9.9
2,0,諸雑費,26050,8.8,8.5,6889,6.6,10838,6.7,14419,7.3,21076,8.8,26110,8.8,28491,7.6,74327,10.7
2,1,耐久財,321,0.1,-8.5,36,0,105,0.1,134,0.1,120,0.1,281,0.1,217,0.1,1353,0.2
2,2,半耐久財,3096,1,52,569,0.5,545,0.3,1082,0.5,1655,0.7,2180,0.7,4454,1.2,11149,1.6
2,3,非耐久財,5237,1.8,-0.4,2207,2.1,3467,2.1,3660,1.8,4575,1.9,7581,2.6,7051,1.9,8105,1.2
2,4,サービス,17395,5.9,6.2,4077,3.9,6720,4.1,9543,4.8,14726,6.2,16068,5.4,16768,4.4,53720,7.7
,,,,,,,,,,,,,,,,,,,
東京都生計分析調査　平成26年10月,,,,,,,,,,,,,,,,,,,
第１６表　生計支出７分位階層別１世帯当たり１か月間の財・サービス別支出　―全世帯―,,,,,,,,,,,,,,,,,,,
注１）財・サービス別結果は、品目分類を再分類して集計した。,,,,,,,,,,,,,,,,,,,
注２）消費支出には、「こづかい」、「贈与金」、「他の交際費」及び「仕送り金」は含まれていない。,,,,,,,,,,,,,,,,,,,
項目（0：世帯数等・消費支出等　1：耐久財　2：半耐久財　3：非耐久財　4：サービス）,,,,,,,,,,,,,,,,,,,
